dataset,feature_set,model,calibration_method,n,roc_auc,pr_auc,accuracy,precision,sensitivity,specificity,f1_score,brier_score,log_loss,ece,mce,calibration_slope,calibration_intercept,tn,fp,fn,tp
Pima,model_b_routine_clinical,CatBoost,beta,768,0.7768432835820895,0.6044906483796648,0.6510416666666666,0.5,0.0037313432835820895,0.998,0.007407407407407408,0.2954944423953989,1.2039308895638918,0.2976315912012192,0.5736319026878299,0.41501231175079245,1.2351530111616342,499,1,267,1
Kaggle_internal_test,model_c_extended_transport,Logistic Regression,uncalibrated,19226,0.9595690574917393,0.8121083791655915,0.8855716217621971,0.42750287686996546,0.8761792452830188,0.8864803194523674,0.5746326372776489,0.0797362740562703,0.2502170062997699,0.12735191292237602,0.5806569889674871,0.969347662938592,-2.3503068970359386,15540,1990,210,1486
NHANES,model_c_extended_transport,Logistic Regression,uncalibrated,2291,0.9376682298019093,0.7926685898789538,0.8913138367525099,0.6475095785440613,0.8387096774193549,0.902542372881356,0.7308108108108108,0.08441792045171624,0.3234957031304928,0.09717479147634102,0.3659069426961078,0.6554673508905244,-1.4025527958057002,1704,184,65,338
Pima,model_c_extended_transport,Logistic Regression,uncalibrated,768,0.8160447761194031,0.6726825545391557,0.7395833333333334,0.6910112359550562,0.458955223880597,0.89,0.5515695067264574,0.17396700204464297,0.5190535651617821,0.09075105692112657,0.2074368412184034,0.8088758367941501,0.289817877738791,445,55,145,123
Kaggle_internal_test,model_c_extended_transport,Logistic Regression,platt,19226,0.9595690574917393,0.8121083791655915,0.9580776032456049,0.8531746031746031,0.6338443396226415,0.9894466628636623,0.7273342354533153,0.03364107060562135,0.1194187318695026,0.008360109370181902,0.13372706761577974,0.9700806683997533,-0.07425950895560157,17345,185,621,1075
NHANES,model_c_extended_transport,Logistic Regression,platt,2291,0.9376682298019093,0.7926685898789538,0.9065910082933217,0.8539325842696629,0.56575682382134,0.979343220338983,0.6805970149253732,0.07180565677586764,0.2741802829021853,0.0493388567221723,0.24308781140551092,0.6567749504959864,0.13723111655017844,1849,39,175,228
Pima,model_c_extended_transport,Logistic Regression,platt,768,0.8160447761194031,0.6726825545391557,0.6575520833333334,0.6923076923076923,0.033582089552238806,0.992,0.06405693950177936,0.2749847094793405,0.9624213090026426,0.2806289604074632,0.6552733553610991,0.8103680153933169,2.189501001895698,496,4,259,9
Kaggle_internal_test,model_c_extended_transport,Logistic Regression,temperature,19226,0.9595690574917393,0.8121083791655915,0.8855716217621971,0.42750287686996546,0.8761792452830188,0.8864803194523674,0.5746326372776489,0.07967560404773558,0.2501512645382881,0.12847084593902441,0.5746537607669864,0.9888428949215191,-2.349454590623673,15540,1990,210,1486
NHANES,model_c_extended_transport,Logistic Regression,temperature,2291,0.9376682298019093,0.7926685898789538,0.8913138367525099,0.6475095785440613,0.8387096774193549,0.902542372881356,0.7308108108108108,0.08453526426614391,0.3224574504251321,0.09857633224720323,0.3592636384106643,0.6688935702379556,-1.4025810257236844,1704,184,65,338
Pima,model_c_extended_transport,Logistic Regression,temperature,768,0.8160447761194031,0.6726825545391557,0.7395833333333334,0.6910112359550562,0.458955223880597,0.89,0.5515695067264574,0.1734421050928792,0.5170067659637005,0.08968279833003476,0.21471177976287442,0.8254576715924474,0.2898629243181575,445,55,145,123
Kaggle_internal_test,model_c_extended_transport,Logistic Regression,isotonic,19226,0.9592885074373849,0.7999102109896108,0.9583896806407989,0.8842195540308748,0.6079009433962265,0.9922989161437535,0.7204751921733054,0.03343549849089422,0.11882005137698634,0.0036426863838499367,0.16826734537384697,0.9350021885621504,-0.1400204080189196,17395,135,665,1031
NHANES,model_c_extended_transport,Logistic Regression,isotonic,2291,0.9376866299364933,0.7902171648381877,0.9061545176778699,0.8643410852713178,0.5533498759305211,0.9814618644067796,0.6747352496217852,0.0727826955919454,0.30333155613238405,0.05388022814765907,0.5,0.5055811327733669,-0.24360973214490536,1853,35,180,223
Pima,model_c_extended_transport,Logistic Regression,isotonic,768,0.8144179104477614,0.6615692298446164,0.6536458333333334,0.6666666666666666,0.014925373134328358,0.996,0.029197080291970802,0.27766674196124747,0.9488488561453337,0.283425066067435,0.5691060591734447,0.8223504568890544,2.178005057328106,498,2,264,4
Kaggle_internal_test,model_c_extended_transport,Logistic Regression,beta,19226,0.9595690574917393,0.8121083791655915,0.9580776032456049,0.8526148969889065,0.6344339622641509,0.9893896177980605,0.7275185936443543,0.03360577964004421,0.1193051393708089,0.007307350004248943,0.1337301643680398,0.971444475490167,-0.07703295008938099,17344,186,620,1076
NHANES,model_c_extended_transport,Logistic Regression,beta,2291,0.9376682298019093,0.7926685898789538,0.9065910082933217,0.8539325842696629,0.56575682382134,0.979343220338983,0.6805970149253732,0.07214065225029262,0.27695153681090345,0.05066559256490174,0.28066693641731255,0.6559548433609969,0.10199443066732601,1849,39,175,228
Pima,model_c_extended_transport,Logistic Regression,beta,768,0.8160447761194031,0.6726825545391557,0.6575520833333334,0.6923076923076923,0.033582089552238806,0.992,0.06405693950177936,0.2762925276640067,0.9601997516509923,0.28146710069413117,0.654874636756259,0.8577511209862518,2.3110773681535215,496,4,259,9
Kaggle_internal_test,model_c_extended_transport,Random Forest,uncalibrated,19226,0.9740547033925671,0.874359424476895,0.9042442525746385,0.4772370486656201,0.8962264150943396,0.9050199657729606,0.6228231919688588,0.06118471468507089,0.2075900234301691,0.1275036259384451,0.498594999173117,1.6997975606181044,-2.2669522943764338,15865,1665,176,1520
NHANES,model_c_extended_transport,Random Forest,uncalibrated,2291,0.9200915012406947,0.7495801441159626,0.8655608904408555,0.5855855855855856,0.8064516129032258,0.878177966101695,0.6784968684759917,0.09133418972699252,0.3037728485521719,0.08241578374240541,0.5552114280075728,0.8222984956735842,-1.1244776201137685,1658,230,78,325
Pima,model_c_extended_transport,Random Forest,uncalibrated,768,0.7828992537313433,0.6064469631228965,0.69921875,0.6637168141592921,0.2798507462686567,0.924,0.3937007874015748,0.1966841915681111,0.5757317192084224,0.12236777142723838,0.21271686818622887,0.8607978722224551,0.5213965177810972,462,38,193,75
Kaggle_internal_test,model_c_extended_transport,Random Forest,platt,19226,0.9740547033925671,0.874359424476895,0.9696244668677833,0.9205748865355522,0.7175707547169812,0.9940102681118084,0.80649436713055,0.02572054730290343,0.09466624053187711,0.014327645623273199,0.2232281337839145,0.9804499063021892,-0.06736722231745958,17425,105,479,1217
NHANES,model_c_extended_transport,Random Forest,platt,2291,0.9200915012406947,0.7495801441159626,0.8956787429070275,0.75625,0.6004962779156328,0.9586864406779662,0.669432918395574,0.08036500463224037,0.3372798995924238,0.06318281577617792,0.42461314820099183,0.47363148322180915,-0.059661456819520294,1810,78,161,242
Pima,model_c_extended_transport,Random Forest,platt,768,0.7828992537313433,0.6064469631228965,0.6549479166666666,0.7142857142857143,0.018656716417910446,0.996,0.03636363636363636,0.29950353014619885,1.266171447669932,0.29964635057414524,0.5377179802711343,0.49574975584226116,1.6352159654713867,498,2,263,5
Kaggle_internal_test,model_c_extended_transport,Random Forest,temperature,19226,0.9740547033925671,0.874359424476895,0.9042442525746385,0.4772370486656201,0.8962264150943396,0.9050199657729606,0.6228231919688588,0.06136263116144757,0.18531973470979105,0.0916950739298138,0.6043778352357644,1.0567403052584279,-2.2728578888888036,15865,1665,176,1520
NHANES,model_c_extended_transport,Random Forest,temperature,2291,0.9200915012406947,0.7495801441159626,0.8655608904408555,0.5855855855855856,0.8064516129032258,0.878177966101695,0.6784968684759917,0.09963525243172842,0.3574786027437374,0.08342233655751011,0.478212450149267,0.5096712949559543,-1.1245399189208811,1658,230,78,325
Pima,model_c_extended_transport,Random Forest,temperature,768,0.7828992537313433,0.6064469631228965,0.69921875,0.6637168141592921,0.2798507462686567,0.924,0.3937007874015748,0.21937638561262693,0.6987444201118155,0.1804547189054793,0.33660380505088194,0.5336180443756513,0.5213932665034452,462,38,193,75
Kaggle_internal_test,model_c_extended_transport,Random Forest,isotonic,19226,0.9735864865083038,0.8630874900315354,0.9709247893477583,0.972568578553616,0.6898584905660378,0.9981175128351397,0.8071748878923767,0.02438088196514527,0.08815405680278085,0.0023783579633602525,0.36292737486468796,0.8827435401748249,-0.27060174814944626,17497,33,526,1170
NHANES,model_c_extended_transport,Random Forest,isotonic,2291,0.9187417199394373,0.7267385900895476,0.9061545176778699,0.8357142857142857,0.5806451612903226,0.975635593220339,0.6852122986822841,0.08058791127313168,0.5004345105059566,0.06792722247180759,0.41403508771929826,0.2373101502681275,-1.018612514092099,1842,46,169,234
Pima,model_c_extended_transport,Random Forest,isotonic,768,0.7718992537313433,0.5856855911946087,0.6510416666666666,0.0,0.0,1.0,0.0,0.29801825093515205,1.177746974388685,0.3005685533964772,0.5333333333333334,0.49334557905911997,1.4879668821319667,500,0,268,0
Kaggle_internal_test,model_c_extended_transport,Random Forest,beta,19226,0.9740547033925671,0.874359424476895,0.9696764797669822,0.9219105382865808,0.7169811320754716,0.9941243582430119,0.8066334991708126,0.025321981291288292,0.09295233889217505,0.011415876600131308,0.23461371711786455,0.9824084848618954,-0.07126617801724512,17427,103,480,1216
NHANES,model_c_extended_transport,Random Forest,beta,2291,0.9200915012406947,0.7495801441159626,0.8961152335224792,0.7586206896551724,0.6004962779156328,0.9592161016949152,0.6703601108033241,0.08160620044953106,0.3343289676210659,0.06543427289445819,0.8459981991054782,0.48915072863185,-0.25659544574926774,1811,77,161,242
Pima,model_c_extended_transport,Random Forest,beta,768,0.7828992537313433,0.6064469631228965,0.65625,0.8333333333333334,0.018656716417910446,0.998,0.0364963503649635,0.3027549433578533,1.2163567375157394,0.3019866170051458,0.6125268036331644,0.6208905486536082,1.968733659346427,499,1,263,5
Kaggle_internal_test,model_c_extended_transport,XGBoost,uncalibrated,19226,0.976701110091595,0.8786693145338367,0.9710808280453552,0.9611650485436893,0.7004716981132075,0.9972618368511124,0.810368349249659,0.02406704666390242,0.08448145303144285,0.00727000298941975,0.2916365691593716,0.8252894695597335,-0.3712760270775505,17482,48,508,1188
NHANES,model_c_extended_transport,XGBoost,uncalibrated,2291,0.9236841275181898,0.756938620113446,0.9131383675250982,0.8566433566433567,0.607940446650124,0.9782838983050848,0.7111756168359942,0.08028462135012063,0.5876727124879013,0.08010830801991074,0.4519128973285357,0.2854698417993476,0.11877329480447935,1847,41,158,245
Pima,model_c_extended_transport,XGBoost,uncalibrated,768,0.7671380597014925,0.5930328960496828,0.65234375,0.6666666666666666,0.007462686567164179,0.998,0.014760147601476014,0.30326248337925876,1.6569886024830505,0.30457771502494785,0.5770594198552389,0.2962875411416865,1.2203171433138578,499,1,266,2
Kaggle_internal_test,model_c_extended_transport,XGBoost,platt,19226,0.976701110091595,0.8786693145338367,0.9711848538437533,0.9742524916943521,0.691627358490566,0.9982316029663434,0.8089655172413793,0.023767978902023444,0.08374287561836048,0.004587359499648122,0.2049204428669873,0.9537699492094076,-0.1453531299173224,17499,31,523,1173
NHANES,model_c_extended_transport,XGBoost,platt,2291,0.9236841275181898,0.756938620113446,0.9118288956787429,0.8551236749116607,0.6004962779156328,0.9782838983050848,0.7055393586005831,0.08027536269967164,0.52256656415611,0.0781217485259891,0.6200266213743025,0.32983804761624863,0.1956705904129882,1847,41,161,242
Pima,model_c_extended_transport,XGBoost,platt,768,0.7671380597014925,0.5930328960496828,0.65234375,1.0,0.0037313432835820895,1.0,0.007434944237918215,0.3025377537952796,1.5209457982470669,0.30498125372208446,0.5508108764217194,0.3424236132497965,1.3007175039140617,500,0,267,1
Kaggle_internal_test,model_c_extended_transport,XGBoost,temperature,19226,0.976701110091595,0.8786693145338367,0.9710808280453552,0.9611650485436893,0.7004716981132075,0.9972618368511124,0.810368349249659,0.02408638157112724,0.08432452326936732,0.005641738670400702,0.25408469551913443,0.8739167849737393,-0.36723317439008535,17482,48,508,1188
NHANES,model_c_extended_transport,XGBoost,temperature,2291,0.9236841275181898,0.756938620113446,0.9131383675250982,0.8566433566433567,0.607940446650124,0.9782838983050848,0.7111756168359942,0.07993611094441946,0.5565785138624803,0.07989196370429211,0.6529636402629087,0.30216852130475125,0.11858239100384635,1847,41,158,245
Pima,model_c_extended_transport,XGBoost,temperature,768,0.7671380597014925,0.5930328960496828,0.65234375,0.6666666666666666,0.007462686567164179,0.998,0.014760147601476014,0.3001155022004716,1.5718165872108847,0.30275284330150215,0.5447506772645069,0.3136488257415462,1.2203155700065342,499,1,266,2
Kaggle_internal_test,model_c_extended_transport,XGBoost,isotonic,19226,0.9765080111991303,0.8703831381790905,0.9717049828357432,0.9889643463497453,0.6869103773584906,0.9992584141471763,0.8107167710508003,0.023738812472728195,0.08395565105912745,0.0030823374441704505,0.1626438111482627,0.8523529319760783,-0.3349402129283571,17517,13,531,1165
NHANES,model_c_extended_transport,XGBoost,isotonic,2291,0.8589465397232618,0.6830705587729379,0.9105194238323876,0.8535714285714285,0.5930521091811415,0.9782838983050848,0.6998535871156661,0.08079321225359112,0.8936731467280328,0.08003987495268117,0.6111111111111112,0.1774084333583602,-0.3332061280076891,1847,41,164,239
Pima,model_c_extended_transport,XGBoost,isotonic,768,0.7331791044776119,0.5546048540955221,0.6510416666666666,0.0,0.0,1.0,0.0,0.3018476499169005,2.145351159189613,0.30557823799398737,0.5833333333333333,0.17124815411254338,0.8421041380686025,500,0,268,0
Kaggle_internal_test,model_c_extended_transport,XGBoost,beta,19226,0.976701110091595,0.8786693145338367,0.9711328409445542,0.9726594863297432,0.6922169811320755,0.9981175128351397,0.8088184636582846,0.023762918571034995,0.08368945985935591,0.0038162344163669786,0.19805434574363107,0.9496841876139408,-0.15513284836433963,17497,33,522,1174
NHANES,model_c_extended_transport,XGBoost,beta,2291,0.9236841275181898,0.756938620113446,0.9118288956787429,0.8551236749116607,0.6004962779156328,0.9782838983050848,0.7055393586005831,0.08040182316957495,0.5259541757949884,0.07836643143683861,0.6309472629659411,0.32069144714836273,0.06551530767775342,1847,41,161,242
Pima,model_c_extended_transport,XGBoost,beta,768,0.7671380597014925,0.5930328960496828,0.65234375,1.0,0.0037313432835820895,1.0,0.007434944237918215,0.3027680628870366,1.4975674886383066,0.3052245549904614,0.5649729793028079,0.35425005321299924,1.3272289272387572,500,0,267,1
Kaggle_internal_test,model_c_extended_transport,LightGBM,uncalibrated,19226,0.975460716265378,0.875573493954201,0.925309476750234,0.5487621905476369,0.8626179245283019,0.931374786081004,0.6707932141219624,0.04814275916504642,0.14365772509331784,0.06378537815075731,0.6135581181842571,0.7011153409380358,-1.8881728088236585,16327,1203,233,1463
NHANES,model_c_extended_transport,LightGBM,uncalibrated,2291,0.9214958257980401,0.7484310660234235,0.8873854212134439,0.6552462526766595,0.7593052109181141,0.9147245762711864,0.7034482758620689,0.087345561666507,0.5450379915947153,0.08037381535152,0.4555166412749105,0.25482425438952744,-0.7717955444587913,1727,161,97,306
Pima,model_c_extended_transport,LightGBM,uncalibrated,768,0.7671865671641792,0.6046019191158222,0.6927083333333334,0.66,0.2462686567164179,0.932,0.358695652173913,0.23755559161864445,1.192692124772038,0.21238727932398016,0.31170646908688027,0.23053549826287018,0.45556505024634564,466,34,202,66
Kaggle_internal_test,model_c_extended_transport,LightGBM,platt,19226,0.975460716265378,0.875573493954201,0.9718090086341412,0.9906462585034014,0.6869103773584906,0.9993725042783799,0.8112813370473537,0.0238656243979262,0.08513190482834233,0.004201450298611919,0.14770317249130138,0.9888557380494608,-0.07366543699359393,17519,11,531,1165
NHANES,model_c_extended_transport,LightGBM,platt,2291,0.9214958257980401,0.7484310660234235,0.9100829332169358,0.8480565371024735,0.5955334987593052,0.9772245762711864,0.6997084548104956,0.07745819590906963,0.4197998987134504,0.06539843846693677,0.6093753370138996,0.3595896870876995,-0.11368859100586592,1845,43,163,240
Pima,model_c_extended_transport,LightGBM,platt,768,0.7671865671641792,0.6046019191158222,0.6510416666666666,0.0,0.0,1.0,0.0,0.29660815814126984,1.369931777393351,0.2994645551951929,0.5368212246555937,0.3252954782233332,1.0511092191673284,500,0,268,0
Kaggle_internal_test,model_c_extended_transport,LightGBM,temperature,19226,0.975460716265378,0.875573493954201,0.925309476750234,0.5487621905476369,0.8626179245283019,0.931374786081004,0.6707932141219624,0.047709200552517386,0.142984609644291,0.06668444121332937,0.553749716650991,0.7892928189932156,-1.8839717186120282,16327,1203,233,1463
NHANES,model_c_extended_transport,LightGBM,temperature,2291,0.9214958257980401,0.7484310660234235,0.8873854212134439,0.6552462526766595,0.7593052109181141,0.9147245762711864,0.7034482758620689,0.08612850017171143,0.4931593917654497,0.07766354262439344,0.47827618026949215,0.28691791388738014,-0.77180108235425,1727,161,97,306
Pima,model_c_extended_transport,LightGBM,temperature,768,0.7671865671641792,0.6046019191158222,0.6927083333333334,0.66,0.2462686567164179,0.932,0.358695652173913,0.23327209663550677,1.085679857608433,0.20493049500836508,0.30748589325725795,0.2596108208770255,0.4558952756492956,466,34,202,66
