dataset,feature_set,model,calibration_method,n,roc_auc,pr_auc,accuracy,precision,sensitivity,specificity,f1_score,brier_score,log_loss,ece,mce,calibration_slope,calibration_intercept,tn,fp,fn,tp
NHANES,model_a_screening,LightGBM,beta,2291,0.7649737666652647,0.37640460500633044,0.8245307725883894,0.5172413793103449,0.03722084367245657,0.9925847457627118,0.06944444444444445,0.12731416017040065,0.39862707628881017,0.02280594777983829,0.1330425527454423,0.9409780501064312,0.09298890107997324,1874,14,388,15
Pima,model_a_screening,LightGBM,beta,768,0.6860858208955224,0.5109289504273326,0.65234375,1.0,0.0037313432835820895,1.0,0.007434944237918215,0.2839048421784262,0.9606171740177922,0.26656928816625935,0.4980435973205919,0.5636476211506309,1.0011881281191461,500,0,267,1
Kaggle_internal_test,model_a_screening,CatBoost,uncalibrated,19226,0.8254382480437847,0.3044252335303478,0.9112139810673047,0.472636815920398,0.05601415094339623,0.9939532230462065,0.10015814443858724,0.06973863683250783,0.23933949890717077,0.005174282118412166,0.5049151927098285,0.9088896611410028,-0.1716642416598398,17424,106,1601,95
NHANES,model_a_screening,CatBoost,uncalibrated,2291,0.7604900481557809,0.3745617064491512,0.8262767350501964,0.5510204081632653,0.06699751861042183,0.9883474576271186,0.11946902654867257,0.12766947499288483,0.3995239450252497,0.02105538497233263,0.833199400124268,0.8854205058098356,-0.04895616261764384,1866,22,376,27
Pima,model_a_screening,CatBoost,uncalibrated,768,0.70780223880597,0.5111372069631658,0.6497395833333334,0.0,0.0,0.998,0.0,0.28751044270216736,0.9795149305510885,0.27305949751125375,0.5279453643173561,0.5837647948734459,1.123342523885977,499,1,268,0
Kaggle_internal_test,model_a_screening,CatBoost,platt,19226,0.8254382480437847,0.3044252335303478,0.9112659939665037,0.4675324675324675,0.04245283018867924,0.9953223046206503,0.07783783783783783,0.06962716276151817,0.23899797906396122,0.0023508224982277844,0.3489119417740627,0.9688138779098959,-0.06507562257410286,17448,82,1624,72
NHANES,model_a_screening,CatBoost,platt,2291,0.7604900481557809,0.3745617064491512,0.8249672632038412,0.5263157894736842,0.04962779156327544,0.9904661016949152,0.09070294784580499,0.12762676381756993,0.39936966112573097,0.01873600092828727,0.8021177941171999,0.9433378218077365,0.05435798379948839,1870,18,383,20
Pima,model_a_screening,CatBoost,platt,768,0.70780223880597,0.5111372069631658,0.6510416666666666,0.0,0.0,1.0,0.0,0.2870107599282125,0.9628650461656226,0.27096074253551977,0.37179688198189464,0.6221343021633536,1.1915701805898868,500,0,268,0
Kaggle_internal_test,model_a_screening,CatBoost,temperature,19226,0.8254382480437847,0.3044252335303478,0.9112139810673047,0.472636815920398,0.05601415094339623,0.9939532230462065,0.10015814443858724,0.0697379865536779,0.23927397811486356,0.004644210092242807,0.4408744245217677,0.9251805367041871,-0.17118556667723173,17424,106,1601,95
NHANES,model_a_screening,CatBoost,temperature,2291,0.7604900481557809,0.3745617064491512,0.8262767350501964,0.5510204081632653,0.06699751861042183,0.9883474576271186,0.11946902654867257,0.12756793060253283,0.39908556849062554,0.01760120890400753,0.8293391046828692,0.900472167662594,-0.049262074796726105,1866,22,376,27
Pima,model_a_screening,CatBoost,temperature,768,0.70780223880597,0.5111372069631658,0.6497395833333334,0.0,0.0,0.998,0.0,0.2861759156951354,0.9666307726429858,0.27093911503138984,0.5274681500670536,0.5939327328334926,1.123342076705811,499,1,268,0
Kaggle_internal_test,model_a_screening,CatBoost,isotonic,19226,0.8252253885522393,0.2954448326224049,0.9117341100592947,0.49523809523809526,0.030660377358490566,0.9969766115231032,0.05774569683509161,0.06960430712491612,0.23957402127059027,0.0031480702768423244,0.7229091520749528,0.9413532965490684,-0.11024754561019745,17477,53,1644,52
NHANES,model_a_screening,CatBoost,isotonic,2291,0.7610183948774025,0.3651511791105618,0.8254037538192929,0.5483870967741935,0.04218362282878412,0.9925847457627118,0.07834101382488479,0.12739811729900183,0.3988824200328308,0.015210719716054652,0.03294660121969356,0.950542382906047,0.05790555536207878,1874,14,386,17
Pima,model_a_screening,CatBoost,isotonic,768,0.7065335820895522,0.5076886383792697,0.6510416666666666,0.0,0.0,1.0,0.0,0.28602524650393985,0.9672862663780544,0.2710817264043577,0.42780074077853186,0.5900249126827748,1.1353568886975127,500,0,268,0
Kaggle_internal_test,model_a_screening,CatBoost,beta,19226,0.8254382480437847,0.3044252335303478,0.9116820971600957,0.4878048780487805,0.02358490566037736,0.9976041072447234,0.04499437570303712,0.06951064476654595,0.23877365938068731,0.001929740903406185,0.1812001477748182,0.9675311892815055,-0.06594252409043751,17488,42,1656,40
NHANES,model_a_screening,CatBoost,beta,2291,0.7604900481557809,0.3745617064491512,0.8249672632038412,0.5357142857142857,0.03722084367245657,0.993114406779661,0.06960556844547564,0.12743200866097995,0.39850942249093285,0.016895527659408088,0.220866613849786,0.9789909596627226,0.10253346118308543,1875,13,388,15
Pima,model_a_screening,CatBoost,beta,768,0.70780223880597,0.5111372069631658,0.6510416666666666,0.0,0.0,1.0,0.0,0.28639580710298523,0.967506350611757,0.27055091265443604,0.377346305341531,0.5957996827656288,1.1363807325151798,500,0,268,0
Kaggle_internal_test,model_b_routine_clinical,Logistic Regression,uncalibrated,19226,0.9595690574917393,0.8121083791655915,0.8855716217621971,0.42750287686996546,0.8761792452830188,0.8864803194523674,0.5746326372776489,0.07973627405627032,0.25021700629977,0.12735191292237608,0.5806569889674871,0.9693476629385922,-2.350306897035939,15540,1990,210,1486
NHANES,model_b_routine_clinical,Logistic Regression,uncalibrated,2291,0.9376682298019093,0.7926685898789538,0.8913138367525099,0.6475095785440613,0.8387096774193549,0.902542372881356,0.7308108108108108,0.08441792045171631,0.323495703130493,0.09717479147634117,0.36590694269610813,0.6554673508905245,-1.4025527958057011,1704,184,65,338
Pima,model_b_routine_clinical,Logistic Regression,uncalibrated,768,0.8160447761194031,0.6726825545391557,0.7395833333333334,0.6910112359550562,0.458955223880597,0.89,0.5515695067264574,0.17396700204464297,0.5190535651617821,0.09075105692112649,0.20743684121840328,0.8088758367941501,0.28981787773879053,445,55,145,123
Kaggle_internal_test,model_b_routine_clinical,Logistic Regression,platt,19226,0.9595690574917393,0.8121083791655915,0.9580776032456049,0.8531746031746031,0.6338443396226415,0.9894466628636623,0.7273342354533153,0.03364107060562135,0.1194187318695026,0.008360109370181907,0.1337270676157798,0.9700806683997533,-0.07425950895560188,17345,185,621,1075
NHANES,model_b_routine_clinical,Logistic Regression,platt,2291,0.9376682298019093,0.7926685898789538,0.9065910082933217,0.8539325842696629,0.56575682382134,0.979343220338983,0.6805970149253732,0.07180565677586764,0.27418028290218527,0.049338856722172274,0.24308781140551078,0.6567749504959863,0.13723111655017745,1849,39,175,228
Pima,model_b_routine_clinical,Logistic Regression,platt,768,0.8160447761194031,0.6726825545391557,0.6575520833333334,0.6923076923076923,0.033582089552238806,0.992,0.06405693950177936,0.2749847094793405,0.9624213090026427,0.2806289604074632,0.655273355361099,0.8103680153933166,2.1895010018956977,496,4,259,9
Kaggle_internal_test,model_b_routine_clinical,Logistic Regression,temperature,19226,0.9595690574917393,0.8121083791655915,0.8855716217621971,0.42750287686996546,0.8761792452830188,0.8864803194523674,0.5746326372776489,0.0796756040477396,0.25015126453828984,0.12847084593894054,0.5746537607673131,0.9888428949200577,-2.349454590623731,15540,1990,210,1486
NHANES,model_b_routine_clinical,Logistic Regression,temperature,2291,0.9376682298019093,0.7926685898789538,0.8913138367525099,0.6475095785440613,0.8387096774193549,0.902542372881356,0.7308108108108108,0.08453526426613477,0.3224574504251617,0.09857633224709855,0.3592636384109719,0.6688935702370664,-1.4025810257236975,1704,184,65,338
Pima,model_b_routine_clinical,Logistic Regression,temperature,768,0.8160447761194031,0.6726825545391557,0.7395833333333334,0.6910112359550562,0.458955223880597,0.89,0.5515695067264574,0.17344210509291727,0.5170067659638464,0.08968279833023075,0.21471177976295586,0.825457671591207,0.28986292431815286,445,55,145,123
Kaggle_internal_test,model_b_routine_clinical,Logistic Regression,isotonic,19226,0.9592885074373849,0.7999102109896108,0.9583896806407989,0.8842195540308748,0.6079009433962265,0.9922989161437535,0.7204751921733054,0.03343549849089422,0.11882005137698634,0.0036426863838499293,0.16826734537384797,0.9350021885621503,-0.14002040801892016,17395,135,665,1031
NHANES,model_b_routine_clinical,Logistic Regression,isotonic,2291,0.9376866299364933,0.7902171648381877,0.9061545176778699,0.8643410852713178,0.5533498759305211,0.9814618644067796,0.6747352496217852,0.07278269559194545,0.30333155613238433,0.05388022814765882,0.5,0.5055811327733657,-0.24360973214491122,1853,35,180,223
Pima,model_b_routine_clinical,Logistic Regression,isotonic,768,0.8144179104477614,0.6615692298446164,0.6536458333333334,0.6666666666666666,0.014925373134328358,0.996,0.029197080291970802,0.27766674196124747,0.9488488561453337,0.283425066067435,0.5691060591734445,0.8223504568890544,2.178005057328106,498,2,264,4
Kaggle_internal_test,model_b_routine_clinical,Logistic Regression,beta,19226,0.9595690574917393,0.8121083791655915,0.9580776032456049,0.8526148969889065,0.6344339622641509,0.9893896177980605,0.7275185936443543,0.033605779640044214,0.11930513937080893,0.0073073500042489595,0.13373016436804008,0.9714444754901663,-0.07703295008938238,17344,186,620,1076
NHANES,model_b_routine_clinical,Logistic Regression,beta,2291,0.9376682298019093,0.7926685898789538,0.9065910082933217,0.8539325842696629,0.56575682382134,0.979343220338983,0.6805970149253732,0.07214065225029262,0.2769515368109034,0.050665592564901704,0.2806669364173123,0.6559548433609966,0.10199443066732464,1849,39,175,228
Pima,model_b_routine_clinical,Logistic Regression,beta,768,0.8160447761194031,0.6726825545391557,0.6575520833333334,0.6923076923076923,0.033582089552238806,0.992,0.06405693950177936,0.2762925276640067,0.960199751650992,0.2814671006941311,0.6548746367562586,0.8577511209862514,2.3110773681535197,496,4,259,9
Kaggle_internal_test,model_b_routine_clinical,Random Forest,uncalibrated,19226,0.9740865557965322,0.8741286749606969,0.9034640590866535,0.47512437810945274,0.9009433962264151,0.9037079292641187,0.6221498371335505,0.06179984965447332,0.2108198511945958,0.1301427867206955,0.5089404195928334,1.7327658884789592,-2.27924621165449,15842,1688,168,1528
NHANES,model_b_routine_clinical,Random Forest,uncalibrated,2291,0.9230052939815788,0.7497040931730943,0.8655608904408555,0.5871559633027523,0.794044665012407,0.8808262711864406,0.6751054852320675,0.09160105030390191,0.3027374022774974,0.08398852000588085,0.5292075272305007,0.8514963366569834,-1.1130615043538652,1663,225,83,320
Pima,model_b_routine_clinical,Random Forest,uncalibrated,768,0.7807238805970149,0.6013187737864644,0.6927083333333334,0.6509433962264151,0.2574626865671642,0.926,0.3689839572192513,0.19807307597688695,0.5771384225344395,0.12297077582840578,0.23457989066167223,0.8611479939167643,0.5286189785700991,463,37,199,69
Kaggle_internal_test,model_b_routine_clinical,Random Forest,platt,19226,0.9740865557965322,0.8741286749606969,0.9690003120773952,0.9116766467065869,0.7181603773584906,0.9932686822589846,0.8034300791556728,0.025997976890996255,0.09546488353041122,0.014716516134054353,0.19832057923138346,0.9810299489026693,-0.07045293505216578,17412,118,478,1218
NHANES,model_b_routine_clinical,Random Forest,platt,2291,0.9230052939815788,0.7497040931730943,0.8939327804452204,0.745398773006135,0.6029776674937966,0.9560381355932204,0.6666666666666666,0.08098184652158696,0.33443802811200063,0.06299521424645035,0.4040662073880742,0.4812257650170834,-0.027895951931484524,1805,83,160,243
Pima,model_b_routine_clinical,Random Forest,platt,768,0.7807238805970149,0.6013187737864644,0.6549479166666666,0.7142857142857143,0.018656716417910446,0.996,0.03636363636363636,0.3018822913544713,1.2846966896913525,0.30401021265595124,0.5379867161376447,0.4865353574630091,1.6252369533498592,498,2,263,5
Kaggle_internal_test,model_b_routine_clinical,Random Forest,temperature,19226,0.9740865557965322,0.8741286749606969,0.9034640590866535,0.47512437810945274,0.9009433962264151,0.9037079292641187,0.6221498371335505,0.06172624449396433,0.18710544777367288,0.09240088151568451,0.6162895101968333,1.0642362882103826,-2.2852029127212683,15842,1688,168,1528
NHANES,model_b_routine_clinical,Random Forest,temperature,2291,0.9230052939815788,0.7497040931730943,0.8655608904408555,0.5871559633027523,0.794044665012407,0.8808262711864406,0.6751054852320675,0.10006265805416921,0.35446875187606647,0.08298098040921982,0.5010204728625827,0.5214129367984771,-1.1130731328524703,1663,225,83,320
Pima,model_b_routine_clinical,Random Forest,temperature,768,0.7807238805970149,0.6013187737864644,0.6927083333333334,0.6509433962264151,0.2574626865671642,0.926,0.3689839572192513,0.22238171670214743,0.7052281858916113,0.18578830051255124,0.3534372538000753,0.5273673392378624,0.5287170622693602,463,37,199,69
Kaggle_internal_test,model_b_routine_clinical,Random Forest,isotonic,19226,0.9736345846473431,0.8603806483088559,0.9705606990533653,0.9771959459459459,0.6821933962264151,0.9984597832287507,0.8034722222222223,0.024633504350243647,0.08869367843878918,0.0017350102230292534,0.26265468194117925,0.8830876302783641,-0.26570175116198536,17503,27,539,1157
NHANES,model_b_routine_clinical,Random Forest,isotonic,2291,0.9200560152668545,0.7272824800074237,0.9061545176778699,0.8381294964028777,0.5781637717121588,0.9761652542372882,0.684287812041116,0.08054854620277152,0.4978415164709895,0.06643389134683314,0.3103509059279521,0.2372526214311403,-1.0176249082746207,1843,45,170,233
Pima,model_b_routine_clinical,Random Forest,isotonic,768,0.7741567164179104,0.5876542626765501,0.6510416666666666,0.0,0.0,1.0,0.0,0.3003170152505384,1.1956126106214724,0.3023342338611857,0.5320319331612648,0.45148424374349183,1.3728747692934267,500,0,268,0
Kaggle_internal_test,model_b_routine_clinical,Random Forest,beta,19226,0.9740865557965322,0.8741286749606969,0.9692603765733901,0.9176114890400605,0.7158018867924528,0.993782087849401,0.8042398145081153,0.02556080473780978,0.09370103196767722,0.012091867207399977,0.24447207944979954,0.981582027155728,-0.07691035478659623,17421,109,482,1214
NHANES,model_b_routine_clinical,Random Forest,beta,2291,0.9230052939815788,0.7497040931730943,0.8952422522915757,0.7523219814241486,0.6029776674937966,0.9576271186440678,0.6694214876033058,0.08231477068171335,0.3313696115818014,0.06509310569629574,0.4518086185897009,0.49982620616791723,-0.22125329607940833,1808,80,160,243
Pima,model_b_routine_clinical,Random Forest,beta,768,0.7807238805970149,0.6013187737864644,0.6549479166666666,0.7142857142857143,0.018656716417910446,0.996,0.03636363636363636,0.3050581545060685,1.2332575458344863,0.3043846358368235,0.5857702758816191,0.6151171592970044,1.971619432275158,498,2,263,5
Kaggle_internal_test,model_b_routine_clinical,XGBoost,uncalibrated,19226,0.9768757096998137,0.8796628646474347,0.9706127119525643,0.9564164648910412,0.6987028301886793,0.9969195664575015,0.807495741056218,0.024033427024970303,0.08434217391598602,0.006513433124500189,0.3254079818725586,0.8303884094037849,-0.3628540619159722,17476,54,511,1185
NHANES,model_b_routine_clinical,XGBoost,uncalibrated,2291,0.9249024792867057,0.7576289745136138,0.9118288956787429,0.8501742160278746,0.6054590570719603,0.9772245762711864,0.7072463768115942,0.08017265896706714,0.591640434606146,0.07773825098910042,0.4283086654863187,0.2832960650643491,0.12160560480150849,1845,43,159,244
Pima,model_b_routine_clinical,XGBoost,uncalibrated,768,0.7648097014925374,0.5905317799979561,0.65234375,0.6666666666666666,0.007462686567164179,0.998,0.014760147601476014,0.30334570914592596,1.6399109788005568,0.305552006017346,0.5364976476018246,0.3032549210441507,1.2311944188044066,499,1,266,2
Kaggle_internal_test,model_b_routine_clinical,XGBoost,platt,19226,0.9768757096998137,0.8796628646474347,0.9713408925413503,0.9774812343619683,0.6910377358490566,0.9984597832287507,0.809671848013817,0.02375038101627951,0.08365196823225476,0.0038128664733554744,0.2541221369022514,0.9567450003632211,-0.14078492163630238,17503,27,524,1172
NHANES,model_b_routine_clinical,XGBoost,platt,2291,0.9249024792867057,0.7576289745136138,0.9118288956787429,0.8576512455516014,0.598014888337469,0.9788135593220338,0.7046783625730995,0.08022605884262185,0.5276420018257286,0.07838853695170794,0.603024906092833,0.3260523723768328,0.19651346719576976,1848,40,162,241
Pima,model_b_routine_clinical,XGBoost,platt,768,0.7648097014925374,0.5905317799979561,0.6510416666666666,0.5,0.0037313432835820895,0.998,0.007407407407407408,0.30272083864603977,1.5101957555403587,0.30564689126267414,0.5507422945442915,0.34911743733353884,1.311963682398928,499,1,267,1
Kaggle_internal_test,model_b_routine_clinical,XGBoost,temperature,19226,0.9768757096998137,0.8796628646474347,0.9706127119525643,0.9564164648910412,0.6987028301886793,0.9969195664575015,0.807495741056218,0.024050201475204962,0.08420598423259412,0.0058919629797259355,0.3131771799350771,0.8785525208592427,-0.35890453904084835,17476,54,511,1185
NHANES,model_b_routine_clinical,XGBoost,temperature,2291,0.9249024792867057,0.7576289745136138,0.9118288956787429,0.8501742160278746,0.6054590570719603,0.9772245762711864,0.7072463768115942,0.07984982830726021,0.5614562843035074,0.07721072728871453,0.38862322344107025,0.2992395930619904,0.12151303592341214,1845,43,159,244
Pima,model_b_routine_clinical,XGBoost,temperature,768,0.7648097014925374,0.5905317799979561,0.65234375,0.6666666666666666,0.007462686567164179,0.998,0.014760147601476014,0.3002915343221939,1.5588078243437753,0.3021130325421638,0.5516269581843212,0.32031560487277205,1.231204267883341,499,1,266,2
Kaggle_internal_test,model_b_routine_clinical,XGBoost,isotonic,19226,0.9767555988924648,0.8708327175845381,0.9714449183397482,0.9864291772688719,0.6857311320754716,0.9990872789503707,0.8090434782608695,0.023729033125935033,0.0837600732696003,0.001762819952590668,0.30000000000000004,0.857136124001693,-0.32725575973158283,17514,16,533,1163
NHANES,model_b_routine_clinical,XGBoost,isotonic,2291,0.8564809216890271,0.679839365452541,0.9109559144478394,0.8566308243727598,0.5930521091811415,0.9788135593220338,0.7008797653958945,0.08069809004913239,0.9038857608406341,0.07953340573968608,0.65,0.17655855981590488,-0.3246495815432053,1848,40,164,239
Pima,model_b_routine_clinical,XGBoost,isotonic,768,0.7297537313432836,0.5489939952160771,0.6510416666666666,0.0,0.0,1.0,0.0,0.3020770039210576,2.1682374248723058,0.3059974699877858,0.5281194100720893,0.16801542561938826,0.8197676402539644,500,0,268,0
Kaggle_internal_test,model_b_routine_clinical,XGBoost,beta,19226,0.9768757096998137,0.8796628646474347,0.9712888796421513,0.9758735440931781,0.691627358490566,0.9983456930975471,0.8095238095238095,0.02375155707692942,0.08360675453264056,0.0033634285097192775,0.2753305031779848,0.9518776096323438,-0.15208040243985438,17501,29,523,1173
NHANES,model_b_routine_clinical,XGBoost,beta,2291,0.9249024792867057,0.7576289745136138,0.9118288956787429,0.8576512455516014,0.598014888337469,0.9788135593220338,0.7046783625730995,0.08034918159163844,0.531864944042903,0.07871630707706456,0.6143809801418031,0.31570127284930843,0.04939831768044619,1848,40,162,241
Pima,model_b_routine_clinical,XGBoost,beta,768,0.7648097014925374,0.5905317799979561,0.6510416666666666,0.5,0.0037313432835820895,0.998,0.007407407407407408,0.30300296487042927,1.4850532301351393,0.3059483620356791,0.5535572380172147,0.36245088299852946,1.3422498168193784,499,1,267,1
Kaggle_internal_test,model_b_routine_clinical,LightGBM,uncalibrated,19226,0.975460716265378,0.875573493954201,0.925309476750234,0.5487621905476369,0.8626179245283019,0.931374786081004,0.6707932141219624,0.04814275916504642,0.14365772509331784,0.06378537815075731,0.6135581181842571,0.7011153409380358,-1.8881728088236585,16327,1203,233,1463
NHANES,model_b_routine_clinical,LightGBM,uncalibrated,2291,0.9214958257980401,0.7484310660234235,0.8873854212134439,0.6552462526766595,0.7593052109181141,0.9147245762711864,0.7034482758620689,0.087345561666507,0.5450379915947153,0.08037381535152,0.4555166412749105,0.25482425438952744,-0.7717955444587913,1727,161,97,306
Pima,model_b_routine_clinical,LightGBM,uncalibrated,768,0.7671865671641792,0.6046019191158222,0.6927083333333334,0.66,0.2462686567164179,0.932,0.358695652173913,0.23755559161864445,1.192692124772038,0.21238727932398016,0.31170646908688027,0.23053549826287018,0.45556505024634564,466,34,202,66
Kaggle_internal_test,model_b_routine_clinical,LightGBM,platt,19226,0.975460716265378,0.875573493954201,0.9718090086341412,0.9906462585034014,0.6869103773584906,0.9993725042783799,0.8112813370473537,0.0238656243979262,0.08513190482834233,0.004201450298611919,0.14770317249130138,0.9888557380494608,-0.07366543699359393,17519,11,531,1165
NHANES,model_b_routine_clinical,LightGBM,platt,2291,0.9214958257980401,0.7484310660234235,0.9100829332169358,0.8480565371024735,0.5955334987593052,0.9772245762711864,0.6997084548104956,0.07745819590906963,0.4197998987134504,0.06539843846693677,0.6093753370138996,0.3595896870876995,-0.11368859100586592,1845,43,163,240
Pima,model_b_routine_clinical,LightGBM,platt,768,0.7671865671641792,0.6046019191158222,0.6510416666666666,0.0,0.0,1.0,0.0,0.29660815814126984,1.369931777393351,0.2994645551951929,0.5368212246555937,0.3252954782233332,1.0511092191673284,500,0,268,0
Kaggle_internal_test,model_b_routine_clinical,LightGBM,temperature,19226,0.975460716265378,0.875573493954201,0.925309476750234,0.5487621905476369,0.8626179245283019,0.931374786081004,0.6707932141219624,0.047709200552517386,0.142984609644291,0.06668444121332937,0.553749716650991,0.7892928189932156,-1.8839717186120282,16327,1203,233,1463
NHANES,model_b_routine_clinical,LightGBM,temperature,2291,0.9214958257980401,0.7484310660234235,0.8873854212134439,0.6552462526766595,0.7593052109181141,0.9147245762711864,0.7034482758620689,0.08612850017171143,0.4931593917654497,0.07766354262439344,0.47827618026949215,0.28691791388738014,-0.77180108235425,1727,161,97,306
Pima,model_b_routine_clinical,LightGBM,temperature,768,0.7671865671641792,0.6046019191158222,0.6927083333333334,0.66,0.2462686567164179,0.932,0.358695652173913,0.23327209663550677,1.085679857608433,0.20493049500836508,0.30748589325725795,0.2596108208770255,0.4558952756492956,466,34,202,66
Kaggle_internal_test,model_b_routine_clinical,LightGBM,isotonic,19226,0.9753226779698415,0.8647137249388193,0.9717049828357432,0.9832214765100671,0.6910377358490566,0.9988590986879635,0.8116343490304709,0.023912497159019303,0.08526057231628055,0.0029118583718536393,0.34018578066710736,0.8700202868581159,-0.3090009143647537,17510,20,524,1172
NHANES,model_b_routine_clinical,LightGBM,isotonic,2291,0.8883460119022584,0.7099100947875672,0.9100829332169358,0.8432055749128919,0.6004962779156328,0.9761652542372882,0.7014492753623188,0.0783401304686658,0.7125493820483639,0.06624041048355095,0.8642814358917316,0.18510659379549352,-0.6383649002853288,1843,45,161,242
Pima,model_b_routine_clinical,LightGBM,isotonic,768,0.7466940298507463,0.5760725340103002,0.6510416666666666,0.0,0.0,1.0,0.0,0.29657561456948495,1.707397053113003,0.299611650880965,0.5723577235772358,0.17712943834671543,0.6132874370776399,500,0,268,0
Kaggle_internal_test,model_b_routine_clinical,LightGBM,beta,19226,0.975460716265378,0.875573493954201,0.9718610215333403,0.9889923793395428,0.6886792452830188,0.9992584141471763,0.8119568995481404,0.02385929996157811,0.08497061575921515,0.003704627757268391,0.1459823783619169,0.9863659448247846,-0.08386421125851069,17517,13,528,1168
NHANES,model_b_routine_clinical,LightGBM,beta,2291,0.9214958257980401,0.7484310660234235,0.9105194238323876,0.8485915492957746,0.598014888337469,0.9772245762711864,0.7016011644832606,0.07775382866977655,0.41313711633411937,0.06523947454075893,0.6378389531743958,0.3652616692631996,-0.25278555976660444,1845,43,162,241
Pima,model_b_routine_clinical,LightGBM,beta,768,0.7671865671641792,0.6046019191158222,0.6510416666666666,0.0,0.0,1.0,0.0,0.29734996271855696,1.3121257401207864,0.30009858467869294,0.5298432286755965,0.3687083734415341,1.1573180521022282,500,0,268,0
Kaggle_internal_test,model_b_routine_clinical,CatBoost,uncalibrated,19226,0.9770751824365778,0.8801063132038288,0.9707167377509622,0.9616951915240424,0.6957547169811321,0.9973188819167143,0.8073896681491618,0.023845862162251725,0.08381466141639207,0.005905636834817205,0.8450979826398595,0.8791223363770967,-0.2626912600172178,17483,47,516,1180
NHANES,model_b_routine_clinical,CatBoost,uncalibrated,2291,0.9139031416915506,0.7509397089618232,0.9083369707551288,0.8271186440677966,0.6054590570719603,0.9729872881355932,0.6991404011461319,0.07848449752273032,0.41599837083898944,0.06365405143856585,0.21289050179916702,0.33359581033671704,-0.5107842094722259,1837,51,159,244
Pima,model_b_routine_clinical,CatBoost,uncalibrated,768,0.7768432835820895,0.6044906483796648,0.6510416666666666,0.5,0.0037313432835820895,0.998,0.007407407407407408,0.2968572316604993,1.2639839995176838,0.29924875863307593,0.5146687256492457,0.3753555987262609,1.1699938292668508,499,1,267,1
Kaggle_internal_test,model_b_routine_clinical,CatBoost,platt,19226,0.9770751824365778,0.8801063132038288,0.9713408925413503,0.9766860949208993,0.691627358490566,0.9984027381631488,0.8098032447359337,0.02370290012394887,0.08351967619329488,0.003959246212112872,0.35895714036661563,0.9601396419121515,-0.1376102846352001,17502,28,523,1173
NHANES,model_b_routine_clinical,CatBoost,platt,2291,0.9139031416915506,0.7509397089618232,0.9083369707551288,0.8271186440677966,0.6054590570719603,0.9729872881355932,0.6991404011461319,0.07815948873596812,0.3905524995951225,0.061768833997246,0.2819130872900515,0.36423917101478037,-0.46417204211844304,1837,51,159,244
Pima,model_b_routine_clinical,CatBoost,platt,768,0.7768432835820895,0.6044906483796648,0.6510416666666666,0.5,0.0037313432835820895,0.998,0.007407407407407408,0.295466805481873,1.2084862817337658,0.29761254811305554,0.5743393035733299,0.40990728287413014,1.22317158380648,499,1,267,1
Kaggle_internal_test,model_b_routine_clinical,CatBoost,temperature,19226,0.9770751824365778,0.8801063132038288,0.9707167377509622,0.9616951915240424,0.6957547169811321,0.9973188819167143,0.8073896681491618,0.02385281825578689,0.08375564313934775,0.00476507491916528,0.8361756339055867,0.9160412361433977,-0.26168375716459963,17483,47,516,1180
NHANES,model_b_routine_clinical,CatBoost,temperature,2291,0.9139031416915506,0.7509397089618232,0.9083369707551288,0.8271186440677966,0.6054590570719603,0.9729872881355932,0.6991404011461319,0.07817193879290538,0.40262401557106364,0.06153005927482933,0.3024883625781216,0.3473278784970569,-0.5108372588102289,1837,51,159,244
Pima,model_b_routine_clinical,CatBoost,temperature,768,0.7768432835820895,0.6044906483796648,0.6510416666666666,0.5,0.0037313432835820895,0.998,0.007407407407407408,0.29401771766134704,1.2197997512951109,0.29603941984032267,0.5132734192580168,0.39085195836813813,1.1701423999269527,499,1,267,1
Kaggle_internal_test,model_b_routine_clinical,CatBoost,isotonic,19226,0.9767872158509939,0.8696919075299465,0.9713929054405492,0.9775,0.691627358490566,0.9984597832287507,0.8100828729281768,0.023587324663236875,0.08328674265330883,0.0015226589487189561,0.2632206772257316,0.8777341466686858,-0.2838964279625004,17503,27,523,1173
NHANES,model_b_routine_clinical,CatBoost,isotonic,2291,0.9022729423392355,0.7214329887922093,0.9083369707551288,0.8271186440677966,0.6054590570719603,0.9729872881355932,0.6991404011461319,0.07805224198364648,0.6116495019516884,0.06114652990978083,0.6644408723495512,0.20129570816276499,-0.7856512285674483,1837,51,159,244
Pima,model_b_routine_clinical,CatBoost,isotonic,768,0.7518880597014925,0.5710831470973138,0.6510416666666666,0.5,0.0037313432835820895,0.998,0.007407407407407408,0.2939707831112324,1.5934546712421678,0.2959815124572709,0.514439926504644,0.18075333088824536,0.5695752756444101,499,1,267,1
Kaggle_internal_test,model_b_routine_clinical,CatBoost,beta,19226,0.9770751824365778,0.8801063132038288,0.9713408925413503,0.9766860949208993,0.691627358490566,0.9984027381631488,0.8098032447359337,0.02370471469027439,0.0835019146073341,0.0038374872731257365,0.36772611840815883,0.956368753865916,-0.1476752014884817,17502,28,523,1173
NHANES,model_b_routine_clinical,CatBoost,beta,2291,0.9139031416915506,0.7509397089618232,0.9083369707551288,0.8271186440677966,0.6054590570719603,0.9729872881355932,0.6991404011461319,0.07821186714635867,0.39476093110442056,0.061861178293699845,0.2878007395729445,0.3576181201634128,-0.5059826101891892,1837,51,159,244
