target_dataset,feature_set,model,scenario,calibration_method,confidence_level,conformal_method,n,marginal_coverage,coverage_gap,average_prediction_set_size,prediction_set_efficiency,singleton_prediction_rate,empty_set_rate,class_0_conditional_coverage,class_1_conditional_coverage
NHANES,model_a_screening,LightGBM,fixed_recalibration,beta,0.9,adaptive_transport_conformal,1146,0.8132635253054101,-0.0867364746945899,0.974694589877836,1.0259623992837958,0.974694589877836,0.02530541012216405,0.9872881355932204,0.0
NHANES,model_a_screening,LightGBM,fixed_recalibration,beta,0.95,split_conformal_source_calibration,1146,0.9537521815008726,0.0037521815008726422,1.3900523560209423,0.7193973634651601,0.6099476439790575,0.0,1.0,0.7376237623762376
NHANES,model_a_screening,LightGBM,fixed_recalibration,beta,0.95,adaptive_transport_conformal,1146,0.9537521815008726,0.0037521815008726422,1.3926701570680629,0.7180451127819548,0.6073298429319371,0.0,1.0,0.7376237623762376
NHANES,model_a_screening,LightGBM,adaptive_calibration,isotonic,0.8,split_conformal_source_calibration,1146,0.5802792321116929,-0.2197207678883072,0.6352530541012217,1.5741758241758241,0.6352530541012217,0.3647469458987784,0.7044491525423728,0.0
NHANES,model_a_screening,LightGBM,adaptive_calibration,isotonic,0.8,adaptive_transport_conformal,1146,0.5855148342059336,-0.2144851657940664,0.6404886561954625,1.561307901907357,0.6404886561954625,0.35951134380453753,0.7108050847457628,0.0
NHANES,model_a_screening,LightGBM,adaptive_calibration,isotonic,0.9,split_conformal_source_calibration,1146,0.8080279232111692,-0.09197207678883079,0.9650959860383944,1.0361663652802893,0.9650959860383944,0.034904013961605584,0.9809322033898306,0.0
NHANES,model_a_screening,LightGBM,adaptive_calibration,isotonic,0.9,adaptive_transport_conformal,1146,0.8080279232111692,-0.09197207678883079,0.9650959860383944,1.0361663652802893,0.9650959860383944,0.034904013961605584,0.9809322033898306,0.0
NHANES,model_a_screening,LightGBM,adaptive_calibration,isotonic,0.95,split_conformal_source_calibration,1146,0.9450261780104712,-0.004973821989528782,1.3595113438045374,0.7355584082156612,0.6404886561954625,0.0,1.0,0.6881188118811881
NHANES,model_a_screening,LightGBM,adaptive_calibration,isotonic,0.95,adaptive_transport_conformal,1146,0.9450261780104712,-0.004973821989528782,1.3595113438045374,0.7355584082156612,0.6404886561954625,0.0,1.0,0.6881188118811881
Pima,model_a_screening,LightGBM,naive_transfer,uncalibrated,0.8,split_conformal_source_calibration,384,0.4140625,-0.38593750000000004,0.5364583333333334,1.8640776699029125,0.5364583333333334,0.4635416666666667,0.592,0.08208955223880597
Pima,model_a_screening,LightGBM,naive_transfer,uncalibrated,0.8,adaptive_transport_conformal,384,0.4166666666666667,-0.38333333333333336,0.5416666666666666,1.8461538461538463,0.5416666666666666,0.4583333333333333,0.592,0.08955223880597014
Pima,model_a_screening,LightGBM,naive_transfer,uncalibrated,0.9,split_conformal_source_calibration,384,0.5677083333333334,-0.33229166666666665,0.8333333333333334,1.2,0.8333333333333334,0.16666666666666666,0.728,0.26865671641791045
Pima,model_a_screening,LightGBM,naive_transfer,uncalibrated,0.9,adaptive_transport_conformal,384,0.6041666666666666,-0.2958333333333334,0.9010416666666666,1.1098265895953758,0.9010416666666666,0.09895833333333333,0.744,0.34328358208955223
Pima,model_a_screening,LightGBM,naive_transfer,uncalibrated,0.95,split_conformal_source_calibration,384,0.859375,-0.09062499999999996,1.4348958333333333,0.6969147005444647,0.5651041666666666,0.0,0.94,0.7089552238805971
Pima,model_a_screening,LightGBM,naive_transfer,uncalibrated,0.95,adaptive_transport_conformal,384,0.859375,-0.09062499999999996,1.4348958333333333,0.6969147005444647,0.5651041666666666,0.0,0.94,0.7089552238805971
Pima,model_a_screening,LightGBM,fixed_recalibration,beta,0.8,split_conformal_source_calibration,384,0.13541666666666666,-0.6645833333333334,0.16666666666666666,6.0,0.16666666666666666,0.8333333333333334,0.208,0.0
Pima,model_a_screening,LightGBM,fixed_recalibration,beta,0.8,adaptive_transport_conformal,384,0.17447916666666666,-0.6255208333333334,0.2109375,4.7407407407407405,0.2109375,0.7890625,0.268,0.0
Pima,model_a_screening,LightGBM,fixed_recalibration,beta,0.9,split_conformal_source_calibration,384,0.5078125,-0.3921875,0.7057291666666666,1.4169741697416975,0.7057291666666666,0.2942708333333333,0.728,0.09701492537313433
Pima,model_a_screening,LightGBM,fixed_recalibration,beta,0.9,adaptive_transport_conformal,384,0.5598958333333334,-0.34010416666666665,0.8177083333333334,1.2229299363057324,0.8177083333333334,0.18229166666666666,0.784,0.1417910447761194
Pima,model_a_screening,LightGBM,fixed_recalibration,beta,0.95,split_conformal_source_calibration,384,0.953125,0.0031250000000000444,1.7135416666666667,0.5835866261398176,0.2864583333333333,0.0,1.0,0.8656716417910447
Pima,model_a_screening,LightGBM,fixed_recalibration,beta,0.95,adaptive_transport_conformal,384,0.953125,0.0031250000000000444,1.7109375,0.5844748858447488,0.2890625,0.0,1.0,0.8656716417910447
Pima,model_a_screening,LightGBM,adaptive_calibration,isotonic,0.8,split_conformal_source_calibration,384,0.09375,-0.70625,0.1171875,8.533333333333333,0.1171875,0.8828125,0.116,0.05223880597014925
Pima,model_a_screening,LightGBM,adaptive_calibration,isotonic,0.8,adaptive_transport_conformal,384,0.16927083333333334,-0.6307291666666667,0.2109375,4.7407407407407405,0.2109375,0.7890625,0.232,0.05223880597014925
Pima,model_a_screening,LightGBM,adaptive_calibration,isotonic,0.9,split_conformal_source_calibration,384,0.5052083333333334,-0.39479166666666665,0.71875,1.391304347826087,0.71875,0.28125,0.736,0.07462686567164178
Pima,model_a_screening,LightGBM,adaptive_calibration,isotonic,0.9,adaptive_transport_conformal,384,0.5364583333333334,-0.36354166666666665,0.7630208333333334,1.310580204778157,0.7630208333333334,0.23697916666666666,0.784,0.07462686567164178
Pima,model_a_screening,LightGBM,adaptive_calibration,isotonic,0.95,split_conformal_source_calibration,384,0.9114583333333334,-0.038541666666666585,1.5338541666666667,0.6519524617996604,0.4661458333333333,0.0,0.984,0.7761194029850746
Pima,model_a_screening,LightGBM,adaptive_calibration,isotonic,0.95,adaptive_transport_conformal,384,0.9583333333333334,0.008333333333333415,1.7760416666666667,0.563049853372434,0.22395833333333334,0.0,0.984,0.9104477611940298
NHANES,model_a_screening,CatBoost,naive_transfer,uncalibrated,0.8,split_conformal_source_calibration,1146,0.5715532286212914,-0.2284467713787086,0.6256544502617801,1.5983263598326358,0.6256544502617801,0.3743455497382199,0.6938559322033898,0.0
NHANES,model_a_screening,CatBoost,naive_transfer,uncalibrated,0.8,adaptive_transport_conformal,1146,0.5977312390924956,-0.20226876090750445,0.6605584642233857,1.5138705416116247,0.6605584642233857,0.3394415357766143,0.725635593220339,0.0
NHANES,model_a_screening,CatBoost,naive_transfer,uncalibrated,0.9,split_conformal_source_calibration,1146,0.7905759162303665,-0.10942408376963353,0.9345549738219895,1.0700280112044818,0.9345549738219895,0.06544502617801047,0.9491525423728814,0.04950495049504951
NHANES,model_a_screening,CatBoost,naive_transfer,uncalibrated,0.9,adaptive_transport_conformal,1146,0.8097731239092496,-0.09022687609075042,0.9659685863874345,1.0352303523035231,0.9659685863874345,0.034031413612565446,0.9713983050847458,0.054455445544554455
NHANES,model_a_screening,CatBoost,naive_transfer,uncalibrated,0.95,split_conformal_source_calibration,1146,0.9258289703315882,-0.02417102966841178,1.301047120418848,0.7686116700201208,0.6989528795811518,0.0,0.9978813559322034,0.5891089108910891
NHANES,model_a_screening,CatBoost,naive_transfer,uncalibrated,0.95,adaptive_transport_conformal,1146,0.9284467713787086,-0.021553228621291387,1.3097731239092496,0.7634910059960026,0.6902268760907504,0.0,0.9989406779661016,0.599009900990099
NHANES,model_a_screening,CatBoost,fixed_recalibration,beta,0.8,split_conformal_source_calibration,1146,0.5174520069808028,-0.2825479930191972,0.5567190226876091,1.7962382445141065,0.5567190226876091,0.4432809773123909,0.628177966101695,0.0
NHANES,model_a_screening,CatBoost,fixed_recalibration,beta,0.8,adaptive_transport_conformal,1146,0.5401396160558464,-0.2598603839441537,0.5855148342059336,1.707898658718331,0.5855148342059336,0.4144851657940663,0.6557203389830508,0.0
NHANES,model_a_screening,CatBoost,fixed_recalibration,beta,0.9,split_conformal_source_calibration,1146,0.7966841186736475,-0.1033158813263525,0.944153577661431,1.0591497227356748,0.944153577661431,0.055846422338568937,0.9671610169491526,0.0
NHANES,model_a_screening,CatBoost,fixed_recalibration,beta,0.9,adaptive_transport_conformal,1146,0.8176265270506108,-0.08237347294938924,0.9808027923211169,1.019572953736655,0.9808027923211169,0.019197207678883072,0.9925847457627118,0.0
NHANES,model_a_screening,CatBoost,fixed_recalibration,beta,0.95,split_conformal_source_calibration,1146,0.9458987783595113,-0.00410122164048865,1.369109947643979,0.7304015296367113,0.6308900523560209,0.0,1.0,0.693069306930693
NHANES,model_a_screening,CatBoost,fixed_recalibration,beta,0.95,adaptive_transport_conformal,1146,0.9458987783595113,-0.00410122164048865,1.3769633507853403,0.7262357414448669,0.6230366492146597,0.0,1.0,0.693069306930693
NHANES,model_a_screening,CatBoost,adaptive_calibration,isotonic,0.8,split_conformal_source_calibration,1146,0.6308900523560209,-0.16910994764397913,0.7050610820244329,1.4183168316831682,0.7050610820244329,0.2949389179755672,0.7658898305084746,0.0
NHANES,model_a_screening,CatBoost,adaptive_calibration,isotonic,0.8,adaptive_transport_conformal,1146,0.6308900523560209,-0.16910994764397913,0.7050610820244329,1.4183168316831682,0.7050610820244329,0.2949389179755672,0.7658898305084746,0.0
NHANES,model_a_screening,CatBoost,adaptive_calibration,isotonic,0.9,split_conformal_source_calibration,1146,0.7801047120418848,-0.11989528795811522,0.9197207678883071,1.0872865275142316,0.9197207678883071,0.08027923211169284,0.9470338983050848,0.0
NHANES,model_a_screening,CatBoost,adaptive_calibration,isotonic,0.9,adaptive_transport_conformal,1146,0.8071553228621291,-0.09284467713787092,0.962478184991274,1.0389845874886672,0.962478184991274,0.037521815008726006,0.9798728813559322,0.0
NHANES,model_a_screening,CatBoost,adaptive_calibration,isotonic,0.95,split_conformal_source_calibration,1146,0.9258289703315882,-0.02417102966841178,1.2949389179755673,0.7722371967654986,0.7050610820244329,0.0,1.0,0.5792079207920792
NHANES,model_a_screening,CatBoost,adaptive_calibration,isotonic,0.95,adaptive_transport_conformal,1146,0.9258289703315882,-0.02417102966841178,1.2949389179755673,0.7722371967654986,0.7050610820244329,0.0,1.0,0.5792079207920792
Pima,model_a_screening,CatBoost,naive_transfer,uncalibrated,0.8,split_conformal_source_calibration,384,0.5859375,-0.21406250000000004,0.8854166666666666,1.1294117647058823,0.8854166666666666,0.11458333333333333,0.9,0.0
Pima,model_a_screening,CatBoost,naive_transfer,uncalibrated,0.8,adaptive_transport_conformal,384,0.5885416666666666,-0.21145833333333341,0.890625,1.1228070175438596,0.890625,0.109375,0.904,0.0
Pima,model_a_screening,CatBoost,naive_transfer,uncalibrated,0.9,split_conformal_source_calibration,384,0.6458333333333334,-0.25416666666666665,0.9869791666666666,1.0131926121372032,0.9869791666666666,0.013020833333333334,0.992,0.0
Pima,model_a_screening,CatBoost,naive_transfer,uncalibrated,0.9,adaptive_transport_conformal,384,0.6458333333333334,-0.25416666666666665,0.9869791666666666,1.0131926121372032,0.9869791666666666,0.013020833333333334,0.992,0.0
Pima,model_a_screening,CatBoost,naive_transfer,uncalibrated,0.95,split_conformal_source_calibration,384,0.6901041666666666,-0.2598958333333333,1.0885416666666667,0.9186602870813396,0.9114583333333334,0.0,1.0,0.11194029850746269
Pima,model_a_screening,CatBoost,naive_transfer,uncalibrated,0.95,adaptive_transport_conformal,384,0.6953125,-0.25468749999999996,1.1041666666666667,0.9056603773584905,0.8958333333333334,0.0,1.0,0.12686567164179105
Pima,model_a_screening,CatBoost,fixed_recalibration,beta,0.8,split_conformal_source_calibration,384,0.20572916666666666,-0.5942708333333334,0.21354166666666666,4.682926829268293,0.21354166666666666,0.7864583333333334,0.316,0.0
Pima,model_a_screening,CatBoost,fixed_recalibration,beta,0.8,adaptive_transport_conformal,384,0.2265625,-0.5734375,0.23697916666666666,4.21978021978022,0.23697916666666666,0.7630208333333334,0.348,0.0
Pima,model_a_screening,CatBoost,fixed_recalibration,beta,0.9,split_conformal_source_calibration,384,0.4973958333333333,-0.4026041666666667,0.6927083333333334,1.443609022556391,0.6927083333333334,0.3072916666666667,0.724,0.07462686567164178
Pima,model_a_screening,CatBoost,fixed_recalibration,beta,0.9,adaptive_transport_conformal,384,0.5625,-0.3375,0.8411458333333334,1.1888544891640866,0.8411458333333334,0.15885416666666666,0.78,0.15671641791044777
Pima,model_a_screening,CatBoost,fixed_recalibration,beta,0.95,split_conformal_source_calibration,384,0.9713541666666666,0.021354166666666674,1.6979166666666667,0.5889570552147239,0.3020833333333333,0.0,1.0,0.917910447761194
Pima,model_a_screening,CatBoost,fixed_recalibration,beta,0.95,adaptive_transport_conformal,384,0.9713541666666666,0.021354166666666674,1.6953125,0.5898617511520737,0.3046875,0.0,1.0,0.917910447761194
Pima,model_a_screening,CatBoost,adaptive_calibration,isotonic,0.8,split_conformal_source_calibration,384,0.2578125,-0.5421875,0.2864583333333333,3.490909090909091,0.2864583333333333,0.7135416666666666,0.376,0.03731343283582089
Pima,model_a_screening,CatBoost,adaptive_calibration,isotonic,0.8,adaptive_transport_conformal,384,0.2578125,-0.5421875,0.2864583333333333,3.490909090909091,0.2864583333333333,0.7135416666666666,0.376,0.03731343283582089
Pima,model_a_screening,CatBoost,adaptive_calibration,isotonic,0.9,split_conformal_source_calibration,384,0.3411458333333333,-0.5588541666666667,0.4270833333333333,2.3414634146341466,0.4270833333333333,0.5729166666666666,0.484,0.07462686567164178
Pima,model_a_screening,CatBoost,adaptive_calibration,isotonic,0.9,adaptive_transport_conformal,384,0.5729166666666666,-0.3270833333333334,0.8515625,1.1743119266055047,0.8515625,0.1484375,0.84,0.07462686567164178
Pima,model_a_screening,CatBoost,adaptive_calibration,isotonic,0.95,split_conformal_source_calibration,384,0.9713541666666666,0.021354166666666674,1.7135416666666667,0.5835866261398176,0.2864583333333333,0.0,0.98,0.9552238805970149
Pima,model_a_screening,CatBoost,adaptive_calibration,isotonic,0.95,adaptive_transport_conformal,384,0.9713541666666666,0.021354166666666674,1.7135416666666667,0.5835866261398176,0.2864583333333333,0.0,0.98,0.9552238805970149
NHANES,model_b_routine_clinical,Logistic Regression,naive_transfer,uncalibrated,0.8,split_conformal_source_calibration,1146,0.8036649214659686,0.003664921465968529,0.8595113438045375,1.163451776649746,0.8595113438045375,0.14048865619546247,0.8220338983050848,0.7178217821782178
NHANES,model_b_routine_clinical,Logistic Regression,naive_transfer,uncalibrated,0.8,adaptive_transport_conformal,1146,0.8045375218150087,0.0045375218150086605,0.8612565445026178,1.1610942249240122,0.8612565445026178,0.1387434554973822,0.823093220338983,0.7178217821782178
NHANES,model_b_routine_clinical,Logistic Regression,naive_transfer,uncalibrated,0.9,split_conformal_source_calibration,1146,0.9066317626527051,0.006631762652705042,1.0261780104712042,0.9744897959183674,0.9738219895287958,0.0,0.9184322033898306,0.8514851485148515
NHANES,model_b_routine_clinical,Logistic Regression,naive_transfer,uncalibrated,0.9,adaptive_transport_conformal,1146,0.9066317626527051,0.006631762652705042,1.0261780104712042,0.9744897959183674,0.9738219895287958,0.0,0.9184322033898306,0.8514851485148515
NHANES,model_b_routine_clinical,Logistic Regression,naive_transfer,uncalibrated,0.95,split_conformal_source_calibration,1146,0.9458987783595113,-0.00410122164048865,1.1588132635253054,0.8629518072289156,0.8411867364746946,0.0,0.9491525423728814,0.9306930693069307
NHANES,model_b_routine_clinical,Logistic Regression,naive_transfer,uncalibrated,0.95,adaptive_transport_conformal,1146,0.9458987783595113,-0.00410122164048865,1.1588132635253054,0.8629518072289156,0.8411867364746946,0.0,0.9491525423728814,0.9306930693069307
NHANES,model_b_routine_clinical,Logistic Regression,fixed_recalibration,uncalibrated,0.8,split_conformal_source_calibration,1146,0.8036649214659686,0.003664921465968529,0.8595113438045375,1.163451776649746,0.8595113438045375,0.14048865619546247,0.8220338983050848,0.7178217821782178
NHANES,model_b_routine_clinical,Logistic Regression,fixed_recalibration,uncalibrated,0.8,adaptive_transport_conformal,1146,0.8045375218150087,0.0045375218150086605,0.8612565445026178,1.1610942249240122,0.8612565445026178,0.1387434554973822,0.823093220338983,0.7178217821782178
NHANES,model_b_routine_clinical,Logistic Regression,fixed_recalibration,uncalibrated,0.9,split_conformal_source_calibration,1146,0.9066317626527051,0.006631762652705042,1.0261780104712042,0.9744897959183674,0.9738219895287958,0.0,0.9184322033898306,0.8514851485148515
NHANES,model_b_routine_clinical,Logistic Regression,fixed_recalibration,uncalibrated,0.9,adaptive_transport_conformal,1146,0.9066317626527051,0.006631762652705042,1.0261780104712042,0.9744897959183674,0.9738219895287958,0.0,0.9184322033898306,0.8514851485148515
NHANES,model_b_routine_clinical,Logistic Regression,fixed_recalibration,uncalibrated,0.95,split_conformal_source_calibration,1146,0.9458987783595113,-0.00410122164048865,1.1588132635253054,0.8629518072289156,0.8411867364746946,0.0,0.9491525423728814,0.9306930693069307
NHANES,model_b_routine_clinical,Logistic Regression,fixed_recalibration,uncalibrated,0.95,adaptive_transport_conformal,1146,0.9458987783595113,-0.00410122164048865,1.1588132635253054,0.8629518072289156,0.8411867364746946,0.0,0.9491525423728814,0.9306930693069307
NHANES,model_b_routine_clinical,Logistic Regression,adaptive_calibration,isotonic,0.8,split_conformal_source_calibration,1146,0.8315881326352531,0.03158813263525306,0.8734729493891797,1.144855144855145,0.8734729493891797,0.12652705061082026,0.9014830508474576,0.504950495049505
NHANES,model_b_routine_clinical,Logistic Regression,adaptive_calibration,isotonic,0.8,adaptive_transport_conformal,1146,0.8315881326352531,0.03158813263525306,0.8734729493891797,1.144855144855145,0.8734729493891797,0.12652705061082026,0.9014830508474576,0.504950495049505
NHANES,model_b_routine_clinical,Logistic Regression,adaptive_calibration,isotonic,0.9,split_conformal_source_calibration,1146,0.9109947643979057,0.010994764397905699,1.0026178010471205,0.9973890339425586,0.9973821989528796,0.0,0.9682203389830508,0.6435643564356436
NHANES,model_b_routine_clinical,Logistic Regression,adaptive_calibration,isotonic,0.9,adaptive_transport_conformal,1146,0.9109947643979057,0.010994764397905699,1.0026178010471205,0.9973890339425586,0.9973821989528796,0.0,0.9682203389830508,0.6435643564356436
NHANES,model_b_routine_clinical,Logistic Regression,adaptive_calibration,isotonic,0.95,split_conformal_source_calibration,1146,0.9581151832460733,0.008115183246073299,1.1265270506108203,0.8876839659178931,0.8734729493891797,0.0,0.9830508474576272,0.8415841584158416
NHANES,model_b_routine_clinical,Logistic Regression,adaptive_calibration,isotonic,0.95,adaptive_transport_conformal,1146,0.9581151832460733,0.008115183246073299,1.1265270506108203,0.8876839659178931,0.8734729493891797,0.0,0.9830508474576272,0.8415841584158416
Pima,model_b_routine_clinical,Logistic Regression,naive_transfer,uncalibrated,0.8,split_conformal_source_calibration,384,0.5755208333333334,-0.22447916666666667,0.7317708333333334,1.3665480427046264,0.7317708333333334,0.2682291666666667,0.768,0.21641791044776118
Pima,model_b_routine_clinical,Logistic Regression,naive_transfer,uncalibrated,0.8,adaptive_transport_conformal,384,0.5833333333333334,-0.21666666666666667,0.7395833333333334,1.352112676056338,0.7395833333333334,0.2604166666666667,0.776,0.22388059701492538
Pima,model_b_routine_clinical,Logistic Regression,naive_transfer,uncalibrated,0.9,split_conformal_source_calibration,384,0.7447916666666666,-0.1552083333333334,1.0442708333333333,0.9576059850374066,0.9557291666666666,0.0,0.884,0.48507462686567165
Pima,model_b_routine_clinical,Logistic Regression,naive_transfer,uncalibrated,0.9,adaptive_transport_conformal,384,0.7473958333333334,-0.15260416666666665,1.0520833333333333,0.9504950495049506,0.9479166666666666,0.0,0.888,0.48507462686567165
Pima,model_b_routine_clinical,Logistic Regression,naive_transfer,uncalibrated,0.95,split_conformal_source_calibration,384,0.8671875,-0.08281249999999996,1.3072916666666667,0.7649402390438247,0.6927083333333334,0.0,0.964,0.6865671641791045
Pima,model_b_routine_clinical,Logistic Regression,naive_transfer,uncalibrated,0.95,adaptive_transport_conformal,384,0.8723958333333334,-0.07760416666666659,1.3151041666666667,0.7603960396039604,0.6848958333333334,0.0,0.968,0.6940298507462687
Pima,model_b_routine_clinical,Logistic Regression,fixed_recalibration,uncalibrated,0.8,split_conformal_source_calibration,384,0.5755208333333334,-0.22447916666666667,0.7317708333333334,1.3665480427046264,0.7317708333333334,0.2682291666666667,0.768,0.21641791044776118
Pima,model_b_routine_clinical,Logistic Regression,fixed_recalibration,uncalibrated,0.8,adaptive_transport_conformal,384,0.5833333333333334,-0.21666666666666667,0.7395833333333334,1.352112676056338,0.7395833333333334,0.2604166666666667,0.776,0.22388059701492538
Pima,model_b_routine_clinical,Logistic Regression,fixed_recalibration,uncalibrated,0.9,split_conformal_source_calibration,384,0.7447916666666666,-0.1552083333333334,1.0442708333333333,0.9576059850374066,0.9557291666666666,0.0,0.884,0.48507462686567165
Pima,model_b_routine_clinical,Logistic Regression,fixed_recalibration,uncalibrated,0.9,adaptive_transport_conformal,384,0.7473958333333334,-0.15260416666666665,1.0520833333333333,0.9504950495049506,0.9479166666666666,0.0,0.888,0.48507462686567165
Pima,model_b_routine_clinical,Logistic Regression,fixed_recalibration,uncalibrated,0.95,split_conformal_source_calibration,384,0.8671875,-0.08281249999999996,1.3072916666666667,0.7649402390438247,0.6927083333333334,0.0,0.964,0.6865671641791045
Pima,model_b_routine_clinical,Logistic Regression,fixed_recalibration,uncalibrated,0.95,adaptive_transport_conformal,384,0.8723958333333334,-0.07760416666666659,1.3151041666666667,0.7603960396039604,0.6848958333333334,0.0,0.968,0.6940298507462687
Pima,model_b_routine_clinical,Logistic Regression,adaptive_calibration,isotonic,0.8,split_conformal_source_calibration,384,0.4921875,-0.30781250000000004,0.5833333333333334,1.7142857142857142,0.5833333333333334,0.4166666666666667,0.688,0.12686567164179105
Pima,model_b_routine_clinical,Logistic Regression,adaptive_calibration,isotonic,0.8,adaptive_transport_conformal,384,0.4921875,-0.30781250000000004,0.5833333333333334,1.7142857142857142,0.5833333333333334,0.4166666666666667,0.688,0.12686567164179105
Pima,model_b_routine_clinical,Logistic Regression,adaptive_calibration,isotonic,0.9,split_conformal_source_calibration,384,0.7395833333333334,-0.16041666666666665,1.0,1.0,1.0,0.0,0.828,0.5746268656716418
Pima,model_b_routine_clinical,Logistic Regression,adaptive_calibration,isotonic,0.9,adaptive_transport_conformal,384,0.7395833333333334,-0.16041666666666665,1.0,1.0,1.0,0.0,0.828,0.5746268656716418
Pima,model_b_routine_clinical,Logistic Regression,adaptive_calibration,isotonic,0.95,split_conformal_source_calibration,384,0.9244791666666666,-0.025520833333333326,1.4479166666666667,0.6906474820143884,0.5520833333333334,0.0,0.984,0.8134328358208955
Pima,model_b_routine_clinical,Logistic Regression,adaptive_calibration,isotonic,0.95,adaptive_transport_conformal,384,0.9244791666666666,-0.025520833333333326,1.4479166666666667,0.6906474820143884,0.5520833333333334,0.0,0.984,0.8134328358208955
NHANES,model_b_routine_clinical,Random Forest,naive_transfer,uncalibrated,0.8,split_conformal_source_calibration,1146,0.8237347294938918,0.02373472949389177,0.8909249563699826,1.1224289911851126,0.8909249563699826,0.10907504363001745,0.8665254237288136,0.6237623762376238
NHANES,model_b_routine_clinical,Random Forest,naive_transfer,uncalibrated,0.8,adaptive_transport_conformal,1146,0.8228621291448517,0.02286212914485164,0.8891797556719022,1.1246319921491659,0.8891797556719022,0.11082024432809773,0.8665254237288136,0.6188118811881188
NHANES,model_b_routine_clinical,Random Forest,naive_transfer,uncalibrated,0.9,split_conformal_source_calibration,1146,0.8673647469458988,-0.0326352530541012,0.993891797556719,1.006145741878841,0.993891797556719,0.006108202443280977,0.8877118644067796,0.7722772277227723
NHANES,model_b_routine_clinical,Random Forest,naive_transfer,uncalibrated,0.9,adaptive_transport_conformal,1146,0.8699825479930192,-0.030017452006980805,0.9991273996509599,1.000873362445415,0.9991273996509599,0.0008726003490401396,0.8898305084745762,0.7772277227722773
NHANES,model_b_routine_clinical,Random Forest,naive_transfer,uncalibrated,0.95,split_conformal_source_calibration,1146,0.8996509598603839,-0.05034904013961605,1.050610820244328,0.951827242524917,0.9493891797556719,0.0,0.913135593220339,0.8366336633663366
NHANES,model_b_routine_clinical,Random Forest,naive_transfer,uncalibrated,0.95,adaptive_transport_conformal,1146,0.9040139616055847,-0.045986038394415285,1.0558464223385688,0.947107438016529,0.944153577661431,0.0,0.9184322033898306,0.8366336633663366
NHANES,model_b_routine_clinical,Random Forest,fixed_recalibration,uncalibrated,0.8,split_conformal_source_calibration,1146,0.8237347294938918,0.02373472949389177,0.8909249563699826,1.1224289911851126,0.8909249563699826,0.10907504363001745,0.8665254237288136,0.6237623762376238
NHANES,model_b_routine_clinical,Random Forest,fixed_recalibration,uncalibrated,0.8,adaptive_transport_conformal,1146,0.8228621291448517,0.02286212914485164,0.8891797556719022,1.1246319921491659,0.8891797556719022,0.11082024432809773,0.8665254237288136,0.6188118811881188
NHANES,model_b_routine_clinical,Random Forest,fixed_recalibration,uncalibrated,0.9,split_conformal_source_calibration,1146,0.8673647469458988,-0.0326352530541012,0.993891797556719,1.006145741878841,0.993891797556719,0.006108202443280977,0.8877118644067796,0.7722772277227723
NHANES,model_b_routine_clinical,Random Forest,fixed_recalibration,uncalibrated,0.9,adaptive_transport_conformal,1146,0.8699825479930192,-0.030017452006980805,0.9991273996509599,1.000873362445415,0.9991273996509599,0.0008726003490401396,0.8898305084745762,0.7772277227722773
NHANES,model_b_routine_clinical,Random Forest,fixed_recalibration,uncalibrated,0.95,split_conformal_source_calibration,1146,0.8996509598603839,-0.05034904013961605,1.050610820244328,0.951827242524917,0.9493891797556719,0.0,0.913135593220339,0.8366336633663366
NHANES,model_b_routine_clinical,Random Forest,fixed_recalibration,uncalibrated,0.95,adaptive_transport_conformal,1146,0.9040139616055847,-0.045986038394415285,1.0558464223385688,0.947107438016529,0.944153577661431,0.0,0.9184322033898306,0.8366336633663366
NHANES,model_b_routine_clinical,Random Forest,adaptive_calibration,isotonic,0.8,split_conformal_source_calibration,1146,0.8289703315881326,0.02897033158813256,0.8821989528795812,1.1335311572700297,0.8821989528795812,0.11780104712041885,0.8972457627118644,0.5099009900990099
NHANES,model_b_routine_clinical,Random Forest,adaptive_calibration,isotonic,0.8,adaptive_transport_conformal,1146,0.8289703315881326,0.02897033158813256,0.8821989528795812,1.1335311572700297,0.8821989528795812,0.11780104712041885,0.8972457627118644,0.5099009900990099
NHANES,model_b_routine_clinical,Random Forest,adaptive_calibration,isotonic,0.9,split_conformal_source_calibration,1146,0.9048865619546248,0.00488656195462478,0.9991273996509599,1.000873362445415,0.9991273996509599,0.0008726003490401396,0.9830508474576272,0.5396039603960396
NHANES,model_b_routine_clinical,Random Forest,adaptive_calibration,isotonic,0.9,adaptive_transport_conformal,1146,0.9048865619546248,0.00488656195462478,0.9991273996509599,1.000873362445415,0.9991273996509599,0.0008726003490401396,0.9830508474576272,0.5396039603960396
NHANES,model_b_routine_clinical,Random Forest,adaptive_calibration,isotonic,0.95,split_conformal_source_calibration,1146,0.9057591623036649,-0.04424083769633502,1.0026178010471205,0.9973890339425586,0.9973821989528796,0.0,0.9830508474576272,0.5445544554455446
NHANES,model_b_routine_clinical,Random Forest,adaptive_calibration,isotonic,0.95,adaptive_transport_conformal,1146,0.9057591623036649,-0.04424083769633502,1.0026178010471205,0.9973890339425586,0.9973821989528796,0.0,0.9830508474576272,0.5445544554455446
Pima,model_b_routine_clinical,Random Forest,naive_transfer,uncalibrated,0.8,split_conformal_source_calibration,384,0.515625,-0.28437500000000004,0.6328125,1.5802469135802468,0.6328125,0.3671875,0.76,0.05970149253731343
