target_dataset,feature_set,model,scenario,calibration_method,confidence_level,conformal_method,n,marginal_coverage,coverage_gap,average_prediction_set_size,prediction_set_efficiency,singleton_prediction_rate,empty_set_rate,class_0_conditional_coverage,class_1_conditional_coverage
Pima,model_a_screening,XGBoost,adaptive_calibration,isotonic,0.9,split_conformal_source_calibration,384,0.421875,-0.478125,0.5520833333333334,1.811320754716981,0.5520833333333334,0.4479166666666667,0.604,0.08208955223880597
Pima,model_a_screening,XGBoost,adaptive_calibration,isotonic,0.9,adaptive_transport_conformal,384,0.5677083333333334,-0.33229166666666665,0.8515625,1.1743119266055047,0.8515625,0.1484375,0.828,0.08208955223880597
Pima,model_a_screening,XGBoost,adaptive_calibration,isotonic,0.95,split_conformal_source_calibration,384,0.9557291666666666,0.005729166666666674,1.6692708333333333,0.5990639625585024,0.3307291666666667,0.0,0.988,0.8955223880597015
Pima,model_a_screening,XGBoost,adaptive_calibration,isotonic,0.95,adaptive_transport_conformal,384,0.9557291666666666,0.005729166666666674,1.6692708333333333,0.5990639625585024,0.3307291666666667,0.0,0.988,0.8955223880597015
NHANES,model_a_screening,LightGBM,naive_transfer,uncalibrated,0.8,split_conformal_source_calibration,1146,0.29232111692844676,-0.5076788830715533,0.39092495636998253,2.5580357142857144,0.39092495636998253,0.6090750436300174,0.274364406779661,0.37623762376237624
NHANES,model_a_screening,LightGBM,naive_transfer,uncalibrated,0.8,adaptive_transport_conformal,1146,0.3403141361256545,-0.45968586387434557,0.493891797556719,2.0247349823321557,0.493891797556719,0.506108202443281,0.3008474576271186,0.5247524752475248
NHANES,model_a_screening,LightGBM,naive_transfer,uncalibrated,0.9,split_conformal_source_calibration,1146,0.4965095986038394,-0.4034904013961606,0.8315881326352531,1.2025183630640084,0.8315881326352531,0.16841186736474695,0.4375,0.7722772277227723
NHANES,model_a_screening,LightGBM,naive_transfer,uncalibrated,0.9,adaptive_transport_conformal,1146,0.6239092495636999,-0.27609075043630016,1.0802792321116927,0.9256865912762521,0.9197207678883071,0.0,0.565677966101695,0.8960396039603961
NHANES,model_a_screening,LightGBM,naive_transfer,uncalibrated,0.95,split_conformal_source_calibration,1146,0.8455497382198953,-0.10445026178010464,1.5034904013961605,0.665118978525827,0.4965095986038394,0.0,0.8167372881355932,0.9801980198019802
NHANES,model_a_screening,LightGBM,naive_transfer,uncalibrated,0.95,adaptive_transport_conformal,1146,0.8726003490401396,-0.07739965095986034,1.556719022687609,0.6423766816143498,0.4432809773123909,0.0,0.8485169491525424,0.9851485148514851
NHANES,model_a_screening,LightGBM,fixed_recalibration,beta,0.8,split_conformal_source_calibration,1146,0.49912739965095987,-0.3008726003490402,0.5401396160558464,1.8513731825525042,0.5401396160558464,0.4598603839441536,0.6059322033898306,0.0
NHANES,model_a_screening,LightGBM,fixed_recalibration,beta,0.8,adaptive_transport_conformal,1146,0.537521815008726,-0.26247818499127407,0.5802792321116929,1.7233082706766918,0.5802792321116929,0.41972076788830714,0.652542372881356,0.0
NHANES,model_a_screening,LightGBM,fixed_recalibration,beta,0.9,split_conformal_source_calibration,1146,0.7993019197207679,-0.1006980802792321,0.9467713787085514,1.056221198156682,0.9467713787085514,0.053228621291448515,0.9703389830508474,0.0
