target_dataset,feature_set,model,scenario,calibration_method,conformal_method,subgroup,level,n,roc_auc,ece,coverage,prediction_set_size,sensitivity,specificity,false_positive_rate,false_negative_rate
NHANES,model_a_screening,LightGBM,adaptive_calibration,isotonic,adaptive_transport_conformal,sex,Male,556,0.7972255467304972,0.025698134634100884,0.8039568345323741,0.9658273381294964,0.10891089108910891,0.9824175824175824,0.017582417582417582,0.8910891089108911
NHANES,model_a_screening,LightGBM,adaptive_calibration,isotonic,adaptive_transport_conformal,race,Mexican American,161,0.762293388429752,0.08265907228855016,0.7453416149068323,0.9875776397515528,0.025,0.9917355371900827,0.008264462809917356,0.975
NHANES,model_a_screening,LightGBM,adaptive_calibration,isotonic,adaptive_transport_conformal,race,Non-Hispanic Asian,147,0.8233401084010841,0.042697202252906935,0.8367346938775511,1.0,0.0,1.0,0.0,1.0
NHANES,model_a_screening,LightGBM,adaptive_calibration,isotonic,adaptive_transport_conformal,race,Non-Hispanic Black,281,0.7166049953746532,0.063226635402845,0.8113879003558719,0.9537366548042705,0.13043478260869565,0.9702127659574468,0.029787234042553193,0.8695652173913043
NHANES,model_a_screening,LightGBM,adaptive_calibration,isotonic,adaptive_transport_conformal,race,Non-Hispanic White,402,0.8042227801871719,0.032516772161752465,0.818407960199005,0.9502487562189055,0.18461538461538463,0.9762611275964391,0.02373887240356083,0.8153846153846154
NHANES,model_a_screening,LightGBM,adaptive_calibration,isotonic,adaptive_transport_conformal,race,Other Hispanic,94,0.7877637130801688,0.051543516040491046,0.8191489361702128,0.9680851063829787,0.06666666666666667,0.9746835443037974,0.02531645569620253,0.9333333333333333
NHANES,model_a_screening,LightGBM,adaptive_calibration,isotonic,adaptive_transport_conformal,race,Other/Multi-racial,61,0.8741496598639457,0.09021694521670842,0.8032786885245902,0.9672131147540983,0.16666666666666666,1.0,0.0,0.8333333333333334
NHANES,model_a_screening,LightGBM,adaptive_calibration,isotonic,adaptive_transport_conformal,socioeconomic_status,High,309,0.7608494208494209,0.02601533526732015,0.8317152103559871,0.9805825242718447,0.08,0.9922779922779923,0.007722007722007722,0.92
NHANES,model_a_screening,LightGBM,adaptive_calibration,isotonic,adaptive_transport_conformal,socioeconomic_status,Low,259,0.7877989905639675,0.019233248725533128,0.8262548262548263,0.972972972972973,0.09523809523809523,0.9861751152073732,0.013824884792626729,0.9047619047619048
NHANES,model_a_screening,LightGBM,adaptive_calibration,isotonic,adaptive_transport_conformal,socioeconomic_status,Middle,428,0.7915768678160919,0.027603106725608822,0.7897196261682243,0.9509345794392523,0.1375,0.9712643678160919,0.028735632183908046,0.8625
NHANES,model_a_screening,LightGBM,adaptive_calibration,isotonic,adaptive_transport_conformal,socioeconomic_status,Unknown,150,0.71875,0.04482931976480871,0.78,0.96,0.1,0.975,0.025,0.9
Pima,model_a_screening,LightGBM,naive_transfer,uncalibrated,adaptive_transport_conformal,age_group,20-44,312,0.7055511238327623,0.12610900103403738,0.6442307692307693,0.907051282051282,0.2376237623762376,0.9004739336492891,0.0995260663507109,0.7623762376237624
Pima,model_a_screening,LightGBM,naive_transfer,uncalibrated,adaptive_transport_conformal,age_group,45-64,63,0.5267137096774194,0.2058935503663472,0.4603174603174603,0.873015873015873,0.8064516129032258,0.25,0.75,0.1935483870967742
Pima,model_a_screening,LightGBM,naive_transfer,uncalibrated,adaptive_transport_conformal,sex,Unknown,384,0.6817761194029851,0.14691690729557444,0.6041666666666666,0.9010416666666666,0.3805970149253731,0.792,0.208,0.6194029850746269
Pima,model_a_screening,LightGBM,naive_transfer,uncalibrated,adaptive_transport_conformal,race,Pima/Native American,384,0.6817761194029851,0.14691690729557444,0.6041666666666666,0.9010416666666666,0.3805970149253731,0.792,0.208,0.6194029850746269
Pima,model_a_screening,LightGBM,naive_transfer,uncalibrated,adaptive_transport_conformal,socioeconomic_status,Unknown,384,0.6817761194029851,0.14691690729557444,0.6041666666666666,0.9010416666666666,0.3805970149253731,0.792,0.208,0.6194029850746269
Pima,model_a_screening,LightGBM,fixed_recalibration,beta,adaptive_transport_conformal,age_group,20-44,312,0.7055511238327623,0.049811861244556034,0.6185897435897436,0.8589743589743589,0.13861386138613863,0.9383886255924171,0.061611374407582936,0.8613861386138614
Pima,model_a_screening,LightGBM,fixed_recalibration,beta,adaptive_transport_conformal,age_group,45-64,63,0.5267137096774194,0.08816713469045794,0.31746031746031744,0.6190476190476191,0.6451612903225806,0.375,0.625,0.3548387096774194
Pima,model_a_screening,LightGBM,fixed_recalibration,beta,adaptive_transport_conformal,sex,Unknown,384,0.6817761194029851,0.05987578993662999,0.5598958333333334,0.8177083333333334,0.26865671641791045,0.844,0.156,0.7313432835820896
Pima,model_a_screening,LightGBM,fixed_recalibration,beta,adaptive_transport_conformal,race,Pima/Native American,384,0.6817761194029851,0.05987578993662999,0.5598958333333334,0.8177083333333334,0.26865671641791045,0.844,0.156,0.7313432835820896
Pima,model_a_screening,LightGBM,fixed_recalibration,beta,adaptive_transport_conformal,socioeconomic_status,Unknown,384,0.6817761194029851,0.05987578993662999,0.5598958333333334,0.8177083333333334,0.26865671641791045,0.844,0.156,0.7313432835820896
Pima,model_a_screening,LightGBM,adaptive_calibration,isotonic,adaptive_transport_conformal,age_group,20-44,312,0.7005771667214115,0.05953018505193839,0.6089743589743589,0.8397435897435898,0.2871287128712871,0.8957345971563981,0.10426540284360189,0.7128712871287128
Pima,model_a_screening,LightGBM,adaptive_calibration,isotonic,adaptive_transport_conformal,age_group,45-64,63,0.548891129032258,0.06852064442367767,0.2222222222222222,0.38095238095238093,0.8709677419354839,0.21875,0.78125,0.12903225806451613
Pima,model_a_screening,LightGBM,adaptive_calibration,isotonic,adaptive_transport_conformal,sex,Unknown,384,0.6802835820895522,0.0639436638130512,0.5364583333333334,0.7630208333333334,0.43283582089552236,0.784,0.216,0.5671641791044776
Pima,model_a_screening,LightGBM,adaptive_calibration,isotonic,adaptive_transport_conformal,race,Pima/Native American,384,0.6802835820895522,0.0639436638130512,0.5364583333333334,0.7630208333333334,0.43283582089552236,0.784,0.216,0.5671641791044776
Pima,model_a_screening,LightGBM,adaptive_calibration,isotonic,adaptive_transport_conformal,socioeconomic_status,Unknown,384,0.6802835820895522,0.0639436638130512,0.5364583333333334,0.7630208333333334,0.43283582089552236,0.784,0.216,0.5671641791044776
NHANES,model_a_screening,CatBoost,naive_transfer,uncalibrated,adaptive_transport_conformal,age_group,20-44,428,0.7956180510137344,0.03356221296398295,0.9742990654205608,1.0,0.0,1.0,0.0,1.0
NHANES,model_a_screening,CatBoost,naive_transfer,uncalibrated,adaptive_transport_conformal,age_group,45-64,416,0.6634796516794028,0.041623940622848306,0.78125,0.9639423076923077,0.09411764705882353,0.9879154078549849,0.012084592145015106,0.9058823529411765
NHANES,model_a_screening,CatBoost,naive_transfer,uncalibrated,adaptive_transport_conformal,age_group,65+,302,0.6191759722757028,0.08331738965938457,0.6158940397350994,0.9205298013245033,0.0660377358490566,0.9846938775510204,0.015306122448979591,0.9339622641509434
NHANES,model_a_screening,CatBoost,naive_transfer,uncalibrated,adaptive_transport_conformal,sex,Female,590,0.7595618457551275,0.037014824272795344,0.8169491525423729,0.9677966101694915,0.07920792079207921,0.9918200408997955,0.0081799591002045,0.9207920792079208
NHANES,model_a_screening,CatBoost,naive_transfer,uncalibrated,adaptive_transport_conformal,sex,Male,556,0.7948319007724949,0.021221010731445118,0.802158273381295,0.9640287769784173,0.06930693069306931,0.9934065934065934,0.006593406593406593,0.9306930693069307
NHANES,model_a_screening,CatBoost,naive_transfer,uncalibrated,adaptive_transport_conformal,race,Mexican American,161,0.7619834710743801,0.0952721289448872,0.7391304347826086,0.968944099378882,0.025,1.0,0.0,0.975
NHANES,model_a_screening,CatBoost,naive_transfer,uncalibrated,adaptive_transport_conformal,race,Non-Hispanic Asian,147,0.8065718157181572,0.07665462643132391,0.8367346938775511,1.0,0.0,1.0,0.0,1.0
NHANES,model_a_screening,CatBoost,naive_transfer,uncalibrated,adaptive_transport_conformal,race,Non-Hispanic Black,281,0.7311748381128584,0.053800146384199006,0.8185053380782918,0.9644128113879004,0.08695652173913043,0.9872340425531915,0.01276595744680851,0.9130434782608695
NHANES,model_a_screening,CatBoost,naive_transfer,uncalibrated,adaptive_transport_conformal,race,Non-Hispanic White,402,0.8018488929468157,0.03414181419023768,0.8134328358208955,0.9477611940298507,0.1076923076923077,0.9881305637982196,0.011869436201780416,0.8923076923076924
NHANES,model_a_screening,CatBoost,naive_transfer,uncalibrated,adaptive_transport_conformal,race,Other Hispanic,94,0.7881856540084389,0.042744343225505695,0.8297872340425532,0.9680851063829787,0.06666666666666667,1.0,0.0,0.9333333333333333
NHANES,model_a_screening,CatBoost,naive_transfer,uncalibrated,adaptive_transport_conformal,race,Other/Multi-racial,61,0.8622448979591837,0.07900228908250548,0.8360655737704918,1.0,0.16666666666666666,1.0,0.0,0.8333333333333334
NHANES,model_a_screening,CatBoost,naive_transfer,uncalibrated,adaptive_transport_conformal,socioeconomic_status,High,309,0.7592277992277993,0.045584417263092085,0.8187702265372169,0.9644012944983819,0.06,1.0,0.0,0.94
NHANES,model_a_screening,CatBoost,naive_transfer,uncalibrated,adaptive_transport_conformal,socioeconomic_status,Low,259,0.8010204081632653,0.023412008081713523,0.8301158301158301,0.9768339768339769,0.047619047619047616,0.9953917050691244,0.004608294930875576,0.9523809523809523
NHANES,model_a_screening,CatBoost,naive_transfer,uncalibrated,adaptive_transport_conformal,socioeconomic_status,Middle,428,0.7914152298850574,0.027697799687593123,0.794392523364486,0.9579439252336449,0.0875,0.985632183908046,0.014367816091954023,0.9125
NHANES,model_a_screening,CatBoost,naive_transfer,uncalibrated,adaptive_transport_conformal,socioeconomic_status,Unknown,150,0.7093055555555555,0.06317691705604787,0.8,0.9733333333333334,0.1,0.9916666666666667,0.008333333333333333,0.9
NHANES,model_a_screening,CatBoost,fixed_recalibration,beta,adaptive_transport_conformal,age_group,20-44,428,0.7956180510137344,0.0464630138712195,0.9742990654205608,1.0,0.0,1.0,0.0,1.0
NHANES,model_a_screening,CatBoost,fixed_recalibration,beta,adaptive_transport_conformal,age_group,45-64,416,0.6634796516794028,0.026515588651468476,0.7860576923076923,0.9711538461538461,0.0,1.0,0.0,1.0
NHANES,model_a_screening,CatBoost,fixed_recalibration,beta,adaptive_transport_conformal,age_group,65+,302,0.6191759722757028,0.07944923544278731,0.6390728476821192,0.9668874172185431,0.0,1.0,0.0,1.0
NHANES,model_a_screening,CatBoost,fixed_recalibration,beta,adaptive_transport_conformal,sex,Female,590,0.7595618457551275,0.020813672958483322,0.8220338983050848,0.9796610169491525,0.0,1.0,0.0,1.0
NHANES,model_a_screening,CatBoost,fixed_recalibration,beta,adaptive_transport_conformal,sex,Male,556,0.7948319007724949,0.03016061277023811,0.8129496402877698,0.9820143884892086,0.0,1.0,0.0,1.0
NHANES,model_a_screening,CatBoost,fixed_recalibration,beta,adaptive_transport_conformal,race,Mexican American,161,0.7619834710743801,0.0807741584370879,0.7515527950310559,0.9937888198757764,0.0,1.0,0.0,1.0
NHANES,model_a_screening,CatBoost,fixed_recalibration,beta,adaptive_transport_conformal,race,Non-Hispanic Asian,147,0.8065718157181572,0.06693840112539447,0.8367346938775511,1.0,0.0,1.0,0.0,1.0
NHANES,model_a_screening,CatBoost,fixed_recalibration,beta,adaptive_transport_conformal,race,Non-Hispanic Black,281,0.7311748381128584,0.06392792968124433,0.8256227758007118,0.9750889679715302,0.0,1.0,0.0,1.0
NHANES,model_a_screening,CatBoost,fixed_recalibration,beta,adaptive_transport_conformal,race,Non-Hispanic White,402,0.8018488929468157,0.04090799518602902,0.8283582089552238,0.972636815920398,0.0,1.0,0.0,1.0
NHANES,model_a_screening,CatBoost,fixed_recalibration,beta,adaptive_transport_conformal,race,Other Hispanic,94,0.7881856540084389,0.02240456939999965,0.8404255319148937,0.9893617021276596,0.0,1.0,0.0,1.0
NHANES,model_a_screening,CatBoost,fixed_recalibration,beta,adaptive_transport_conformal,race,Other/Multi-racial,61,0.8622448979591837,0.05776697167046453,0.8032786885245902,0.9672131147540983,0.0,1.0,0.0,1.0
NHANES,model_a_screening,CatBoost,fixed_recalibration,beta,adaptive_transport_conformal,socioeconomic_status,High,309,0.7592277992277993,0.04496605561319621,0.8381877022653722,0.9902912621359223,0.0,1.0,0.0,1.0
NHANES,model_a_screening,CatBoost,fixed_recalibration,beta,adaptive_transport_conformal,socioeconomic_status,Low,259,0.8010204081632653,0.035238006334087156,0.833976833976834,0.9884169884169884,0.0,1.0,0.0,1.0
NHANES,model_a_screening,CatBoost,fixed_recalibration,beta,adaptive_transport_conformal,socioeconomic_status,Middle,428,0.7914152298850574,0.030768912298752584,0.8014018691588785,0.9719626168224299,0.0,1.0,0.0,1.0
NHANES,model_a_screening,CatBoost,fixed_recalibration,beta,adaptive_transport_conformal,socioeconomic_status,Unknown,150,0.7093055555555555,0.055295676926498144,0.7933333333333333,0.9733333333333334,0.0,1.0,0.0,1.0
NHANES,model_a_screening,CatBoost,adaptive_calibration,isotonic,adaptive_transport_conformal,age_group,20-44,428,0.7642249836494441,0.03952456043737209,0.9742990654205608,1.0,0.0,1.0,0.0,1.0
NHANES,model_a_screening,CatBoost,adaptive_calibration,isotonic,adaptive_transport_conformal,age_group,45-64,416,0.6621645637106807,0.0365701618174833,0.7764423076923077,0.9519230769230769,0.10588235294117647,0.9879154078549849,0.012084592145015106,0.8941176470588236
NHANES,model_a_screening,CatBoost,adaptive_calibration,isotonic,adaptive_transport_conformal,age_group,65+,302,0.5855554485945321,0.0730222693266193,0.6125827814569537,0.9238410596026491,0.08490566037735849,0.9591836734693877,0.04081632653061224,0.9150943396226415
NHANES,model_a_screening,CatBoost,adaptive_calibration,isotonic,adaptive_transport_conformal,sex,Female,590,0.7548138249407763,0.03503362572121969,0.8135593220338984,0.964406779661017,0.09900990099009901,0.9918200408997955,0.0081799591002045,0.900990099009901
NHANES,model_a_screening,CatBoost,adaptive_calibration,isotonic,adaptive_transport_conformal,sex,Male,556,0.7723969100206723,0.017279615252124545,0.8003597122302158,0.960431654676259,0.07920792079207921,0.9824175824175824,0.017582417582417582,0.9207920792079208
NHANES,model_a_screening,CatBoost,adaptive_calibration,isotonic,adaptive_transport_conformal,race,Mexican American,161,0.753615702479339,0.08095063128462796,0.7453416149068323,0.9813664596273292,0.05,1.0,0.0,0.95
NHANES,model_a_screening,CatBoost,adaptive_calibration,isotonic,adaptive_transport_conformal,race,Non-Hispanic Asian,147,0.7921747967479675,0.053300377501516435,0.8367346938775511,1.0,0.0,1.0,0.0,1.0
NHANES,model_a_screening,CatBoost,adaptive_calibration,isotonic,adaptive_transport_conformal,race,Non-Hispanic Black,281,0.721322849213691,0.04670937890943171,0.8149466192170819,0.9572953736654805,0.08695652173913043,0.9829787234042553,0.01702127659574468,0.9130434782608695
NHANES,model_a_screening,CatBoost,adaptive_calibration,isotonic,adaptive_transport_conformal,race,Non-Hispanic White,402,0.7816480255649395,0.027772347658903,0.8134328358208955,0.9427860696517413,0.13846153846153847,0.9762611275964391,0.02373887240356083,0.8615384615384616
NHANES,model_a_screening,CatBoost,adaptive_calibration,isotonic,adaptive_transport_conformal,race,Other Hispanic,94,0.789451476793249,0.038468212343370896,0.8191489361702128,0.9680851063829787,0.06666666666666667,1.0,0.0,0.9333333333333333
NHANES,model_a_screening,CatBoost,adaptive_calibration,isotonic,adaptive_transport_conformal,race,Other/Multi-racial,61,0.8579931972789115,0.08652864095924163,0.8032786885245902,0.9672131147540983,0.16666666666666666,1.0,0.0,0.8333333333333334
NHANES,model_a_screening,CatBoost,adaptive_calibration,isotonic,adaptive_transport_conformal,socioeconomic_status,High,309,0.7513899613899614,0.01848739040523077,0.8252427184466019,0.970873786407767,0.06,0.9922779922779923,0.007722007722007722,0.94
NHANES,model_a_screening,CatBoost,adaptive_calibration,isotonic,adaptive_transport_conformal,socioeconomic_status,Low,259,0.7865371955233705,0.03187475396928591,0.8262548262548263,0.9768339768339769,0.047619047619047616,0.9953917050691244,0.004608294930875576,0.9523809523809523
NHANES,model_a_screening,CatBoost,adaptive_calibration,isotonic,adaptive_transport_conformal,socioeconomic_status,Middle,428,0.772826867816092,0.012090290938251234,0.7897196261682243,0.9485981308411215,0.1125,0.9770114942528736,0.022988505747126436,0.8875
NHANES,model_a_screening,CatBoost,adaptive_calibration,isotonic,adaptive_transport_conformal,socioeconomic_status,Unknown,150,0.7051388888888889,0.07836562174868575,0.7866666666666666,0.96,0.13333333333333333,0.9916666666666667,0.008333333333333333,0.8666666666666667
Pima,model_a_screening,CatBoost,naive_transfer,uncalibrated,adaptive_transport_conformal,age_group,20-44,312,0.7453897048472621,0.27794735810306404,0.6762820512820513,1.0,0.0,1.0,0.0,1.0
Pima,model_a_screening,CatBoost,naive_transfer,uncalibrated,adaptive_transport_conformal,age_group,45-64,63,0.5317540322580645,0.33798897334519207,0.5079365079365079,0.9682539682539683,0.0,1.0,0.0,1.0
Pima,model_a_screening,CatBoost,naive_transfer,uncalibrated,adaptive_transport_conformal,sex,Unknown,384,0.709089552238806,0.278335224422656,0.6458333333333334,0.9869791666666666,0.0,0.996,0.004,1.0
Pima,model_a_screening,CatBoost,naive_transfer,uncalibrated,adaptive_transport_conformal,race,Pima/Native American,384,0.709089552238806,0.278335224422656,0.6458333333333334,0.9869791666666666,0.0,0.996,0.004,1.0
Pima,model_a_screening,CatBoost,naive_transfer,uncalibrated,adaptive_transport_conformal,socioeconomic_status,Unknown,384,0.709089552238806,0.278335224422656,0.6458333333333334,0.9869791666666666,0.0,0.996,0.004,1.0
Pima,model_a_screening,CatBoost,fixed_recalibration,beta,adaptive_transport_conformal,age_group,20-44,312,0.7453897048472621,0.0992563620044438,0.6153846153846154,0.8717948717948718,0.19801980198019803,0.9241706161137441,0.07582938388625593,0.801980198019802
Pima,model_a_screening,CatBoost,fixed_recalibration,beta,adaptive_transport_conformal,age_group,45-64,63,0.5317540322580645,0.09490128972960415,0.3492063492063492,0.6984126984126984,0.6451612903225806,0.40625,0.59375,0.3548387096774194
Pima,model_a_screening,CatBoost,fixed_recalibration,beta,adaptive_transport_conformal,sex,Unknown,384,0.709089552238806,0.09805010894343986,0.5625,0.8411458333333334,0.31343283582089554,0.836,0.164,0.6865671641791045
Pima,model_a_screening,CatBoost,fixed_recalibration,beta,adaptive_transport_conformal,race,Pima/Native American,384,0.709089552238806,0.09805010894343986,0.5625,0.8411458333333334,0.31343283582089554,0.836,0.164,0.6865671641791045
Pima,model_a_screening,CatBoost,fixed_recalibration,beta,adaptive_transport_conformal,socioeconomic_status,Unknown,384,0.709089552238806,0.09805010894343986,0.5625,0.8411458333333334,0.31343283582089554,0.836,0.164,0.6865671641791045
Pima,model_a_screening,CatBoost,adaptive_calibration,isotonic,adaptive_transport_conformal,age_group,20-44,312,0.7244850077424805,0.048332647369986034,0.6282051282051282,0.9006410256410257,0.16831683168316833,0.9289099526066351,0.07109004739336493,0.8316831683168316
Pima,model_a_screening,CatBoost,adaptive_calibration,isotonic,adaptive_transport_conformal,age_group,45-64,63,0.503024193548387,0.12950330841407143,0.3333333333333333,0.6190476190476191,0.6129032258064516,0.40625,0.59375,0.3870967741935484
Pima,model_a_screening,CatBoost,adaptive_calibration,isotonic,adaptive_transport_conformal,sex,Unknown,384,0.6898955223880597,0.06895832790182455,0.5729166666666666,0.8515625,0.2835820895522388,0.84,0.16,0.7164179104477612
Pima,model_a_screening,CatBoost,adaptive_calibration,isotonic,adaptive_transport_conformal,race,Pima/Native American,384,0.6898955223880597,0.06895832790182455,0.5729166666666666,0.8515625,0.2835820895522388,0.84,0.16,0.7164179104477612
Pima,model_a_screening,CatBoost,adaptive_calibration,isotonic,adaptive_transport_conformal,socioeconomic_status,Unknown,384,0.6898955223880597,0.06895832790182455,0.5729166666666666,0.8515625,0.2835820895522388,0.84,0.16,0.7164179104477612
NHANES,model_b_routine_clinical,Logistic Regression,naive_transfer,uncalibrated,adaptive_transport_conformal,age_group,20-44,428,0.9500763025942882,0.044748414317715174,0.9719626168224299,1.0093457943925233,0.6363636363636364,0.9760191846522782,0.023980815347721823,0.36363636363636365
NHANES,model_b_routine_clinical,Logistic Regression,naive_transfer,uncalibrated,adaptive_transport_conformal,age_group,45-64,416,0.924684556602097,0.11462806449132838,0.8942307692307693,1.0360576923076923,0.8352941176470589,0.879154078549849,0.12084592145015106,0.16470588235294117
NHANES,model_b_routine_clinical,Logistic Regression,naive_transfer,uncalibrated,adaptive_transport_conformal,age_group,65+,302,0.9078744705429341,0.14094976598978198,0.8311258278145696,1.0364238410596027,0.8679245283018868,0.7908163265306123,0.20918367346938777,0.1320754716981132
NHANES,model_b_routine_clinical,Logistic Regression,naive_transfer,uncalibrated,adaptive_transport_conformal,sex,Female,590,0.9406952965235174,0.09265510968465367,0.9,1.023728813559322,0.8316831683168316,0.8957055214723927,0.10429447852760736,0.16831683168316833
NHANES,model_b_routine_clinical,Logistic Regression,naive_transfer,uncalibrated,adaptive_transport_conformal,sex,Male,556,0.9448155804591448,0.09578348517799862,0.9136690647482014,1.0287769784172662,0.8514851485148515,0.9120879120879121,0.08791208791208792,0.1485148514851485
NHANES,model_b_routine_clinical,Logistic Regression,naive_transfer,uncalibrated,adaptive_transport_conformal,race,Mexican American,161,0.9677685950413222,0.06445710161605878,0.9316770186335404,1.0124223602484472,0.9,0.9338842975206612,0.06611570247933884,0.1
NHANES,model_b_routine_clinical,Logistic Regression,naive_transfer,uncalibrated,adaptive_transport_conformal,race,Non-Hispanic Asian,147,0.9332655826558265,0.09616330549273336,0.8979591836734694,1.0068027210884354,0.7916666666666666,0.9186991869918699,0.08130081300813008,0.20833333333333334
NHANES,model_b_routine_clinical,Logistic Regression,naive_transfer,uncalibrated,adaptive_transport_conformal,race,Non-Hispanic Black,281,0.9292321924144311,0.13456853404929417,0.8896797153024911,1.0320284697508897,0.8260869565217391,0.8680851063829788,0.13191489361702127,0.17391304347826086
NHANES,model_b_routine_clinical,Logistic Regression,naive_transfer,uncalibrated,adaptive_transport_conformal,race,Non-Hispanic White,402,0.9674960054782014,0.09962034190557813,0.9203980099502488,1.027363184079602,0.8769230769230769,0.9169139465875371,0.0830860534124629,0.12307692307692308
NHANES,model_b_routine_clinical,Logistic Regression,naive_transfer,uncalibrated,adaptive_transport_conformal,race,Other Hispanic,94,0.8962025316455696,0.10795678936654277,0.8723404255319149,1.0638297872340425,0.7333333333333333,0.8607594936708861,0.13924050632911392,0.26666666666666666
NHANES,model_b_routine_clinical,Logistic Regression,naive_transfer,uncalibrated,adaptive_transport_conformal,race,Other/Multi-racial,61,0.8996598639455782,0.0947629450175742,0.9016393442622951,1.0163934426229508,0.75,0.9387755102040817,0.061224489795918366,0.25
NHANES,model_b_routine_clinical,Logistic Regression,naive_transfer,uncalibrated,adaptive_transport_conformal,socioeconomic_status,High,309,0.9452509652509653,0.094039164946165,0.9061488673139159,1.0194174757281553,0.82,0.9073359073359073,0.09266409266409266,0.18
NHANES,model_b_routine_clinical,Logistic Regression,naive_transfer,uncalibrated,adaptive_transport_conformal,socioeconomic_status,Low,259,0.9489795918367346,0.08980900362658997,0.9227799227799228,1.0347490347490347,0.8809523809523809,0.9078341013824884,0.09216589861751152,0.11904761904761904
NHANES,model_b_routine_clinical,Logistic Regression,naive_transfer,uncalibrated,adaptive_transport_conformal,socioeconomic_status,Middle,428,0.9247126436781609,0.10119349470008497,0.8925233644859814,1.0327102803738317,0.825,0.8879310344827587,0.11206896551724138,0.175
NHANES,model_b_routine_clinical,Logistic Regression,naive_transfer,uncalibrated,adaptive_transport_conformal,socioeconomic_status,Unknown,150,0.9733333333333334,0.08195121889083157,0.92,1.0066666666666666,0.8666666666666667,0.9333333333333333,0.06666666666666667,0.13333333333333333
NHANES,model_b_routine_clinical,Logistic Regression,fixed_recalibration,uncalibrated,adaptive_transport_conformal,age_group,20-44,428,0.9500763025942882,0.044748411981403634,0.9719626168224299,1.0093457943925233,0.6363636363636364,0.9760191846522782,0.023980815347721823,0.36363636363636365
NHANES,model_b_routine_clinical,Logistic Regression,fixed_recalibration,uncalibrated,adaptive_transport_conformal,age_group,45-64,416,0.924702328061134,0.11462803914124679,0.8942307692307693,1.0360576923076923,0.8352941176470589,0.879154078549849,0.12084592145015106,0.16470588235294117
NHANES,model_b_routine_clinical,Logistic Regression,fixed_recalibration,uncalibrated,adaptive_transport_conformal,age_group,65+,302,0.9078744705429341,0.14094975644500604,0.8311258278145696,1.0364238410596027,0.8679245283018868,0.7908163265306123,0.20918367346938777,0.1320754716981132
NHANES,model_b_routine_clinical,Logistic Regression,fixed_recalibration,uncalibrated,adaptive_transport_conformal,sex,Female,590,0.9406244305412136,0.09265509316683924,0.9,1.023728813559322,0.8316831683168316,0.8957055214723927,0.10429447852760736,0.16831683168316833
NHANES,model_b_routine_clinical,Logistic Regression,fixed_recalibration,uncalibrated,adaptive_transport_conformal,sex,Male,556,0.9448155804591448,0.09578347675607937,0.9136690647482014,1.0287769784172662,0.8514851485148515,0.9120879120879121,0.08791208791208792,0.1485148514851485
NHANES,model_b_routine_clinical,Logistic Regression,fixed_recalibration,uncalibrated,adaptive_transport_conformal,race,Mexican American,161,0.9677685950413222,0.06445711524758681,0.9316770186335404,1.0124223602484472,0.9,0.9338842975206612,0.06611570247933884,0.1
NHANES,model_b_routine_clinical,Logistic Regression,fixed_recalibration,uncalibrated,adaptive_transport_conformal,race,Non-Hispanic Asian,147,0.9332655826558265,0.09616330035131798,0.8979591836734694,1.0068027210884354,0.7916666666666666,0.9186991869918699,0.08130081300813008,0.20833333333333334
NHANES,model_b_routine_clinical,Logistic Regression,fixed_recalibration,uncalibrated,adaptive_transport_conformal,race,Non-Hispanic Black,281,0.9290934320074005,0.13456851530321617,0.8896797153024911,1.0320284697508897,0.8260869565217391,0.8680851063829788,0.13191489361702127,0.17391304347826086
NHANES,model_b_routine_clinical,Logistic Regression,fixed_recalibration,uncalibrated,adaptive_transport_conformal,race,Non-Hispanic White,402,0.9674960054782014,0.0996203312260848,0.9203980099502488,1.027363184079602,0.8769230769230769,0.9169139465875371,0.0830860534124629,0.12307692307692308
NHANES,model_b_routine_clinical,Logistic Regression,fixed_recalibration,uncalibrated,adaptive_transport_conformal,race,Other Hispanic,94,0.8962025316455696,0.1079567694825639,0.8723404255319149,1.0638297872340425,0.7333333333333333,0.8607594936708861,0.13924050632911392,0.26666666666666666
NHANES,model_b_routine_clinical,Logistic Regression,fixed_recalibration,uncalibrated,adaptive_transport_conformal,race,Other/Multi-racial,61,0.8996598639455782,0.09476294423502842,0.9016393442622951,1.0163934426229508,0.75,0.9387755102040817,0.061224489795918366,0.25
NHANES,model_b_routine_clinical,Logistic Regression,fixed_recalibration,uncalibrated,adaptive_transport_conformal,socioeconomic_status,High,309,0.9452509652509653,0.09403915594721543,0.9061488673139159,1.0194174757281553,0.82,0.9073359073359073,0.09266409266409266,0.18
NHANES,model_b_routine_clinical,Logistic Regression,fixed_recalibration,uncalibrated,adaptive_transport_conformal,socioeconomic_status,Low,259,0.9489795918367346,0.08980898996722547,0.9227799227799228,1.0347490347490347,0.8809523809523809,0.9078341013824884,0.09216589861751152,0.11904761904761904
NHANES,model_b_routine_clinical,Logistic Regression,fixed_recalibration,uncalibrated,adaptive_transport_conformal,socioeconomic_status,Middle,428,0.9247126436781609,0.10119348688974222,0.8925233644859814,1.0327102803738317,0.825,0.8879310344827587,0.11206896551724138,0.175
NHANES,model_b_routine_clinical,Logistic Regression,fixed_recalibration,uncalibrated,adaptive_transport_conformal,socioeconomic_status,Unknown,150,0.9733333333333334,0.08195118711203093,0.92,1.0066666666666666,0.8666666666666667,0.9333333333333333,0.06666666666666667,0.13333333333333333
