target_dataset,feature_set,model,scenario,calibration_method,conformal_method,subgroup,level,n,roc_auc,ece,coverage,prediction_set_size,sensitivity,specificity,false_positive_rate,false_negative_rate
NHANES,model_b_routine_clinical,XGBoost,fixed_recalibration,temperature,adaptive_transport_conformal,race,Non-Hispanic Black,281,0.8957446808510638,0.03579293795178992,0.8291814946619217,0.896797153024911,0.6086956521739131,0.9617021276595744,0.03829787234042553,0.391304347826087
NHANES,model_b_routine_clinical,XGBoost,fixed_recalibration,temperature,adaptive_transport_conformal,race,Non-Hispanic White,402,0.9522483451266835,0.0505191822225857,0.8805970149253731,0.9253731343283582,0.5692307692307692,0.9970326409495549,0.002967359050445104,0.4307692307692308
NHANES,model_b_routine_clinical,XGBoost,fixed_recalibration,temperature,adaptive_transport_conformal,race,Other Hispanic,94,0.9189873417721519,0.047458692044713494,0.851063829787234,0.9148936170212766,0.5333333333333333,0.9873417721518988,0.012658227848101266,0.4666666666666667
NHANES,model_b_routine_clinical,XGBoost,fixed_recalibration,temperature,adaptive_transport_conformal,race,Other/Multi-racial,61,0.8605442176870748,0.07501893905904398,0.819672131147541,0.8852459016393442,0.5,0.9591836734693877,0.04081632653061224,0.5
NHANES,model_b_routine_clinical,XGBoost,fixed_recalibration,temperature,adaptive_transport_conformal,socioeconomic_status,High,309,0.9245559845559846,0.02707539056461271,0.8349514563106796,0.8996763754045307,0.5,0.972972972972973,0.02702702702702703,0.5
NHANES,model_b_routine_clinical,XGBoost,fixed_recalibration,temperature,adaptive_transport_conformal,socioeconomic_status,Low,259,0.956440640772438,0.02597951277935469,0.8803088803088803,0.9382239382239382,0.6428571428571429,0.9769585253456221,0.02304147465437788,0.35714285714285715
NHANES,model_b_routine_clinical,XGBoost,fixed_recalibration,temperature,adaptive_transport_conformal,socioeconomic_status,Middle,428,0.8965158045977013,0.025842543827695325,0.8271028037383178,0.8855140186915887,0.55,0.9770114942528736,0.022988505747126436,0.45
NHANES,model_b_routine_clinical,XGBoost,fixed_recalibration,temperature,adaptive_transport_conformal,socioeconomic_status,Unknown,150,0.9641666666666667,0.04640727508108482,0.86,0.8933333333333333,0.6666666666666666,1.0,0.0,0.3333333333333333
NHANES,model_b_routine_clinical,XGBoost,adaptive_calibration,isotonic,adaptive_transport_conformal,age_group,20-44,428,0.9402659690429475,0.025106076240573767,0.9065420560747663,0.9135514018691588,0.45454545454545453,0.9856115107913669,0.014388489208633094,0.5454545454545454
NHANES,model_b_routine_clinical,XGBoost,adaptive_calibration,isotonic,adaptive_transport_conformal,age_group,45-64,416,0.9239559267815888,0.03322607335686946,0.6875,0.7115384615384616,0.7529411764705882,0.9425981873111783,0.05740181268882175,0.24705882352941178
NHANES,model_b_routine_clinical,XGBoost,adaptive_calibration,isotonic,adaptive_transport_conformal,age_group,65+,302,0.8643627262225645,0.07625459567533711,0.4867549668874172,0.5629139072847682,0.6698113207547169,0.923469387755102,0.07653061224489796,0.330188679245283
NHANES,model_b_routine_clinical,XGBoost,adaptive_calibration,isotonic,adaptive_transport_conformal,sex,Female,590,0.9332341209581081,0.01273698316868955,0.711864406779661,0.7389830508474576,0.7029702970297029,0.9631901840490797,0.03680981595092025,0.297029702970297
NHANES,model_b_routine_clinical,XGBoost,adaptive_calibration,isotonic,adaptive_transport_conformal,sex,Male,556,0.9127407246219128,0.02514608560766901,0.7212230215827338,0.7571942446043165,0.6831683168316832,0.9516483516483516,0.04835164835164835,0.31683168316831684
NHANES,model_b_routine_clinical,XGBoost,adaptive_calibration,isotonic,adaptive_transport_conformal,race,Mexican American,161,0.946797520661157,0.03901804138635669,0.6832298136645962,0.7142857142857143,0.775,0.9669421487603306,0.03305785123966942,0.225
NHANES,model_b_routine_clinical,XGBoost,adaptive_calibration,isotonic,adaptive_transport_conformal,race,Non-Hispanic Asian,147,0.92090108401084,0.0506077456800172,0.7551020408163265,0.7891156462585034,0.5833333333333334,0.926829268292683,0.07317073170731707,0.4166666666666667
NHANES,model_b_routine_clinical,XGBoost,adaptive_calibration,isotonic,adaptive_transport_conformal,race,Non-Hispanic Black,281,0.895744680851064,0.0267689591016012,0.6548042704626335,0.6868327402135231,0.6956521739130435,0.9446808510638298,0.05531914893617021,0.30434782608695654
NHANES,model_b_routine_clinical,XGBoost,adaptive_calibration,isotonic,adaptive_transport_conformal,race,Non-Hispanic White,402,0.949303811915088,0.021267586334026707,0.753731343283582,0.7761194029850746,0.7076923076923077,0.9762611275964391,0.02373887240356083,0.2923076923076923
NHANES,model_b_routine_clinical,XGBoost,adaptive_calibration,isotonic,adaptive_transport_conformal,race,Other Hispanic,94,0.9156118143459916,0.0575087711300445,0.723404255319149,0.7659574468085106,0.6,0.9493670886075949,0.05063291139240506,0.4
NHANES,model_b_routine_clinical,XGBoost,adaptive_calibration,isotonic,adaptive_transport_conformal,race,Other/Multi-racial,61,0.8418367346938775,0.08023847488469393,0.7377049180327869,0.8032786885245902,0.6666666666666666,0.9591836734693877,0.04081632653061224,0.3333333333333333
NHANES,model_b_routine_clinical,XGBoost,adaptive_calibration,isotonic,adaptive_transport_conformal,socioeconomic_status,High,309,0.9225868725868726,0.03765905824359106,0.7313915857605178,0.7702265372168284,0.62,0.9420849420849421,0.05791505791505792,0.38
NHANES,model_b_routine_clinical,XGBoost,adaptive_calibration,isotonic,adaptive_transport_conformal,socioeconomic_status,Low,259,0.9489795918367347,0.017977155755471062,0.752895752895753,0.7760617760617761,0.7380952380952381,0.9723502304147466,0.027649769585253458,0.2619047619047619
NHANES,model_b_routine_clinical,XGBoost,adaptive_calibration,isotonic,adaptive_transport_conformal,socioeconomic_status,Middle,428,0.8974317528735632,0.02411042301365641,0.6845794392523364,0.7172897196261683,0.6875,0.9540229885057471,0.04597701149425287,0.3125
NHANES,model_b_routine_clinical,XGBoost,adaptive_calibration,isotonic,adaptive_transport_conformal,socioeconomic_status,Unknown,150,0.9543055555555556,0.04538919456289565,0.7133333333333334,0.74,0.7666666666666667,0.975,0.025,0.23333333333333334
Pima,model_b_routine_clinical,XGBoost,naive_transfer,uncalibrated,adaptive_transport_conformal,age_group,20-44,312,0.7768992539064333,0.2949525492912623,0.6538461538461539,0.9294871794871795,0.0,1.0,0.0,1.0
Pima,model_b_routine_clinical,XGBoost,naive_transfer,uncalibrated,adaptive_transport_conformal,age_group,45-64,63,0.6764112903225806,0.40099693729678704,0.3968253968253968,0.6984126984126984,0.0,1.0,0.0,1.0
Pima,model_b_routine_clinical,XGBoost,naive_transfer,uncalibrated,adaptive_transport_conformal,sex,Unknown,384,0.7624626865671642,0.3072053798327611,0.6067708333333334,0.8828125,0.0,0.996,0.004,1.0
Pima,model_b_routine_clinical,XGBoost,naive_transfer,uncalibrated,adaptive_transport_conformal,race,Pima/Native American,384,0.7624626865671642,0.3072053798327611,0.6067708333333334,0.8828125,0.0,0.996,0.004,1.0
Pima,model_b_routine_clinical,XGBoost,naive_transfer,uncalibrated,adaptive_transport_conformal,socioeconomic_status,Unknown,384,0.7624626865671642,0.3072053798327611,0.6067708333333334,0.8828125,0.0,0.996,0.004,1.0
Pima,model_b_routine_clinical,XGBoost,fixed_recalibration,temperature,adaptive_transport_conformal,age_group,20-44,312,0.7768992539064333,0.07864053394905753,0.0,0.0,0.0,1.0,0.0,1.0
Pima,model_b_routine_clinical,XGBoost,fixed_recalibration,temperature,adaptive_transport_conformal,age_group,45-64,63,0.6764112903225806,0.14886195837788346,0.0,0.0,0.0,1.0,0.0,1.0
Pima,model_b_routine_clinical,XGBoost,fixed_recalibration,temperature,adaptive_transport_conformal,sex,Unknown,384,0.7624626865671642,0.08375654277474452,0.0,0.0,0.0,0.996,0.004,1.0
Pima,model_b_routine_clinical,XGBoost,fixed_recalibration,temperature,adaptive_transport_conformal,race,Pima/Native American,384,0.7624626865671642,0.08375654277474452,0.0,0.0,0.0,0.996,0.004,1.0
Pima,model_b_routine_clinical,XGBoost,fixed_recalibration,temperature,adaptive_transport_conformal,socioeconomic_status,Unknown,384,0.7624626865671642,0.08375654277474452,0.0,0.0,0.0,0.996,0.004,1.0
Pima,model_b_routine_clinical,XGBoost,adaptive_calibration,isotonic,adaptive_transport_conformal,age_group,20-44,312,0.7652151471071278,0.033052936460586685,0.25,0.2692307692307692,0.5445544554455446,0.8436018957345972,0.15639810426540285,0.45544554455445546
Pima,model_b_routine_clinical,XGBoost,adaptive_calibration,isotonic,adaptive_transport_conformal,age_group,45-64,63,0.6990927419354839,0.11275403110833518,0.1111111111111111,0.14285714285714285,0.7419354838709677,0.65625,0.34375,0.25806451612903225
Pima,model_b_routine_clinical,XGBoost,adaptive_calibration,isotonic,adaptive_transport_conformal,sex,Unknown,384,0.7575671641791045,0.044277463737370244,0.22395833333333334,0.24739583333333334,0.5970149253731343,0.808,0.192,0.40298507462686567
Pima,model_b_routine_clinical,XGBoost,adaptive_calibration,isotonic,adaptive_transport_conformal,race,Pima/Native American,384,0.7575671641791045,0.044277463737370244,0.22395833333333334,0.24739583333333334,0.5970149253731343,0.808,0.192,0.40298507462686567
Pima,model_b_routine_clinical,XGBoost,adaptive_calibration,isotonic,adaptive_transport_conformal,socioeconomic_status,Unknown,384,0.7575671641791045,0.044277463737370244,0.22395833333333334,0.24739583333333334,0.5970149253731343,0.808,0.192,0.40298507462686567
NHANES,model_b_routine_clinical,LightGBM,naive_transfer,uncalibrated,adaptive_transport_conformal,age_group,20-44,428,0.9559625027250926,0.030738338007231657,0.9602803738317757,0.9929906542056075,0.6363636363636364,0.9712230215827338,0.02877697841726619,0.36363636363636365
NHANES,model_b_routine_clinical,LightGBM,naive_transfer,uncalibrated,adaptive_transport_conformal,age_group,45-64,416,0.9277767904744979,0.08039430772136331,0.8774038461538461,0.9807692307692307,0.8117647058823529,0.9093655589123867,0.09063444108761329,0.18823529411764706
NHANES,model_b_routine_clinical,LightGBM,naive_transfer,uncalibrated,adaptive_transport_conformal,age_group,65+,302,0.8543271082017712,0.14786955997434717,0.7615894039735099,0.9602649006622517,0.7169811320754716,0.8214285714285714,0.17857142857142858,0.2830188679245283
NHANES,model_b_routine_clinical,LightGBM,naive_transfer,uncalibrated,adaptive_transport_conformal,sex,Female,590,0.9262588835570673,0.07747779403543793,0.8745762711864407,0.9796610169491525,0.7623762376237624,0.9100204498977505,0.08997955010224949,0.2376237623762376
NHANES,model_b_routine_clinical,LightGBM,naive_transfer,uncalibrated,adaptive_transport_conformal,sex,Male,556,0.9196496572734196,0.07663886079019291,0.8812949640287769,0.9802158273381295,0.7425742574257426,0.9274725274725275,0.07252747252747253,0.25742574257425743
NHANES,model_b_routine_clinical,LightGBM,naive_transfer,uncalibrated,adaptive_transport_conformal,race,Mexican American,161,0.9481404958677686,0.05856081483081487,0.8757763975155279,0.968944099378882,0.8,0.9338842975206612,0.06611570247933884,0.2
NHANES,model_b_routine_clinical,LightGBM,naive_transfer,uncalibrated,adaptive_transport_conformal,race,Non-Hispanic Asian,147,0.9186991869918699,0.10380709861908441,0.8503401360544217,0.9863945578231292,0.5416666666666666,0.9105691056910569,0.08943089430894309,0.4583333333333333
NHANES,model_b_routine_clinical,LightGBM,naive_transfer,uncalibrated,adaptive_transport_conformal,race,Non-Hispanic Black,281,0.9077705827937096,0.09079973503844933,0.8896797153024911,0.9893238434163701,0.7608695652173914,0.9276595744680851,0.07234042553191489,0.2391304347826087
NHANES,model_b_routine_clinical,LightGBM,naive_transfer,uncalibrated,adaptive_transport_conformal,race,Non-Hispanic White,402,0.9322072586167541,0.07071360242932286,0.8855721393034826,0.9776119402985075,0.8,0.9169139465875371,0.0830860534124629,0.2
NHANES,model_b_routine_clinical,LightGBM,naive_transfer,uncalibrated,adaptive_transport_conformal,race,Other Hispanic,94,0.9156118143459916,0.112285443183348,0.8297872340425532,0.9574468085106383,0.7333333333333333,0.8607594936708861,0.13924050632911392,0.26666666666666666
NHANES,model_b_routine_clinical,LightGBM,naive_transfer,uncalibrated,adaptive_transport_conformal,race,Other/Multi-racial,61,0.8554421768707482,0.08574508173539724,0.9180327868852459,1.0,0.75,0.9591836734693877,0.04081632653061224,0.25
NHANES,model_b_routine_clinical,LightGBM,naive_transfer,uncalibrated,adaptive_transport_conformal,socioeconomic_status,High,309,0.9201544401544401,0.1024862409386302,0.8446601941747572,0.9773462783171522,0.7,0.8841698841698842,0.11583011583011583,0.3
NHANES,model_b_routine_clinical,LightGBM,naive_transfer,uncalibrated,adaptive_transport_conformal,socioeconomic_status,Low,259,0.9520517884573184,0.07282102346939227,0.9111969111969112,0.9884169884169884,0.8333333333333334,0.9308755760368663,0.06912442396313365,0.16666666666666666
NHANES,model_b_routine_clinical,LightGBM,naive_transfer,uncalibrated,adaptive_transport_conformal,socioeconomic_status,Middle,428,0.8909841954022989,0.08348562674827957,0.8738317757009346,0.9789719626168224,0.7375,0.9252873563218391,0.07471264367816093,0.2625
NHANES,model_b_routine_clinical,LightGBM,naive_transfer,uncalibrated,adaptive_transport_conformal,socioeconomic_status,Unknown,150,0.9636111111111112,0.04553379895460511,0.9,0.9733333333333334,0.7666666666666667,0.95,0.05,0.23333333333333334
NHANES,model_b_routine_clinical,LightGBM,fixed_recalibration,temperature,adaptive_transport_conformal,age_group,20-44,428,0.9559625027250926,0.06105375134547678,0.9532710280373832,0.9766355140186916,0.6363636363636364,0.9712230215827338,0.02877697841726619,0.36363636363636365
NHANES,model_b_routine_clinical,LightGBM,fixed_recalibration,temperature,adaptive_transport_conformal,age_group,45-64,416,0.9277767904744979,0.0683965577166464,0.8389423076923077,0.9014423076923077,0.8117647058823529,0.9093655589123867,0.09063444108761329,0.18823529411764706
NHANES,model_b_routine_clinical,LightGBM,fixed_recalibration,temperature,adaptive_transport_conformal,age_group,65+,302,0.8543271082017712,0.06772556810097362,0.7284768211920529,0.8741721854304636,0.7169811320754716,0.8214285714285714,0.17857142857142858,0.2830188679245283
NHANES,model_b_routine_clinical,LightGBM,fixed_recalibration,temperature,adaptive_transport_conformal,sex,Female,590,0.9262588835570673,0.048783072494837265,0.8559322033898306,0.9271186440677966,0.7623762376237624,0.9100204498977505,0.08997955010224949,0.2376237623762376
NHANES,model_b_routine_clinical,LightGBM,fixed_recalibration,temperature,adaptive_transport_conformal,sex,Male,556,0.9196496572734196,0.043493572127895355,0.8489208633093526,0.9172661870503597,0.7425742574257426,0.9274725274725275,0.07252747252747253,0.25742574257425743
NHANES,model_b_routine_clinical,LightGBM,fixed_recalibration,temperature,adaptive_transport_conformal,race,Mexican American,161,0.9481404958677686,0.038467830203959094,0.8509316770186336,0.9130434782608695,0.8,0.9338842975206612,0.06611570247933884,0.2
NHANES,model_b_routine_clinical,LightGBM,fixed_recalibration,temperature,adaptive_transport_conformal,race,Non-Hispanic Asian,147,0.9186991869918699,0.0805489004886191,0.8231292517006803,0.9047619047619048,0.5416666666666666,0.9105691056910569,0.08943089430894309,0.4583333333333333
NHANES,model_b_routine_clinical,LightGBM,fixed_recalibration,temperature,adaptive_transport_conformal,race,Non-Hispanic Black,281,0.9077705827937096,0.055857537915435615,0.8754448398576512,0.9501779359430605,0.7608695652173914,0.9276595744680851,0.07234042553191489,0.2391304347826087
NHANES,model_b_routine_clinical,LightGBM,fixed_recalibration,temperature,adaptive_transport_conformal,race,Non-Hispanic White,402,0.9322072586167541,0.054770737226422825,0.8507462686567164,0.917910447761194,0.8,0.9169139465875371,0.0830860534124629,0.2
NHANES,model_b_routine_clinical,LightGBM,fixed_recalibration,temperature,adaptive_transport_conformal,race,Other Hispanic,94,0.9156118143459916,0.06716623139282908,0.8085106382978723,0.8723404255319149,0.7333333333333333,0.8607594936708861,0.13924050632911392,0.26666666666666666
NHANES,model_b_routine_clinical,LightGBM,fixed_recalibration,temperature,adaptive_transport_conformal,race,Other/Multi-racial,61,0.8554421768707482,0.06335305275134803,0.9016393442622951,0.9672131147540983,0.75,0.9591836734693877,0.04081632653061224,0.25
NHANES,model_b_routine_clinical,LightGBM,fixed_recalibration,temperature,adaptive_transport_conformal,socioeconomic_status,High,309,0.9201544401544401,0.06342279622954286,0.8220064724919094,0.9061488673139159,0.7,0.8841698841698842,0.11583011583011583,0.3
NHANES,model_b_routine_clinical,LightGBM,fixed_recalibration,temperature,adaptive_transport_conformal,socioeconomic_status,Low,259,0.9520517884573184,0.06265270017269411,0.861003861003861,0.915057915057915,0.8333333333333334,0.9308755760368663,0.06912442396313365,0.16666666666666666
NHANES,model_b_routine_clinical,LightGBM,fixed_recalibration,temperature,adaptive_transport_conformal,socioeconomic_status,Middle,428,0.8909841954022989,0.03539017676165707,0.8598130841121495,0.9462616822429907,0.7375,0.9252873563218391,0.07471264367816093,0.2625
NHANES,model_b_routine_clinical,LightGBM,fixed_recalibration,temperature,adaptive_transport_conformal,socioeconomic_status,Unknown,150,0.9636111111111112,0.06077913357160061,0.88,0.9,0.7666666666666667,0.95,0.05,0.23333333333333334
NHANES,model_b_routine_clinical,LightGBM,adaptive_calibration,isotonic,adaptive_transport_conformal,age_group,20-44,428,0.9516023544800523,0.02620166009861947,0.9766355140186916,1.0,0.45454545454545453,0.9904076738609112,0.009592326139088728,0.5454545454545454
NHANES,model_b_routine_clinical,LightGBM,adaptive_calibration,isotonic,adaptive_transport_conformal,age_group,45-64,416,0.9291629642793674,0.017044617491478873,0.9182692307692307,1.0,0.6941176470588235,0.9758308157099698,0.02416918429003021,0.3058823529411765
NHANES,model_b_routine_clinical,LightGBM,adaptive_calibration,isotonic,adaptive_transport_conformal,age_group,65+,302,0.8547121678860223,0.08977243720334817,0.7913907284768212,0.9966887417218543,0.4716981132075472,0.9693877551020408,0.030612244897959183,0.5283018867924528
NHANES,model_b_routine_clinical,LightGBM,adaptive_calibration,isotonic,adaptive_transport_conformal,sex,Female,590,0.9263095021158557,0.020139235953082018,0.9084745762711864,0.9983050847457627,0.5742574257425742,0.9795501022494888,0.02044989775051125,0.42574257425742573
NHANES,model_b_routine_clinical,LightGBM,adaptive_calibration,isotonic,adaptive_transport_conformal,sex,Male,556,0.9197149385268197,0.02013649227390111,0.9046762589928058,1.0,0.5544554455445545,0.9824175824175824,0.017582417582417582,0.44554455445544555
NHANES,model_b_routine_clinical,LightGBM,adaptive_calibration,isotonic,adaptive_transport_conformal,race,Mexican American,161,0.9481404958677686,0.05025472571709125,0.8944099378881988,1.0,0.6,0.9917355371900827,0.008264462809917356,0.4
NHANES,model_b_routine_clinical,LightGBM,adaptive_calibration,isotonic,adaptive_transport_conformal,race,Non-Hispanic Asian,147,0.9161585365853658,0.03808288483548708,0.891156462585034,1.0,0.5416666666666666,0.959349593495935,0.04065040650406504,0.4583333333333333
NHANES,model_b_routine_clinical,LightGBM,adaptive_calibration,isotonic,adaptive_transport_conformal,race,Non-Hispanic Black,281,0.9095744680851063,0.026206152037184294,0.9074733096085409,1.0,0.6086956521739131,0.9659574468085106,0.03404255319148936,0.391304347826087
NHANES,model_b_routine_clinical,LightGBM,adaptive_calibration,isotonic,adaptive_transport_conformal,race,Non-Hispanic White,402,0.9321387811002055,0.03341064886493551,0.9203980099502488,0.9975124378109452,0.5384615384615384,0.9970326409495549,0.002967359050445104,0.46153846153846156
NHANES,model_b_routine_clinical,LightGBM,adaptive_calibration,isotonic,adaptive_transport_conformal,race,Other Hispanic,94,0.910126582278481,0.03799138720901491,0.9148936170212766,1.0,0.5333333333333333,0.9873417721518988,0.012658227848101266,0.4666666666666667
NHANES,model_b_routine_clinical,LightGBM,adaptive_calibration,isotonic,adaptive_transport_conformal,race,Other/Multi-racial,61,0.8741496598639455,0.0780884882398437,0.8688524590163934,1.0,0.5,0.9591836734693877,0.04081632653061224,0.5
NHANES,model_b_routine_clinical,LightGBM,adaptive_calibration,isotonic,adaptive_transport_conformal,socioeconomic_status,High,309,0.9190733590733591,0.04177775137302595,0.9029126213592233,1.0,0.5,0.9806949806949807,0.019305019305019305,0.5
NHANES,model_b_routine_clinical,LightGBM,adaptive_calibration,isotonic,adaptive_transport_conformal,socioeconomic_status,Low,259,0.9500768049155146,0.01873463295824034,0.918918918918919,0.9961389961389961,0.6428571428571429,0.9769585253456221,0.02304147465437788,0.35714285714285715
NHANES,model_b_routine_clinical,LightGBM,adaptive_calibration,isotonic,adaptive_transport_conformal,socioeconomic_status,Middle,428,0.8933728448275862,0.029790506582790872,0.8925233644859814,1.0,0.525,0.9770114942528736,0.022988505747126436,0.475
NHANES,model_b_routine_clinical,LightGBM,adaptive_calibration,isotonic,adaptive_transport_conformal,socioeconomic_status,Unknown,150,0.9633333333333334,0.05825196357181767,0.9333333333333333,1.0,0.6666666666666666,1.0,0.0,0.3333333333333333
Pima,model_b_routine_clinical,LightGBM,naive_transfer,uncalibrated,adaptive_transport_conformal,age_group,20-44,312,0.7896391534888085,0.21488138764087494,0.6826923076923077,0.9487179487179487,0.16831683168316833,0.9715639810426541,0.02843601895734597,0.8316831683168316
Pima,model_b_routine_clinical,LightGBM,naive_transfer,uncalibrated,adaptive_transport_conformal,age_group,45-64,63,0.7454637096774194,0.2688394788768934,0.5396825396825397,0.9047619047619048,0.3870967741935484,0.78125,0.21875,0.6129032258064516
Pima,model_b_routine_clinical,LightGBM,naive_transfer,uncalibrated,adaptive_transport_conformal,sex,Unknown,384,0.7842686567164179,0.21830421114946846,0.6536458333333334,0.9401041666666666,0.22388059701492538,0.932,0.068,0.7761194029850746
Pima,model_b_routine_clinical,LightGBM,naive_transfer,uncalibrated,adaptive_transport_conformal,race,Pima/Native American,384,0.7842686567164179,0.21830421114946846,0.6536458333333334,0.9401041666666666,0.22388059701492538,0.932,0.068,0.7761194029850746
Pima,model_b_routine_clinical,LightGBM,naive_transfer,uncalibrated,adaptive_transport_conformal,socioeconomic_status,Unknown,384,0.7842686567164179,0.21830421114946846,0.6536458333333334,0.9401041666666666,0.22388059701492538,0.932,0.068,0.7761194029850746
Pima,model_b_routine_clinical,LightGBM,fixed_recalibration,temperature,adaptive_transport_conformal,age_group,20-44,312,0.7896391534888085,0.07412758397007738,0.6025641025641025,0.7788461538461539,0.16831683168316833,0.9715639810426541,0.02843601895734597,0.8316831683168316
Pima,model_b_routine_clinical,LightGBM,fixed_recalibration,temperature,adaptive_transport_conformal,age_group,45-64,63,0.7454637096774194,0.1358108422023941,0.36507936507936506,0.47619047619047616,0.3870967741935484,0.78125,0.21875,0.6129032258064516
Pima,model_b_routine_clinical,LightGBM,fixed_recalibration,temperature,adaptive_transport_conformal,sex,Unknown,384,0.7842686567164179,0.07655108111468326,0.5598958333333334,0.7291666666666666,0.22388059701492538,0.932,0.068,0.7761194029850746
Pima,model_b_routine_clinical,LightGBM,fixed_recalibration,temperature,adaptive_transport_conformal,race,Pima/Native American,384,0.7842686567164179,0.07655108111468326,0.5598958333333334,0.7291666666666666,0.22388059701492538,0.932,0.068,0.7761194029850746
Pima,model_b_routine_clinical,LightGBM,fixed_recalibration,temperature,adaptive_transport_conformal,socioeconomic_status,Unknown,384,0.7842686567164179,0.07655108111468326,0.5598958333333334,0.7291666666666666,0.22388059701492538,0.932,0.068,0.7761194029850746
Pima,model_b_routine_clinical,LightGBM,adaptive_calibration,isotonic,adaptive_transport_conformal,age_group,20-44,312,0.77375533761907,0.07435254164093878,0.6987179487179487,0.9775641025641025,0.2871287128712871,0.919431279620853,0.08056872037914692,0.7128712871287128
Pima,model_b_routine_clinical,LightGBM,adaptive_calibration,isotonic,adaptive_transport_conformal,age_group,45-64,63,0.7671370967741936,0.06653604295138485,0.6984126984126984,1.0,0.6774193548387096,0.71875,0.28125,0.3225806451612903
Pima,model_b_routine_clinical,LightGBM,adaptive_calibration,isotonic,adaptive_transport_conformal,sex,Unknown,384,0.7751194029850746,0.07436745439108244,0.6927083333333334,0.9817708333333334,0.3805970149253731,0.88,0.12,0.6194029850746269
Pima,model_b_routine_clinical,LightGBM,adaptive_calibration,isotonic,adaptive_transport_conformal,race,Pima/Native American,384,0.7751194029850746,0.07436745439108244,0.6927083333333334,0.9817708333333334,0.3805970149253731,0.88,0.12,0.6194029850746269
Pima,model_b_routine_clinical,LightGBM,adaptive_calibration,isotonic,adaptive_transport_conformal,socioeconomic_status,Unknown,384,0.7751194029850746,0.07436745439108244,0.6927083333333334,0.9817708333333334,0.3805970149253731,0.88,0.12,0.6194029850746269
NHANES,model_b_routine_clinical,CatBoost,naive_transfer,uncalibrated,adaptive_transport_conformal,age_group,20-44,428,0.9457161543492479,0.02194454466245654,0.9602803738317757,0.9789719626168224,0.45454545454545453,0.9904076738609112,0.009592326139088728,0.5454545454545454
NHANES,model_b_routine_clinical,CatBoost,naive_transfer,uncalibrated,adaptive_transport_conformal,age_group,45-64,416,0.9278123333925715,0.060498530232982344,0.8389423076923077,0.8942307692307693,0.7058823529411765,0.9697885196374623,0.030211480362537766,0.29411764705882354
NHANES,model_b_routine_clinical,CatBoost,naive_transfer,uncalibrated,adaptive_transport_conformal,age_group,65+,302,0.8436176357335388,0.1468220259750286,0.6854304635761589,0.7913907284768212,0.49056603773584906,0.9642857142857143,0.03571428571428571,0.5094339622641509
NHANES,model_b_routine_clinical,CatBoost,naive_transfer,uncalibrated,adaptive_transport_conformal,sex,Female,590,0.9248820587580231,0.06984616922592854,0.8491525423728814,0.9067796610169492,0.594059405940594,0.9734151329243353,0.026584867075664622,0.40594059405940597
NHANES,model_b_routine_clinical,CatBoost,naive_transfer,uncalibrated,adaptive_transport_conformal,sex,Male,556,0.9130236100533131,0.06370161599807857,0.8381294964028777,0.8902877697841727,0.5643564356435643,0.9824175824175824,0.017582417582417582,0.43564356435643564
NHANES,model_b_routine_clinical,CatBoost,naive_transfer,uncalibrated,adaptive_transport_conformal,race,Mexican American,161,0.9475206611570248,0.06969144817140702,0.8198757763975155,0.8695652173913043,0.6,0.9917355371900827,0.008264462809917356,0.4
NHANES,model_b_routine_clinical,CatBoost,naive_transfer,uncalibrated,adaptive_transport_conformal,race,Non-Hispanic Asian,147,0.9098915989159891,0.09336251720337302,0.8299319727891157,0.9183673469387755,0.5416666666666666,0.959349593495935,0.04065040650406504,0.4583333333333333
NHANES,model_b_routine_clinical,CatBoost,naive_transfer,uncalibrated,adaptive_transport_conformal,race,Non-Hispanic Black,281,0.9107308048103607,0.07409874899149067,0.8612099644128114,0.9252669039145908,0.6086956521739131,0.9659574468085106,0.03404255319148936,0.391304347826087
NHANES,model_b_routine_clinical,CatBoost,naive_transfer,uncalibrated,adaptive_transport_conformal,race,Non-Hispanic White,402,0.9269116640036521,0.05226419200778968,0.8482587064676617,0.8830845771144279,0.5846153846153846,0.9910979228486647,0.008902077151335312,0.4153846153846154
NHANES,model_b_routine_clinical,CatBoost,naive_transfer,uncalibrated,adaptive_transport_conformal,race,Other Hispanic,94,0.8632911392405064,0.08656003402976059,0.8191489361702128,0.8723404255319149,0.5333333333333333,0.9746835443037974,0.02531645569620253,0.4666666666666667
NHANES,model_b_routine_clinical,CatBoost,naive_transfer,uncalibrated,adaptive_transport_conformal,race,Other/Multi-racial,61,0.9081632653061225,0.11253704002018203,0.8688524590163934,0.9508196721311475,0.5,0.9591836734693877,0.04081632653061224,0.5
NHANES,model_b_routine_clinical,CatBoost,naive_transfer,uncalibrated,adaptive_transport_conformal,socioeconomic_status,High,309,0.9145173745173745,0.08131483020098942,0.8187702265372169,0.8770226537216829,0.5,0.9768339768339769,0.023166023166023165,0.5
NHANES,model_b_routine_clinical,CatBoost,naive_transfer,uncalibrated,adaptive_transport_conformal,socioeconomic_status,Low,259,0.9391046741277156,0.0620437555654884,0.8648648648648649,0.9073359073359073,0.6666666666666666,0.967741935483871,0.03225806451612903,0.3333333333333333
NHANES,model_b_routine_clinical,CatBoost,naive_transfer,uncalibrated,adaptive_transport_conformal,socioeconomic_status,Middle,428,0.8931752873563218,0.08009223047921232,0.8387850467289719,0.9042056074766355,0.55,0.9770114942528736,0.022988505747126436,0.45
