target_dataset,feature_set,model,scenario,calibration_method,conformal_method,marginal_coverage,coverage_bootstrap_mean,coverage_ci_low,coverage_ci_high,average_prediction_set_size,referral_rate,clinical_cost
NHANES,model_a_screening,Logistic Regression,naive_transfer,uncalibrated,multi_objective_safety_gated_atcp,0.8961605584642234,0.8959802210587551,0.8786649214659685,0.9140706806282722,1.7207678883071553,0.7207678883071553,1.5488656195462478
NHANES,model_a_screening,Logistic Regression,naive_transfer,uncalibrated,multi_objective_dp_shift_atcp,0.8551483420593369,0.8552675974403722,0.8346204188481675,0.876178010471204,1.4144851657940662,0.4144851657940663,1.0157068062827226
NHANES,model_a_screening,Logistic Regression,label_shift_adjusted,label_shift,source_split_conformal,0.7661431064572426,0.7657475276323443,0.7425828970331588,0.7901614310645724,1.6291448516579408,0.6291448516579407,1.4921465968586387
NHANES,model_a_screening,Logistic Regression,label_shift_adjusted,label_shift,importance_weighted_source_conformal,0.7757417102966842,0.7751541593949971,0.7508507853403141,0.7997600349040139,1.6413612565445026,0.6413612565445026,1.506980802792321
NHANES,model_a_screening,Logistic Regression,label_shift_adjusted,label_shift,target_only_conformal,0.8970331588132635,0.8967830133798721,0.8795375218150088,0.9149432809773124,1.8289703315881327,0.8289703315881326,1.7609075043630018
NHANES,model_a_screening,Logistic Regression,label_shift_adjusted,label_shift,adaptive_transport_conformal,0.7739965095986039,0.773414776032577,0.7495636998254799,0.7971422338568935,1.6396160558464223,0.6396160558464223,1.5052356020942408
NHANES,model_a_screening,Logistic Regression,label_shift_adjusted,label_shift,weighted_target_dominant_atcp,0.8970331588132635,0.8967830133798721,0.8795375218150088,0.9149432809773124,1.8289703315881327,0.8289703315881326,1.7609075043630018
NHANES,model_a_screening,Logistic Regression,label_shift_adjusted,label_shift,shift_aware_source_trust_atcp,0.893542757417103,0.8932257126236183,0.8747600349040139,0.9114528795811517,1.825479930191972,0.8254799301919721,1.7574171029668413
NHANES,model_a_screening,Logistic Regression,label_shift_adjusted,label_shift,class_conditional_weighted_atcp,0.9101221640488656,0.9100610820244329,0.8926701570680629,0.9258289703315882,1.4904013961605584,0.49040139616055844,1.112565445026178
NHANES,model_a_screening,Logistic Regression,label_shift_adjusted,label_shift,risk_asymmetric_shift_atcp,0.8891797556719022,0.8890779522978475,0.8708115183246073,0.9079624781849912,1.4738219895287958,0.4738219895287958,1.0898778359511343
NHANES,model_a_screening,Logistic Regression,label_shift_adjusted,label_shift,dp_shift_atcp,0.8551483420593369,0.8552675974403722,0.8346204188481675,0.876178010471204,1.4144851657940662,0.4144851657940663,1.0157068062827226
NHANES,model_a_screening,Logistic Regression,label_shift_adjusted,label_shift,safety_gated_atcp,0.8970331588132635,0.8967830133798721,0.8795375218150088,0.9149432809773124,1.8289703315881327,0.8289703315881326,1.7609075043630018
NHANES,model_a_screening,Logistic Regression,label_shift_adjusted,label_shift,safety_gated_shift_atcp,0.893542757417103,0.8932257126236183,0.8747600349040139,0.9114528795811517,1.825479930191972,0.8254799301919721,1.7574171029668413
