target_dataset,feature_set,model,scenario,calibration_method,conformal_method,marginal_coverage,coverage_bootstrap_mean,coverage_ci_low,coverage_ci_high,average_prediction_set_size,referral_rate,clinical_cost
NHANES,model_a_screening,CatBoost,adaptive_calibration_target_selected,isotonic,target_only_conformal,0.9232111692844677,0.9227196044211752,0.9075043630017452,0.9380453752181501,1.2705061082024434,0.2705061082024433,0.924956369982548
NHANES,model_a_screening,CatBoost,adaptive_calibration_target_selected,isotonic,adaptive_transport_conformal,0.8211169284467714,0.8202559627690518,0.7953534031413612,0.8411867364746946,0.987783595113438,0.012216404886561954,0.8630017452006981
NHANES,model_a_screening,CatBoost,adaptive_calibration_target_selected,isotonic,weighted_target_dominant_atcp,0.9232111692844677,0.9227196044211752,0.9075043630017452,0.9380453752181501,1.2705061082024434,0.2705061082024433,0.924956369982548
NHANES,model_a_screening,CatBoost,adaptive_calibration_target_selected,isotonic,shift_aware_source_trust_atcp,0.9232111692844677,0.9227196044211752,0.9075043630017452,0.9380453752181501,1.2705061082024434,0.2705061082024433,0.924956369982548
NHANES,model_a_screening,CatBoost,adaptive_calibration_target_selected,isotonic,class_conditional_weighted_atcp,0.9205933682373473,0.9208726003490402,0.9048865619546248,0.9367582897033159,1.5907504363001745,0.5907504363001745,1.274869109947644
NHANES,model_a_screening,CatBoost,adaptive_calibration_target_selected,isotonic,risk_asymmetric_shift_atcp,0.9205933682373473,0.9208726003490402,0.9048865619546248,0.9367582897033159,1.5907504363001745,0.5907504363001745,1.274869109947644
NHANES,model_a_screening,CatBoost,adaptive_calibration_target_selected,isotonic,dp_shift_atcp,0.9205933682373473,0.9208726003490402,0.9048865619546248,0.9367582897033159,1.5907504363001745,0.5907504363001745,1.274869109947644
NHANES,model_a_screening,CatBoost,adaptive_calibration_target_selected,isotonic,safety_gated_atcp,0.9232111692844677,0.9227196044211752,0.9075043630017452,0.9380453752181501,1.2705061082024434,0.2705061082024433,0.924956369982548
NHANES,model_a_screening,CatBoost,adaptive_calibration_target_selected,isotonic,safety_gated_shift_atcp,0.9232111692844677,0.9227196044211752,0.9075043630017452,0.9380453752181501,1.2705061082024434,0.2705061082024433,0.924956369982548
NHANES,model_a_screening,CatBoost,adaptive_calibration_target_selected,isotonic,multi_objective_safety_gated_atcp,0.9232111692844677,0.9227196044211752,0.9075043630017452,0.9380453752181501,1.2705061082024434,0.2705061082024433,0.924956369982548
NHANES,model_a_screening,CatBoost,adaptive_calibration_target_selected,isotonic,multi_objective_dp_shift_atcp,0.9205933682373473,0.9208726003490402,0.9048865619546248,0.9367582897033159,1.5907504363001745,0.5907504363001745,1.274869109947644
Pima,model_a_screening,CatBoost,naive_transfer,uncalibrated,source_split_conformal,0.6458333333333334,0.6429340277777779,0.5963541666666666,0.6927083333333334,0.9869791666666666,0.013020833333333334,1.7447916666666667
Pima,model_a_screening,CatBoost,naive_transfer,uncalibrated,importance_weighted_source_conformal,0.6484375,0.6458072916666666,0.5989583333333334,0.6940755208333332,0.9973958333333334,0.0026041666666666665,1.7526041666666667
Pima,model_a_screening,CatBoost,naive_transfer,uncalibrated,target_only_conformal,0.9010416666666666,0.9000607638888888,0.8684244791666667,0.9298177083333332,1.5260416666666667,0.5260416666666666,1.546875
Pima,model_a_screening,CatBoost,naive_transfer,uncalibrated,adaptive_transport_conformal,0.6458333333333334,0.6429340277777779,0.5963541666666666,0.6927083333333334,0.9895833333333334,0.010416666666666666,1.75
Pima,model_a_screening,CatBoost,naive_transfer,uncalibrated,weighted_target_dominant_atcp,0.8984375,0.8975954861111113,0.8658203125,0.9284505208333332,1.5234375,0.5234375,1.5546875
Pima,model_a_screening,CatBoost,naive_transfer,uncalibrated,shift_aware_source_trust_atcp,0.8984375,0.8975954861111113,0.8658203125,0.9284505208333332,1.5234375,0.5234375,1.5546875
Pima,model_a_screening,CatBoost,naive_transfer,uncalibrated,class_conditional_weighted_atcp,0.8854166666666666,0.882890625,0.8554036458333333,0.9154296874999999,1.53125,0.53125,1.3125
Pima,model_a_screening,CatBoost,naive_transfer,uncalibrated,risk_asymmetric_shift_atcp,0.8828125,0.8802083333333334,0.8475911458333333,0.9114583333333334,1.53125,0.53125,1.2734375
Pima,model_a_screening,CatBoost,naive_transfer,uncalibrated,dp_shift_atcp,0.8723958333333334,0.8696527777777779,0.8359375,0.9010416666666666,1.5052083333333333,0.5052083333333334,1.2734375
Pima,model_a_screening,CatBoost,naive_transfer,uncalibrated,safety_gated_atcp,0.8984375,0.8975954861111113,0.8658203125,0.9284505208333332,1.5234375,0.5234375,1.5546875
Pima,model_a_screening,CatBoost,naive_transfer,uncalibrated,safety_gated_shift_atcp,0.8984375,0.8975954861111113,0.8658203125,0.9284505208333332,1.5234375,0.5234375,1.5546875
Pima,model_a_screening,CatBoost,naive_transfer,uncalibrated,multi_objective_safety_gated_atcp,0.9010416666666666,0.9000607638888888,0.8684244791666667,0.9298177083333332,1.5260416666666667,0.5260416666666666,1.546875
Pima,model_a_screening,CatBoost,naive_transfer,uncalibrated,multi_objective_dp_shift_atcp,0.8723958333333334,0.8696527777777779,0.8359375,0.9010416666666666,1.5052083333333333,0.5052083333333334,1.2734375
Pima,model_a_screening,CatBoost,label_shift_adjusted,label_shift,source_split_conformal,0.7369791666666666,0.7339496527777777,0.6835286458333333,0.78125,1.1640625,0.1640625,1.4557291666666667
Pima,model_a_screening,CatBoost,label_shift_adjusted,label_shift,importance_weighted_source_conformal,0.7447916666666666,0.74171875,0.6965494791666667,0.7878255208333332,1.1953125,0.1953125,1.5
Pima,model_a_screening,CatBoost,label_shift_adjusted,label_shift,target_only_conformal,0.8958333333333334,0.8944444444444444,0.8632161458333333,0.9244791666666666,1.515625,0.515625,1.53125
Pima,model_a_screening,CatBoost,label_shift_adjusted,label_shift,adaptive_transport_conformal,0.7369791666666666,0.7339496527777777,0.6835286458333333,0.78125,1.1666666666666667,0.16666666666666666,1.4609375
Pima,model_a_screening,CatBoost,label_shift_adjusted,label_shift,weighted_target_dominant_atcp,0.8932291666666666,0.8919791666666667,0.8606119791666667,0.9244791666666666,1.5130208333333333,0.5130208333333334,1.5390625
Pima,model_a_screening,CatBoost,label_shift_adjusted,label_shift,shift_aware_source_trust_atcp,0.8932291666666666,0.8919791666666667,0.8606119791666667,0.9244791666666666,1.5130208333333333,0.5130208333333334,1.5390625
Pima,model_a_screening,CatBoost,label_shift_adjusted,label_shift,class_conditional_weighted_atcp,0.8854166666666666,0.882890625,0.8554036458333333,0.9154296874999999,1.53125,0.53125,1.3125
Pima,model_a_screening,CatBoost,label_shift_adjusted,label_shift,risk_asymmetric_shift_atcp,0.8828125,0.8802083333333334,0.8475911458333333,0.9114583333333334,1.53125,0.53125,1.2734375
Pima,model_a_screening,CatBoost,label_shift_adjusted,label_shift,dp_shift_atcp,0.8723958333333334,0.8696527777777779,0.8359375,0.9010416666666666,1.5052083333333333,0.5052083333333334,1.2734375
Pima,model_a_screening,CatBoost,label_shift_adjusted,label_shift,safety_gated_atcp,0.8932291666666666,0.8919791666666667,0.8606119791666667,0.9244791666666666,1.5130208333333333,0.5130208333333334,1.5390625
Pima,model_a_screening,CatBoost,label_shift_adjusted,label_shift,safety_gated_shift_atcp,0.8932291666666666,0.8919791666666667,0.8606119791666667,0.9244791666666666,1.5130208333333333,0.5130208333333334,1.5390625
Pima,model_a_screening,CatBoost,label_shift_adjusted,label_shift,multi_objective_safety_gated_atcp,0.8958333333333334,0.8944444444444444,0.8632161458333333,0.9244791666666666,1.515625,0.515625,1.53125
Pima,model_a_screening,CatBoost,label_shift_adjusted,label_shift,multi_objective_dp_shift_atcp,0.8723958333333334,0.8696527777777779,0.8359375,0.9010416666666666,1.5052083333333333,0.5052083333333334,1.2734375
Pima,model_a_screening,CatBoost,fixed_recalibration_source_selected,uncalibrated,source_split_conformal,0.6458333333333334,0.6429340277777779,0.5963541666666666,0.6927083333333334,0.9869791666666666,0.013020833333333334,1.7447916666666667
Pima,model_a_screening,CatBoost,fixed_recalibration_source_selected,uncalibrated,importance_weighted_source_conformal,0.6484375,0.6458072916666666,0.5989583333333334,0.6940755208333332,0.9973958333333334,0.0026041666666666665,1.7526041666666667
Pima,model_a_screening,CatBoost,fixed_recalibration_source_selected,uncalibrated,target_only_conformal,0.9010416666666666,0.9000607638888888,0.8684244791666667,0.9298177083333332,1.5260416666666667,0.5260416666666666,1.546875
Pima,model_a_screening,CatBoost,fixed_recalibration_source_selected,uncalibrated,adaptive_transport_conformal,0.6458333333333334,0.6429340277777779,0.5963541666666666,0.6927083333333334,0.9895833333333334,0.010416666666666666,1.75
Pima,model_a_screening,CatBoost,fixed_recalibration_source_selected,uncalibrated,weighted_target_dominant_atcp,0.8984375,0.8975954861111113,0.8658203125,0.9284505208333332,1.5234375,0.5234375,1.5546875
Pima,model_a_screening,CatBoost,fixed_recalibration_source_selected,uncalibrated,shift_aware_source_trust_atcp,0.8984375,0.8975954861111113,0.8658203125,0.9284505208333332,1.5234375,0.5234375,1.5546875
Pima,model_a_screening,CatBoost,fixed_recalibration_source_selected,uncalibrated,class_conditional_weighted_atcp,0.8854166666666666,0.882890625,0.8554036458333333,0.9154296874999999,1.53125,0.53125,1.3125
Pima,model_a_screening,CatBoost,fixed_recalibration_source_selected,uncalibrated,risk_asymmetric_shift_atcp,0.8828125,0.8802083333333334,0.8475911458333333,0.9114583333333334,1.53125,0.53125,1.2734375
Pima,model_a_screening,CatBoost,fixed_recalibration_source_selected,uncalibrated,dp_shift_atcp,0.8723958333333334,0.8696527777777779,0.8359375,0.9010416666666666,1.5052083333333333,0.5052083333333334,1.2734375
Pima,model_a_screening,CatBoost,fixed_recalibration_source_selected,uncalibrated,safety_gated_atcp,0.8984375,0.8975954861111113,0.8658203125,0.9284505208333332,1.5234375,0.5234375,1.5546875
Pima,model_a_screening,CatBoost,fixed_recalibration_source_selected,uncalibrated,safety_gated_shift_atcp,0.8984375,0.8975954861111113,0.8658203125,0.9284505208333332,1.5234375,0.5234375,1.5546875
Pima,model_a_screening,CatBoost,fixed_recalibration_source_selected,uncalibrated,multi_objective_safety_gated_atcp,0.9010416666666666,0.9000607638888888,0.8684244791666667,0.9298177083333332,1.5260416666666667,0.5260416666666666,1.546875
Pima,model_a_screening,CatBoost,fixed_recalibration_source_selected,uncalibrated,multi_objective_dp_shift_atcp,0.8723958333333334,0.8696527777777779,0.8359375,0.9010416666666666,1.5052083333333333,0.5052083333333334,1.2734375
Pima,model_a_screening,CatBoost,adaptive_calibration_target_selected,platt,source_split_conformal,0.7708333333333334,0.767265625,0.7225911458333333,0.8125,1.2578125,0.2578125,1.453125
Pima,model_a_screening,CatBoost,adaptive_calibration_target_selected,platt,importance_weighted_source_conformal,0.7838541666666666,0.7807899305555556,0.734375,0.8255208333333334,1.2838541666666667,0.2838541666666667,1.4609375
Pima,model_a_screening,CatBoost,adaptive_calibration_target_selected,platt,target_only_conformal,0.890625,0.8895833333333333,0.8567708333333334,0.9180338541666666,1.5,0.5,1.484375
Pima,model_a_screening,CatBoost,adaptive_calibration_target_selected,platt,adaptive_transport_conformal,0.7734375,0.7699565972222222,0.7239583333333334,0.8151041666666666,1.2630208333333333,0.2630208333333333,1.4609375
Pima,model_a_screening,CatBoost,adaptive_calibration_target_selected,platt,weighted_target_dominant_atcp,0.890625,0.8895833333333333,0.8567708333333334,0.9180338541666666,1.5,0.5,1.484375
Pima,model_a_screening,CatBoost,adaptive_calibration_target_selected,platt,shift_aware_source_trust_atcp,0.890625,0.8895833333333333,0.8567708333333334,0.9180338541666666,1.5,0.5,1.484375
Pima,model_a_screening,CatBoost,adaptive_calibration_target_selected,platt,class_conditional_weighted_atcp,0.8854166666666666,0.882890625,0.8554036458333333,0.9154296874999999,1.53125,0.53125,1.3125
Pima,model_a_screening,CatBoost,adaptive_calibration_target_selected,platt,risk_asymmetric_shift_atcp,0.8828125,0.8802083333333334,0.8475911458333333,0.9114583333333334,1.53125,0.53125,1.2734375
Pima,model_a_screening,CatBoost,adaptive_calibration_target_selected,platt,dp_shift_atcp,0.8723958333333334,0.8696527777777779,0.8359375,0.9010416666666666,1.5052083333333333,0.5052083333333334,1.2734375
Pima,model_a_screening,CatBoost,adaptive_calibration_target_selected,platt,safety_gated_atcp,0.890625,0.8895833333333333,0.8567708333333334,0.9180338541666666,1.5,0.5,1.484375
Pima,model_a_screening,CatBoost,adaptive_calibration_target_selected,platt,safety_gated_shift_atcp,0.890625,0.8895833333333333,0.8567708333333334,0.9180338541666666,1.5,0.5,1.484375
Pima,model_a_screening,CatBoost,adaptive_calibration_target_selected,platt,multi_objective_safety_gated_atcp,0.890625,0.8895833333333333,0.8567708333333334,0.9180338541666666,1.5,0.5,1.484375
Pima,model_a_screening,CatBoost,adaptive_calibration_target_selected,platt,multi_objective_dp_shift_atcp,0.8723958333333334,0.8696527777777779,0.8359375,0.9010416666666666,1.5052083333333333,0.5052083333333334,1.2734375
NHANES,model_b_routine_clinical,Logistic Regression,naive_transfer,uncalibrated,source_split_conformal,0.9066317626527051,0.9072542175683538,0.8883071553228621,0.924956369982548,1.0261780104712042,0.02617801047120419,0.25043630017452007
NHANES,model_b_routine_clinical,Logistic Regression,naive_transfer,uncalibrated,importance_weighted_source_conformal,0.9083769633507853,0.909043048283886,0.8913394415357766,0.9262870855148342,1.0340314136125655,0.034031413612565446,0.26090750436300175
NHANES,model_b_routine_clinical,Logistic Regression,naive_transfer,uncalibrated,target_only_conformal,0.8987783595113438,0.8994095404304827,0.881740837696335,0.9179755671902269,1.0148342059336823,0.014834205933682374,0.23909249563699825
NHANES,model_b_routine_clinical,Logistic Regression,naive_transfer,uncalibrated,adaptive_transport_conformal,0.9066317626527051,0.9072542175683538,0.8883071553228621,0.924956369982548,1.0261780104712042,0.02617801047120419,0.25043630017452007
NHANES,model_b_routine_clinical,Logistic Regression,naive_transfer,uncalibrated,weighted_target_dominant_atcp,0.8979057591623036,0.8985136707388017,0.8804101221640489,0.9171029668411868,1.013089005235602,0.013089005235602094,0.2399650959860384
NHANES,model_b_routine_clinical,Logistic Regression,naive_transfer,uncalibrated,shift_aware_source_trust_atcp,0.8979057591623036,0.8985136707388017,0.8804101221640489,0.9171029668411868,1.013089005235602,0.013089005235602094,0.2399650959860384
NHANES,model_b_routine_clinical,Logistic Regression,naive_transfer,uncalibrated,class_conditional_weighted_atcp,0.8952879581151832,0.8959365910413031,0.8778359511343804,0.9136125654450262,1.0357766143106457,0.03577661431064572,0.2705061082024433
NHANES,model_b_routine_clinical,Logistic Regression,naive_transfer,uncalibrated,risk_asymmetric_shift_atcp,0.8987783595113438,0.899368819080861,0.8830715532286213,0.9158158813263525,1.1108202443280977,0.11082024432809773,0.35776614310645727
NHANES,model_b_routine_clinical,Logistic Regression,naive_transfer,uncalibrated,dp_shift_atcp,0.8839441535776614,0.8845840605002909,0.8656195462478184,0.9022687609075044,1.0218150087260034,0.02181500872600349,0.25392670157068065
NHANES,model_b_routine_clinical,Logistic Regression,naive_transfer,uncalibrated,safety_gated_atcp,0.8979057591623036,0.8985136707388017,0.8804101221640489,0.9171029668411868,1.013089005235602,0.013089005235602094,0.2399650959860384
NHANES,model_b_routine_clinical,Logistic Regression,naive_transfer,uncalibrated,safety_gated_shift_atcp,0.8979057591623036,0.8985136707388017,0.8804101221640489,0.9171029668411868,1.013089005235602,0.013089005235602094,0.2399650959860384
NHANES,model_b_routine_clinical,Logistic Regression,naive_transfer,uncalibrated,multi_objective_safety_gated_atcp,0.8979057591623036,0.8985136707388017,0.8804101221640489,0.9171029668411868,1.013089005235602,0.013089005235602094,0.2399650959860384
NHANES,model_b_routine_clinical,Logistic Regression,naive_transfer,uncalibrated,multi_objective_dp_shift_atcp,0.8839441535776614,0.8845840605002909,0.8656195462478184,0.9022687609075044,1.0218150087260034,0.02181500872600349,0.25392670157068065
NHANES,model_b_routine_clinical,Logistic Regression,label_shift_adjusted,label_shift,source_split_conformal,0.918848167539267,0.9195229784758582,0.9044284467713787,0.9350130890052355,1.1945898778359512,0.19458987783595114,0.49825479930191974
NHANES,model_b_routine_clinical,Logistic Regression,label_shift_adjusted,label_shift,importance_weighted_source_conformal,0.9232111692844677,0.9239005235602095,0.9092495636998255,0.9393760907504363,1.2076788830715532,0.20767888307155322,0.5200698080279232
NHANES,model_b_routine_clinical,Logistic Regression,label_shift_adjusted,label_shift,target_only_conformal,0.9101221640488656,0.9107940663176265,0.8926701570680629,0.9284904013961606,1.1675392670157068,0.16753926701570682,0.45287958115183247
NHANES,model_b_routine_clinical,Logistic Regression,label_shift_adjusted,label_shift,adaptive_transport_conformal,0.9171029668411868,0.9176527050610821,0.9022687609075044,0.9341404886561954,1.1910994764397906,0.19109947643979058,0.4930191972076789
NHANES,model_b_routine_clinical,Logistic Regression,label_shift_adjusted,label_shift,weighted_target_dominant_atcp,0.9101221640488656,0.9107940663176265,0.8926701570680629,0.9284904013961606,1.1631762652705062,0.1631762652705061,0.44415357766143104
NHANES,model_b_routine_clinical,Logistic Regression,label_shift_adjusted,label_shift,shift_aware_source_trust_atcp,0.9101221640488656,0.9107940663176265,0.8926701570680629,0.9284904013961606,1.1631762652705062,0.1631762652705061,0.44415357766143104
NHANES,model_b_routine_clinical,Logistic Regression,label_shift_adjusted,label_shift,class_conditional_weighted_atcp,0.8952879581151832,0.8959365910413031,0.8778359511343804,0.9136125654450262,1.0357766143106457,0.03577661431064572,0.2705061082024433
NHANES,model_b_routine_clinical,Logistic Regression,label_shift_adjusted,label_shift,risk_asymmetric_shift_atcp,0.8987783595113438,0.899368819080861,0.8830715532286213,0.9158158813263525,1.1108202443280977,0.11082024432809773,0.35776614310645727
NHANES,model_b_routine_clinical,Logistic Regression,label_shift_adjusted,label_shift,dp_shift_atcp,0.8839441535776614,0.8845840605002909,0.8656195462478184,0.9022687609075044,1.0218150087260034,0.02181500872600349,0.25392670157068065
NHANES,model_b_routine_clinical,Logistic Regression,label_shift_adjusted,label_shift,safety_gated_atcp,0.9101221640488656,0.9107940663176265,0.8926701570680629,0.9284904013961606,1.1631762652705062,0.1631762652705061,0.44415357766143104
NHANES,model_b_routine_clinical,Logistic Regression,label_shift_adjusted,label_shift,safety_gated_shift_atcp,0.9101221640488656,0.9107940663176265,0.8926701570680629,0.9284904013961606,1.1631762652705062,0.1631762652705061,0.44415357766143104
NHANES,model_b_routine_clinical,Logistic Regression,label_shift_adjusted,label_shift,multi_objective_safety_gated_atcp,0.9101221640488656,0.9107940663176265,0.8926701570680629,0.9284904013961606,1.1631762652705062,0.1631762652705061,0.44415357766143104
NHANES,model_b_routine_clinical,Logistic Regression,label_shift_adjusted,label_shift,multi_objective_dp_shift_atcp,0.8839441535776614,0.8845840605002909,0.8656195462478184,0.9022687609075044,1.0218150087260034,0.02181500872600349,0.25392670157068065
NHANES,model_b_routine_clinical,Logistic Regression,fixed_recalibration_source_selected,beta,source_split_conformal,0.8673647469458988,0.8671465968586386,0.8477094240837696,0.887434554973822,0.9258289703315882,0.07417102966841187,0.45898778359511344
NHANES,model_b_routine_clinical,Logistic Regression,fixed_recalibration_source_selected,beta,importance_weighted_source_conformal,0.8708551483420593,0.8706631762652706,0.849912739965096,0.8905104712041885,0.9328097731239092,0.06719022687609075,0.45200698080279234
NHANES,model_b_routine_clinical,Logistic Regression,fixed_recalibration_source_selected,beta,target_only_conformal,0.9057591623036649,0.9053403141361256,0.887849040139616,0.9205933682373473,0.9842931937172775,0.015706806282722512,0.3699825479930192
NHANES,model_b_routine_clinical,Logistic Regression,fixed_recalibration_source_selected,beta,adaptive_transport_conformal,0.868237347294939,0.8680541012216406,0.8481675392670157,0.8883071553228621,0.9267015706806283,0.07329842931937172,0.456369982547993
NHANES,model_b_routine_clinical,Logistic Regression,fixed_recalibration_source_selected,beta,weighted_target_dominant_atcp,0.9057591623036649,0.9053403141361256,0.887849040139616,0.9205933682373473,0.9834205933682374,0.016579406631762654,0.3682373472949389
NHANES,model_b_routine_clinical,Logistic Regression,fixed_recalibration_source_selected,beta,shift_aware_source_trust_atcp,0.9057591623036649,0.9053403141361256,0.887849040139616,0.9205933682373473,0.9834205933682374,0.016579406631762654,0.3682373472949389
NHANES,model_b_routine_clinical,Logistic Regression,fixed_recalibration_source_selected,beta,class_conditional_weighted_atcp,0.8952879581151832,0.8959365910413031,0.8778359511343804,0.9136125654450262,1.0357766143106457,0.03577661431064572,0.2705061082024433
NHANES,model_b_routine_clinical,Logistic Regression,fixed_recalibration_source_selected,beta,risk_asymmetric_shift_atcp,0.8987783595113438,0.899368819080861,0.8830715532286213,0.9158158813263525,1.1108202443280977,0.11082024432809773,0.35776614310645727
NHANES,model_b_routine_clinical,Logistic Regression,fixed_recalibration_source_selected,beta,dp_shift_atcp,0.8839441535776614,0.8845840605002909,0.8656195462478184,0.9022687609075044,1.0218150087260034,0.02181500872600349,0.25392670157068065
NHANES,model_b_routine_clinical,Logistic Regression,fixed_recalibration_source_selected,beta,safety_gated_atcp,0.9057591623036649,0.9053403141361256,0.887849040139616,0.9205933682373473,0.9834205933682374,0.016579406631762654,0.3682373472949389
NHANES,model_b_routine_clinical,Logistic Regression,fixed_recalibration_source_selected,beta,safety_gated_shift_atcp,0.9057591623036649,0.9053403141361256,0.887849040139616,0.9205933682373473,0.9834205933682374,0.016579406631762654,0.3682373472949389
NHANES,model_b_routine_clinical,Logistic Regression,fixed_recalibration_source_selected,beta,multi_objective_safety_gated_atcp,0.9057591623036649,0.9053403141361256,0.887849040139616,0.9205933682373473,0.9834205933682374,0.016579406631762654,0.3682373472949389
NHANES,model_b_routine_clinical,Logistic Regression,fixed_recalibration_source_selected,beta,multi_objective_dp_shift_atcp,0.8839441535776614,0.8845840605002909,0.8656195462478184,0.9022687609075044,1.0218150087260034,0.02181500872600349,0.25392670157068065
NHANES,model_b_routine_clinical,Logistic Regression,adaptive_calibration_target_selected,isotonic,source_split_conformal,0.887434554973822,0.8873211169284468,0.8677792321116928,0.9053446771378708,0.9554973821989529,0.04450261780104712,0.4109947643979058
NHANES,model_b_routine_clinical,Logistic Regression,adaptive_calibration_target_selected,isotonic,importance_weighted_source_conformal,0.887434554973822,0.8873211169284468,0.8677792321116928,0.9053446771378708,0.9554973821989529,0.04450261780104712,0.4109947643979058
NHANES,model_b_routine_clinical,Logistic Regression,adaptive_calibration_target_selected,isotonic,target_only_conformal,0.9083769633507853,0.9077486910994764,0.8900523560209425,0.9232111692844677,0.9973821989528796,0.002617801047120419,0.3481675392670157
NHANES,model_b_routine_clinical,Logistic Regression,adaptive_calibration_target_selected,isotonic,adaptive_transport_conformal,0.887434554973822,0.8873211169284468,0.8677792321116928,0.9053446771378708,0.9554973821989529,0.04450261780104712,0.4109947643979058
NHANES,model_b_routine_clinical,Logistic Regression,adaptive_calibration_target_selected,isotonic,weighted_target_dominant_atcp,0.8987783595113438,0.8983536940081442,0.8804537521815009,0.9153577661431065,0.9781849912739965,0.02181500872600349,0.35776614310645727
NHANES,model_b_routine_clinical,Logistic Regression,adaptive_calibration_target_selected,isotonic,shift_aware_source_trust_atcp,0.8987783595113438,0.8983536940081442,0.8804537521815009,0.9153577661431065,0.9781849912739965,0.02181500872600349,0.35776614310645727
NHANES,model_b_routine_clinical,Logistic Regression,adaptive_calibration_target_selected,isotonic,class_conditional_weighted_atcp,0.8952879581151832,0.8959365910413031,0.8778359511343804,0.9136125654450262,1.0357766143106457,0.03577661431064572,0.2705061082024433
NHANES,model_b_routine_clinical,Logistic Regression,adaptive_calibration_target_selected,isotonic,risk_asymmetric_shift_atcp,0.9118673647469459,0.9124956369982549,0.8948298429319371,0.9289485165794066,1.1797556719022688,0.17975567190226877,0.4755671902268761
NHANES,model_b_routine_clinical,Logistic Regression,adaptive_calibration_target_selected,isotonic,dp_shift_atcp,0.8717277486910995,0.8721116928446772,0.8525305410122164,0.8922556719022687,1.0087260034904013,0.008726003490401396,0.2399650959860384
NHANES,model_b_routine_clinical,Logistic Regression,adaptive_calibration_target_selected,isotonic,safety_gated_atcp,0.8987783595113438,0.8983536940081442,0.8804537521815009,0.9153577661431065,0.9781849912739965,0.02181500872600349,0.35776614310645727
NHANES,model_b_routine_clinical,Logistic Regression,adaptive_calibration_target_selected,isotonic,safety_gated_shift_atcp,0.8987783595113438,0.8983536940081442,0.8804537521815009,0.9153577661431065,0.9781849912739965,0.02181500872600349,0.35776614310645727
NHANES,model_b_routine_clinical,Logistic Regression,adaptive_calibration_target_selected,isotonic,multi_objective_safety_gated_atcp,0.8987783595113438,0.8983536940081442,0.8804537521815009,0.9153577661431065,0.9781849912739965,0.02181500872600349,0.35776614310645727
NHANES,model_b_routine_clinical,Logistic Regression,adaptive_calibration_target_selected,isotonic,multi_objective_dp_shift_atcp,0.8717277486910995,0.8721116928446772,0.8525305410122164,0.8922556719022687,1.0087260034904013,0.008726003490401396,0.2399650959860384
Pima,model_b_routine_clinical,Logistic Regression,naive_transfer,uncalibrated,source_split_conformal,0.7447916666666666,0.7431944444444444,0.6991536458333333,0.7890625,1.0442708333333333,0.044270833333333336,1.0625
Pima,model_b_routine_clinical,Logistic Regression,naive_transfer,uncalibrated,importance_weighted_source_conformal,0.765625,0.7645138888888889,0.7239583333333334,0.8020833333333334,1.0755208333333333,0.07552083333333333,1.0520833333333333
Pima,model_b_routine_clinical,Logistic Regression,naive_transfer,uncalibrated,target_only_conformal,0.90625,0.9057465277777779,0.8723958333333334,0.9336588541666666,1.40625,0.40625,1.2395833333333333
Pima,model_b_routine_clinical,Logistic Regression,naive_transfer,uncalibrated,adaptive_transport_conformal,0.7473958333333334,0.7461805555555555,0.703125,0.7916666666666666,1.0520833333333333,0.052083333333333336,1.0755208333333333
Pima,model_b_routine_clinical,Logistic Regression,naive_transfer,uncalibrated,weighted_target_dominant_atcp,0.90625,0.9057465277777779,0.8723958333333334,0.9336588541666666,1.4010416666666667,0.4010416666666667,1.2291666666666667
Pima,model_b_routine_clinical,Logistic Regression,naive_transfer,uncalibrated,shift_aware_source_trust_atcp,0.90625,0.9057465277777779,0.8723958333333334,0.9336588541666666,1.4010416666666667,0.4010416666666667,1.2291666666666667
Pima,model_b_routine_clinical,Logistic Regression,naive_transfer,uncalibrated,class_conditional_weighted_atcp,0.8880208333333334,0.8864670138888887,0.8515625,0.9154296874999999,1.4114583333333333,0.4114583333333333,1.0286458333333333
Pima,model_b_routine_clinical,Logistic Regression,naive_transfer,uncalibrated,risk_asymmetric_shift_atcp,0.8802083333333334,0.8790625,0.8489583333333334,0.9088541666666666,1.40625,0.40625,0.984375
Pima,model_b_routine_clinical,Logistic Regression,naive_transfer,uncalibrated,dp_shift_atcp,0.8411458333333334,0.8399739583333333,0.8046875,0.8776041666666666,1.3072916666666667,0.3072916666666667,0.8671875
Pima,model_b_routine_clinical,Logistic Regression,naive_transfer,uncalibrated,safety_gated_atcp,0.90625,0.9057465277777779,0.8723958333333334,0.9336588541666666,1.4010416666666667,0.4010416666666667,1.2291666666666667
Pima,model_b_routine_clinical,Logistic Regression,naive_transfer,uncalibrated,safety_gated_shift_atcp,0.90625,0.9057465277777779,0.8723958333333334,0.9336588541666666,1.4010416666666667,0.4010416666666667,1.2291666666666667
Pima,model_b_routine_clinical,Logistic Regression,naive_transfer,uncalibrated,multi_objective_safety_gated_atcp,0.90625,0.9057465277777779,0.8723958333333334,0.9336588541666666,1.40625,0.40625,1.2395833333333333
Pima,model_b_routine_clinical,Logistic Regression,naive_transfer,uncalibrated,multi_objective_dp_shift_atcp,0.8411458333333334,0.8399739583333333,0.8046875,0.8776041666666666,1.3072916666666667,0.3072916666666667,0.8671875
Pima,model_b_routine_clinical,Logistic Regression,label_shift_adjusted,label_shift,source_split_conformal,0.9244791666666666,0.9227604166666666,0.8984375,0.9453125,1.6640625,0.6640625,1.4036458333333333
