target_dataset,feature_set,model,scenario,calibration_method,confidence_level,conformal_method,n,marginal_coverage,coverage_gap,average_prediction_set_size,prediction_set_efficiency,singleton_prediction_rate,empty_set_rate,class_0_conditional_coverage,class_1_conditional_coverage,class_coverage_gap_abs,clinical_cost,single_label_rate,referral_rate,uncertain_set_rate,diabetes_prevalence_in_referred,mean_confidence_referred,mean_confidence_non_referred,non_referred_error_rate,selected_source_weight,source_weight_strategy,gate_validation_coverage,fallback_used,mean_psi,domain_classifier_auc,prevalence_gap,shift_formula_source_weight,gate_validation_set_size,class_0_target_confidence,class_1_target_confidence,gate_validation_class_0_coverage,gate_validation_class_1_coverage,gate_validation_class_gap,gate_validation_clinical_cost,gate_validation_referral_rate,multi_objective_score,safety_decision,coverage_bootstrap_mean,coverage_ci_low,coverage_ci_high
NHANES,model_a_screening,Logistic Regression,naive_transfer,uncalibrated,0.8,safety_gated_shift_atcp,1146,0.7949389179755671,-0.005061082024432895,1.4965095986038395,0.6682215743440233,0.5034904013961605,0.0,0.753177966101695,0.9900990099009901,0.23692104379929513,1.2050610820244327,0.5034904013961605,0.4965095986038394,0.4965095986038394,0.1265377855887522,0.6260681366639802,0.8445180100396619,0.4072790294627383,0.0004756427040720772,shift_formula,0.8394415357766143,False,1.2273202473398896,1.0,0.087311577306871,0.0004756427040720772,1.581151832460733,,,,,,,,,shift_atcp_accepted,,,
NHANES,model_a_screening,Logistic Regression,naive_transfer,uncalibrated,0.8,multi_objective_safety_gated_atcp,1146,0.7949389179755671,-0.005061082024432895,1.4973821989528795,0.6678321678321679,0.5026178010471204,0.0,0.753177966101695,0.9900990099009901,0.23692104379929513,1.206806282722513,0.5026178010471204,0.4973821989528796,0.4973821989528796,0.1280701754385965,0.6262843594551305,0.844683292821641,0.4079861111111111,0.02,multi_objective,0.7993019197207679,True,1.2273202473398896,1.0,0.087311577306871,0.0004756427040720772,1.4764397905759161,,,,,0.2436440677966102,1.1535776614310647,,2.9190807156961545,target_only_fallback,,,
NHANES,model_a_screening,Logistic Regression,naive_transfer,uncalibrated,0.8,multi_objective_dp_shift_atcp,1146,0.7591623036649214,-0.04083769633507861,1.1675392670157068,0.8565022421524664,0.8324607329842932,0.0,0.7457627118644068,0.8217821782178217,0.07601946635341494,0.7015706806282722,0.8324607329842932,0.16753926701570682,0.16753926701570682,0.17708333333333334,0.6738638359098016,0.7485721227044105,0.2893081761006289,0.0004756427040720772,shift_formula,0.8150087260034904,False,1.2273202473398896,1.0,0.087311577306871,0.0004756427040720772,1.2617801047120418,0.75,0.8,0.7966101694915254,0.900990099009901,0.1043799295183756,0.7783595113438045,0.2617801047120419,1.6302173637365511,diabetes_protected_shift_atcp,,,
NHANES,model_a_screening,Logistic Regression,naive_transfer,uncalibrated,0.85,source_split_conformal,1146,0.6989528795811518,-0.15104712041884816,1.2984293193717278,0.7701612903225806,0.7015706806282722,0.0,0.638771186440678,0.9801980198019802,0.3414268333613022,0.9118673647469459,0.7015706806282722,0.29842931937172773,0.29842931937172773,0.11695906432748537,0.5774272152779781,0.8035317834945536,0.4291044776119403,,,,,,,,,,,,,,,,,,,,,
NHANES,model_a_screening,Logistic Regression,naive_transfer,uncalibrated,0.85,importance_weighted_source_conformal,1146,0.7120418848167539,-0.13795811518324608,1.3263525305410122,0.7539473684210526,0.6736474694589878,0.0,0.6536016949152542,0.9851485148514851,0.3315468199362309,0.9511343804537522,0.6736474694589878,0.3263525305410122,0.3263525305410122,0.12566844919786097,0.5844145724575905,0.8095189267558949,0.4274611398963731,,,,,,,,,,,,,,,,,,,,,
NHANES,model_a_screening,Logistic Regression,naive_transfer,uncalibrated,0.85,target_only_conformal,1146,0.837696335078534,-0.012303664921465951,1.5977312390924956,0.6258874931731294,0.40226876090750435,0.0,0.8040254237288136,0.995049504950495,0.19102408122168146,1.361256544502618,0.40226876090750435,0.5977312390924956,0.5977312390924956,0.14890510948905109,0.6505902921961454,0.8630483978315185,0.403470715835141,,,,,,,,,,,,,,,,,,,,,
NHANES,model_a_screening,Logistic Regression,naive_transfer,uncalibrated,0.85,adaptive_transport_conformal,1146,0.7094240837696335,-0.14057591623036647,1.3193717277486912,0.7579365079365079,0.680628272251309,0.0,0.6504237288135594,0.9851485148514851,0.33472478603792577,0.9397905759162304,0.680628272251309,0.3193717277486911,0.3193717277486911,0.12295081967213115,0.5826814292291377,0.808023408277981,0.4269230769230769,1.0,unweighted,,False,1.2273202473398896,1.0,0.087311577306871,0.0004756427040720772,,,,,,,,,,,,,
NHANES,model_a_screening,Logistic Regression,naive_transfer,uncalibrated,0.85,weighted_target_dominant_atcp,1146,0.837696335078534,-0.012303664921465951,1.5968586387434556,0.6262295081967213,0.4031413612565445,0.0,0.8040254237288136,0.995049504950495,0.19102408122168146,1.3595113438045374,0.4031413612565445,0.5968586387434555,0.5968586387434555,0.1476608187134503,0.6503857360182381,0.8628913812082569,0.4025974025974026,0.0,grid_selected,0.8760907504363001,False,1.2273202473398896,1.0,0.087311577306871,0.0004756427040720772,1.675392670157068,,,,,,,,,,,,
NHANES,model_a_screening,Logistic Regression,naive_transfer,uncalibrated,0.85,shift_aware_source_trust_atcp,1146,0.8368237347294939,-0.013176265270506082,1.594240837696335,0.6272577996715928,0.40575916230366493,0.0,0.8029661016949152,0.995049504950495,0.19208340325557982,1.3551483420593369,0.40575916230366493,0.5942408376963351,0.5942408376963351,0.14684287812041116,0.6497707448142606,0.8624210415831789,0.4021505376344086,0.0004756427040720772,shift_formula,,False,1.2273202473398896,1.0,0.087311577306871,0.0004756427040720772,,,,,,,,,,,,,
NHANES,model_a_screening,Logistic Regression,naive_transfer,uncalibrated,0.85,class_conditional_weighted_atcp,1146,0.8403141361256544,-0.009685863874345557,1.3219895287958114,0.7564356435643564,0.6780104712041884,0.0,0.836864406779661,0.8564356435643564,0.01957123678469541,0.9048865619546248,0.6780104712041884,0.3219895287958115,0.3219895287958115,0.22764227642276422,0.6979791330655382,0.7541381743288366,0.23552123552123552,0.0,grid_selected,0.8760907504363001,False,1.2273202473398896,1.0,0.087311577306871,0.0004756427040720772,1.675392670157068,,,,,,,,,,,,
NHANES,model_a_screening,Logistic Regression,naive_transfer,uncalibrated,0.85,risk_asymmetric_shift_atcp,1146,0.8298429319371727,-0.020157068062827244,1.3350785340314135,0.7490196078431373,0.6649214659685864,0.0,0.8114406779661016,0.9158415841584159,0.10440090619231424,0.8996509598603839,0.6649214659685864,0.33507853403141363,0.33507853403141363,0.2265625,0.6687148139000035,0.7699910407048403,0.2559055118110236,0.0004756427040720772,shift_formula,,False,1.2273202473398896,1.0,0.087311577306871,0.0004756427040720772,,0.83,0.87,,,,,,,,,,
NHANES,model_a_screening,Logistic Regression,naive_transfer,uncalibrated,0.85,dp_shift_atcp,1146,0.7949389179755671,-0.05506108202443283,1.2609075043630018,0.7930795847750864,0.7390924956369983,0.0,0.7817796610169492,0.8564356435643564,0.07465598254740724,0.8280977312390925,0.7390924956369983,0.26090750436300175,0.26090750436300175,0.22073578595317725,0.6758889846282449,0.757294988371717,0.27744982290436837,0.0004756427040720772,shift_formula,0.849912739965096,False,1.2273202473398896,1.0,0.087311577306871,0.0004756427040720772,1.4136125654450262,0.7999999999999999,0.85,0.8220338983050848,0.9801980198019802,0.1581641214968954,0.9912739965095986,0.41361256544502617,1.8642095330306834,,,,
NHANES,model_a_screening,Logistic Regression,naive_transfer,uncalibrated,0.85,safety_gated_atcp,1146,0.837696335078534,-0.012303664921465951,1.5968586387434556,0.6262295081967213,0.4031413612565445,0.0,0.8040254237288136,0.995049504950495,0.19102408122168146,1.3595113438045374,0.4031413612565445,0.5968586387434555,0.5968586387434555,0.1476608187134503,0.6503857360182381,0.8628913812082569,0.4025974025974026,0.0,grid_selected,0.8760907504363001,False,1.2273202473398896,1.0,0.087311577306871,0.0004756427040720772,1.675392670157068,,,,,,,,,weighted_atcp_accepted,,,
NHANES,model_a_screening,Logistic Regression,naive_transfer,uncalibrated,0.85,safety_gated_shift_atcp,1146,0.8368237347294939,-0.013176265270506082,1.594240837696335,0.6272577996715928,0.40575916230366493,0.0,0.8029661016949152,0.995049504950495,0.19208340325557982,1.3551483420593369,0.40575916230366493,0.5942408376963351,0.5942408376963351,0.14684287812041116,0.6497707448142606,0.8624210415831789,0.4021505376344086,0.0004756427040720772,shift_formula,0.8743455497382199,False,1.2273202473398896,1.0,0.087311577306871,0.0004756427040720772,1.6736474694589878,,,,,,,,,shift_atcp_accepted,,,
NHANES,model_a_screening,Logistic Regression,naive_transfer,uncalibrated,0.85,multi_objective_safety_gated_atcp,1146,0.837696335078534,-0.012303664921465951,1.5977312390924956,0.6258874931731294,0.40226876090750435,0.0,0.8040254237288136,0.995049504950495,0.19102408122168146,1.361256544502618,0.40226876090750435,0.5977312390924956,0.5977312390924956,0.14890510948905109,0.6505902921961454,0.8630483978315185,0.403470715835141,0.02,multi_objective,0.8394415357766143,True,1.2273202473398896,1.0,0.087311577306871,0.0004756427040720772,1.581151832460733,,,,,0.19491525423728817,1.3228621291448517,,3.083403193289552,target_only_fallback,,,
NHANES,model_a_screening,Logistic Regression,naive_transfer,uncalibrated,0.85,multi_objective_dp_shift_atcp,1146,0.837696335078534,-0.012303664921465951,1.5977312390924956,0.6258874931731294,0.40226876090750435,0.0,0.8040254237288136,0.995049504950495,0.19102408122168146,1.361256544502618,0.40226876090750435,0.5977312390924956,0.5977312390924956,0.14890510948905109,0.6505902921961454,0.8630483978315185,0.403470715835141,0.0004756427040720772,shift_formula,0.849912739965096,True,1.2273202473398896,1.0,0.087311577306871,0.0004756427040720772,1.4136125654450262,0.7999999999999999,0.85,0.8220338983050848,0.9801980198019802,0.1581641214968954,0.9912739965095986,0.41361256544502617,1.8642095330306834,target_only_fallback,,,
